,temp_c
837,14.000000000000002
838,10.999999999999998
839,12.0
840,12.0
841,13.0
842,15.0
843,10.0
844,14.000000000000002
845,12.0
846,14.000000000000002
847,15.0
848,10.0
849,14.000000000000002
850,19.0
851,17.0
852,15.0
853,9.000000000000002
854,10.0
855,10.0
856,9.000000000000002
857,14.000000000000002
858,18.000000000000004
859,15.0
860,17.0
861,16.0
862,15.0
863,17.0
864,12.0
865,12.0
866,14.000000000000002
867,15.0
868,16.0
869,17.0
870,12.0
871,17.0
872,25.0
873,26.0
874,26.0
875,25.0
876,25.0
877,26.999999999999996
878,26.0
879,24.0
880,26.0
881,20.0
882,21.0
883,19.0
884,13.0
885,14.000000000000002
886,15.0
887,18.000000000000004
888,17.0
889,16.0
890,19.0
891,17.0
892,13.0
893,14.000000000000002
894,18.000000000000004
895,18.000000000000004
896,19.0
897,18.000000000000004
898,20.0
899,19.0
900,20.0
901,23.000000000000004
902,20.0
903,18.000000000000004
904,20.0
905,20.0
906,21.999999999999996
907,21.999999999999996
908,23.000000000000004
909,26.999999999999996
910,21.0
911,21.0
912,19.0
913,18.000000000000004
914,19.0
915,21.999999999999996
916,23.000000000000004
917,18.000000000000004
918,18.000000000000004
919,21.999999999999996
920,19.0
921,18.000000000000004
922,20.0
923,19.0
924,19.0
925,16.0
926,18.000000000000004
927,18.000000000000004
928,23.000000000000004
929,19.0
930,20.0
931,19.0
932,21.0
933,23.000000000000004
934,26.999999999999996
935,29.0
936,30.0
937,26.999999999999996
938,24.0
939,20.0
940,18.000000000000004
941,20.0
942,21.0
943,23.000000000000004
944,21.999999999999996
945,21.999999999999996
946,21.0
947,21.0
948,21.0
949,20.0
950,23.000000000000004
951,26.0
952,26.999999999999996
953,23.000000000000004
954,26.0
955,23.000000000000004
956,25.0
957,23.000000000000004
958,21.999999999999996
959,28.000000000000004
960,30.0
961,30.0
962,25.0
963,21.999999999999996
964,23.000000000000004
965,21.999999999999996
966,20.0
967,21.999999999999996
968,21.0
969,21.999999999999996
970,23.000000000000004
971,21.0
972,19.0
973,18.000000000000004
974,21.999999999999996
975,19.0
976,25.0
977,25.0
978,21.0
979,21.999999999999996
980,26.0
981,26.999999999999996
982,28.000000000000004
983,21.0
984,19.0
985,18.000000000000004
986,19.0
987,21.999999999999996
988,21.999999999999996
989,19.0
990,18.000000000000004
991,18.000000000000004
992,17.0
993,18.000000000000004
994,17.0
995,16.0
996,12.0
997,16.0
998,16.0
999,15.0
1000,17.0
1001,17.0
1002,16.0
1003,17.0
1004,17.0
1005,18.000000000000004
1006,15.0
1007,16.0
1008,16.0
1009,15.0
1010,13.0
1011,13.0
1012,14.000000000000002
1013,15.0
1014,15.0
1015,14.000000000000002
1016,13.0
1017,12.0
1018,14.000000000000002
1019,15.0
1020,17.0
1021,16.0
1022,13.0
1023,14.000000000000002
1024,12.0
1025,15.0
1026,14.000000000000002
1027,16.0
1028,14.000000000000002
1029,10.0
1030,9.000000000000002
1031,10.0
1032,13.0
1033,10.999999999999998
1034,13.0
1035,12.0
1036,10.999999999999998
1037,10.0
1038,9.000000000000002
1039,10.0
1040,10.0
1041,10.0
1042,13.0
1043,10.999999999999998
1044,10.0
1045,10.0
1046,12.0
1047,15.0
1048,14.000000000000002
1049,10.0
1050,10.0
1051,12.0
1052,9.000000000000002
1053,10.999999999999998
1054,13.0
1055,10.999999999999998
1056,13.0
1057,12.0
1058,10.0
1059,13.0
1060,10.999999999999998
1061,9.000000000000002
1062,7.000000000000001
1063,5.999999999999998
1064,5.0
1065,5.999999999999998
1066,5.999999999999998
1067,10.999999999999998
1068,8.0
1069,4.000000000000002
1070,5.999999999999998
1071,7.000000000000001
1072,5.999999999999998
1073,9.000000000000002
1074,7.000000000000001
1075,2.999999999999999
1076,0.0
1077,2.000000000000001
1078,10.999999999999998
1079,10.999999999999998
1080,10.0
1081,9.000000000000002
1082,8.0
1083,8.0
1084,10.0
1085,10.0
1086,13.0
1087,13.0
1088,12.0
1089,9.000000000000002
1090,10.0
1091,8.0
1092,12.0
1093,12.0
1094,10.999999999999998
1095,10.999999999999998
1096,9.000000000000002
1097,10.999999999999998
1098,12.0
1099,10.0
1100,10.999999999999998
1101,9.000000000000002
1102,9.000000000000002
1103,10.999999999999998
1104,9.000000000000002
1105,4.000000000000002
1106,7.000000000000001
1107,5.0
1108,4.000000000000002
1109,4.000000000000002
1110,2.000000000000001
1111,0.0
1112,2.000000000000001
1113,2.000000000000001
1114,0.9999999999999984
1115,0.0
1116,2.000000000000001
1117,2.999999999999999
1118,2.999999999999999
1119,2.000000000000001
1120,2.999999999999999
1121,8.0
1122,10.0
1123,10.999999999999998
1124,14.000000000000002
1125,12.0
1126,10.0
1127,8.0
1128,5.999999999999998
1129,10.0
1130,10.999999999999998
1131,7.000000000000001
1132,5.999999999999998
1133,5.999999999999998
1134,5.999999999999998
1135,4.000000000000002
1136,5.0
1137,2.000000000000001
1138,2.000000000000001
1139,5.0
1140,10.999999999999998
1141,10.0
1142,10.0
1143,10.0
1144,9.000000000000002
1145,10.0
1146,5.0
1147,2.000000000000001
1148,2.000000000000001
1149,2.000000000000001
1150,2.000000000000001
1151,4.000000000000002
1152,5.0
1153,5.999999999999998
1154,9.000000000000002
1155,7.000000000000001
1156,5.0
1157,8.0
1158,9.000000000000002
1159,16.0
1160,13.0
1161,10.0
1162,10.0
1163,8.0
1164,4.000000000000002
1165,0.9999999999999984
1166,5.0
1167,7.000000000000001
1168,7.000000000000001
1169,9.000000000000002
1170,8.0
1171,7.000000000000001
1172,8.0
1173,8.0
1174,7.000000000000001
1175,7.000000000000001
1176,5.0
1177,2.999999999999999
1178,0.9999999999999984
1179,0.9999999999999984
1180,2.000000000000001
1181,5.0
1182,5.0
1183,7.000000000000001
1184,5.0
1185,5.999999999999998
1186,7.000000000000001
1187,8.0
1188,5.999999999999998
1189,2.999999999999999
1190,8.0
1191,10.0
1192,10.0
1193,10.999999999999998
1194,10.0
1195,10.0
1196,13.0
1197,12.0
1198,10.999999999999998
1199,19.0
1200,15.0
1201,17.0
1202,18.000000000000004
1203,14.000000000000002
1204,13.0
1205,14.000000000000002
1206,14.000000000000002
1207,15.0
1208,20.0
1209,20.0
1210,21.999999999999996
1211,13.0
1212,10.999999999999998
1213,12.0
1214,14.000000000000002
1215,14.000000000000002
1216,16.0
1217,17.0
1218,19.0
1219,17.0
1220,19.0
1221,21.999999999999996
1222,21.999999999999996
1223,18.000000000000004
1224,14.000000000000002
1225,17.0
1226,14.000000000000002
1227,15.0
1228,15.0
1229,12.0
1230,14.000000000000002
1231,16.0
1232,12.0
1233,15.0
1234,19.0
1235,17.0
1236,16.0
1237,14.000000000000002
1238,10.999999999999998
1239,9.000000000000002
1240,15.0
1241,19.0
1242,18.000000000000004
1243,12.0
1244,13.0
1245,15.0
1246,21.0
1247,18.000000000000004
1248,18.000000000000004
1249,19.0
1250,20.0
1251,21.0
1252,21.999999999999996
1253,20.0
1254,18.000000000000004
1255,15.0
1256,16.0
1257,18.000000000000004
1258,17.0
1259,19.0
1260,20.0
1261,17.0
1262,18.000000000000004
1263,21.0
1264,21.0
1265,26.0
1266,21.0
1267,23.000000000000004
1268,18.000000000000004
1269,18.000000000000004
1270,18.000000000000004
1271,21.0
1272,21.999999999999996
1273,20.0
1274,21.999999999999996
1275,21.999999999999996
1276,26.0
1277,20.0
1278,17.0
1279,21.0
1280,24.0
1281,26.0
1282,28.000000000000004
1283,29.0
1284,28.000000000000004
1285,26.999999999999996
1286,24.0
1287,23.000000000000004
1288,25.0
1289,31.0
1290,29.0
1291,30.0
1292,31.0
1293,32.0
1294,29.0
1295,29.0
1296,24.0
1297,26.999999999999996
1298,33.0
1299,30.0
1300,26.999999999999996
1301,26.0
1302,26.999999999999996
1303,29.0
1304,24.0
1305,24.0
1306,21.999999999999996
1307,24.0
1308,33.0
1309,26.0
1310,25.0
1311,23.000000000000004
1312,23.000000000000004
1313,21.999999999999996
1314,23.000000000000004
1315,25.0
1316,24.0
1317,21.999999999999996
1318,23.000000000000004
1319,21.0
1320,21.0
1321,23.000000000000004
1322,24.0
1323,23.000000000000004
1324,20.0
1325,23.000000000000004
1326,23.000000000000004
1327,24.0
1328,26.999999999999996
1329,24.0
1330,28.000000000000004
1331,20.0
1332,24.0
1333,25.0
1334,23.000000000000004
1335,24.0
1336,24.0
1337,25.0
1338,21.0
1339,21.999999999999996
1340,26.0
1341,26.0
1342,28.000000000000004
1343,29.0
1344,18.000000000000004
1345,19.0
1346,18.000000000000004
1347,14.000000000000002
1348,17.0
1349,18.000000000000004
1350,19.0
1351,20.0
1352,14.000000000000002
1353,16.0
1354,15.0
1355,15.0
1356,16.0
1357,18.000000000000004
1358,19.0
1359,19.0
1360,20.0
1361,19.0
1362,21.999999999999996
1363,21.999999999999996
1364,20.0
1365,18.000000000000004
1366,19.0
1367,19.0
1368,19.0
1369,17.0
1370,21.0
1371,19.0
1372,21.0
1373,19.0
1374,19.0
1375,20.0
1376,20.0
1377,18.000000000000004
1378,12.0
1379,14.000000000000002
1380,14.000000000000002
1381,12.0
1382,12.0
1383,13.0
1384,16.0
1385,18.000000000000004
1386,18.000000000000004
1387,18.000000000000004
1388,17.0
1389,18.000000000000004
1390,18.000000000000004
1391,17.0
1392,17.0
1393,18.000000000000004
1394,17.0
1395,16.0
1396,16.0
1397,13.0
1398,14.000000000000002
1399,13.0
1400,15.0
1401,15.0
1402,12.0
1403,10.999999999999998
1404,13.0
1405,16.0
1406,15.0
1407,10.999999999999998
1408,8.0
1409,10.0
1410,13.0
1411,13.0
1412,10.999999999999998
1413,10.0
1414,10.0
1415,9.000000000000002
1416,10.0
1417,9.000000000000002
1418,5.999999999999998
1419,7.000000000000001
1420,8.0
1421,8.0
1422,7.000000000000001
1423,8.0
1424,7.000000000000001
1425,8.0
1426,10.999999999999998
1427,10.0
1428,10.0
1429,9.000000000000002
1430,10.0
1431,10.0
1432,7.000000000000001
1433,9.000000000000002
1434,10.0
1435,8.0
1436,9.000000000000002
1437,12.0
1438,10.999999999999998
1439,10.0
1440,5.999999999999998
1441,9.000000000000002
1442,12.0
1443,10.999999999999998
1444,12.0
1445,13.0
1446,7.000000000000001
1447,10.0
1448,9.000000000000002
1449,10.999999999999998
1450,12.0
1451,10.0
1452,12.0
1453,12.0
1454,7.000000000000001
1455,8.0
1456,10.999999999999998
1457,9.000000000000002
1458,8.0
1459,10.999999999999998
1460,10.999999999999998
1461,10.999999999999998
1462,10.999999999999998
1463,10.999999999999998
1464,9.000000000000002
1465,12.0
1466,13.0
1467,12.0
1468,12.0
1469,12.0
1470,10.0
1471,9.000000000000002
1472,10.0
1473,9.000000000000002
1474,7.000000000000001
1475,10.999999999999998
1476,10.0
1477,9.000000000000002
1478,10.0
1479,9.000000000000002
1480,10.0
1481,8.0
1482,10.0
1483,9.000000000000002
1484,8.0
1485,12.0
1486,10.0
1487,9.000000000000002
1488,10.0
1489,5.999999999999998
1490,5.999999999999998
1491,9.000000000000002
1492,10.0
1493,10.0
1494,8.0
1495,9.000000000000002
1496,10.0
1497,10.0
1498,10.0
1499,9.000000000000002
1500,9.000000000000002
1501,10.0
1502,8.0
1503,9.000000000000002
1504,8.0
1505,12.0
1506,10.0
1507,10.0
1508,10.999999999999998
1509,10.0
1510,10.0
1511,13.0
1512,10.0
1513,12.0
1514,12.0
1515,14.000000000000002
1516,10.999999999999998
1517,12.0
1518,10.999999999999998
1519,8.0
1520,9.000000000000002
1521,10.0
1522,9.000000000000002
1523,10.0
1524,13.0
1525,13.0
1526,16.0
1527,16.0
1528,19.0
1529,13.0
1530,12.0
1531,16.0
1532,18.000000000000004
1533,17.0
1534,18.000000000000004
1535,19.0
1536,13.0
1537,14.000000000000002
1538,17.0
1539,14.000000000000002
1540,13.0
1541,10.999999999999998
1542,10.999999999999998
1543,10.999999999999998
1544,9.000000000000002
1545,9.000000000000002
1546,10.999999999999998
1547,14.000000000000002
1548,19.0
1549,19.0
1550,17.0
1551,19.0
1552,19.0
1553,18.000000000000004
1554,15.0
1555,15.0
1556,15.0
1557,14.000000000000002
1558,14.000000000000002
1559,17.0
1560,16.0
1561,16.0
1562,14.000000000000002
1563,16.0
1564,16.0
1565,14.000000000000002
1566,17.0
1567,17.0
1568,13.0
1569,14.000000000000002
1570,14.000000000000002
1571,19.0
1572,15.0
1573,16.0
1574,17.0
1575,12.0
1576,16.0
1577,15.0
1578,17.0
1579,16.0
1580,19.0
1581,14.000000000000002
1582,13.0
1583,14.000000000000002
1584,16.0
1585,18.000000000000004
1586,19.0
1587,17.0
1588,16.0
1589,17.0
1590,17.0
1591,14.000000000000002
1592,17.0
1593,16.0
1594,19.0
1595,21.0
1596,21.0
1597,23.000000000000004
1598,23.000000000000004
1599,25.0
1600,20.0
1601,19.0
1602,18.000000000000004
1603,16.0
1604,16.0
1605,18.000000000000004
1606,13.0
1607,14.000000000000002
1608,15.0
1609,19.0
1610,16.0
1611,19.0
1612,21.999999999999996
1613,21.0
1614,19.0
1615,14.000000000000002
1616,19.0
1617,24.0
1618,21.999999999999996
1619,24.0
1620,26.0
1621,21.999999999999996
1622,21.999999999999996
1623,25.0
1624,25.0
1625,21.999999999999996
1626,19.0
1627,18.000000000000004
1628,21.999999999999996
1629,23.000000000000004
1630,21.999999999999996
1631,21.999999999999996
1632,24.0
1633,24.0
1634,25.0
1635,25.0
1636,21.0
1637,21.999999999999996
1638,23.000000000000004
1639,20.0
1640,19.0
1641,21.0
1642,23.000000000000004
1643,25.0
1644,26.999999999999996
1645,26.999999999999996
1646,21.0
1647,21.999999999999996
1648,21.0
1649,21.0
1650,23.000000000000004
1651,21.0
1652,21.0
1653,26.999999999999996
1654,24.0
1655,24.0
1656,26.0
1657,26.0
1658,29.0
1659,30.0
1660,28.000000000000004
1661,26.0
1662,26.0
1663,26.999999999999996
1664,29.0
1665,29.0
1666,26.999999999999996
1667,28.000000000000004
1668,25.0
1669,21.999999999999996
1670,26.0
1671,26.0
1672,25.0
1673,24.0
1674,24.0
1675,23.000000000000004
1676,24.0
1677,23.000000000000004
1678,25.0
1679,26.0
1680,23.000000000000004
1681,23.000000000000004
