relh,drct,sknt,alti,vsby,temp_c,dewpoint_c,feel_c
31.62,360,13,30,6.21,25,7,24.38333333
38.18,340,14,30.09,6.21,23,8,22.35
29.79,10,10,30,6.21,26,7,25.43333333
24.72,10,11,29.94,6.21,28,6,26.88333333
20.29,350,5,29.91,6.21,29,4,27.46666667
13.59,340,6,29.91,6.21,31,0,28.93333333
13.8,30,14,29.85,6.21,32,1,29.77222222
19.64,300,8,29.8,6.21,32,6,29.96111111
30.62,230,12,29.83,2.49,29,10,27.91111111
30.62,280,13,29.88,6.21,29,10,27.91111111
34.97,330,8,29.91,6.21,29,12,28.2
27.03,320,6,29.94,6.21,30,9,28.55555556
30.9,340,6,29.94,6.21,30,11,28.81666667
31.17,310,4,29.94,6.21,31,12,29.84444444
24.11,300,9,29.91,6.21,32,9,30.24444444
12.94,40,13,29.85,6.21,37,4,34.38333333
10.07,10,1,29.77,6.21,39,2,35.72222222
7.84,200,7,29.8,6.21,41,0,37.12222222
27.29,340,10,29.91,6.21,31,10,29.50555556
29.18,20,17,29.94,6.21,31,11,29.66111111
20.38,20,19,29.91,6.21,35,9,33.08888889
21.11,20,9,29.88,6.21,38,12,36.91111111
15.93,330,10,29.88,6.21,37,7,34.75
23.04,320,10,29.85,6.21,34,10,32.27777778
24.37,30,14,29.8,6.21,33,10,31.31111111
26.05,60,12,29.71,6.21,33,11,31.49444444
29.18,290,9,29.85,6.21,31,11,29.66111111
26.76,300,11,29.97,6.21,29,8,27.70555556
25.26,240,6,29.94,6.21,30,8,28.45555556
14.66,210,16,29.77,6.21,36,5,33.55
30.62,340,8,29.94,6.21,29,10,27.91111111
28.9,10,8,29.97,6.21,30,10,28.67777778
23.85,330,9,29.94,6.21,31,8,29.26666667
16.6,260,5,29.85,6.21,35,6,32.7
14.08,260,13,29.77,6.21,38,6,35.57777778
16.6,360,8,29.85,6.21,35,6,32.7
27.83,330,7,29.85,6.21,33,12,31.71111111
19.04,40,10,29.97,6.21,35,8,32.93888889
17.05,30,14,30,6.21,37,8,34.91111111
27.29,330,9,30,6.21,31,10,29.50555556
22.78,20,13,29.94,6.21,33,9,31.16111111
24.63,350,11,29.88,6.21,34,11,32.47222222
23.3,340,9,29.83,6.21,35,11,33.47777778
20.87,310,6,29.85,6.21,37,11,35.55555556
16.37,330,5,29.83,6.21,39,9,37.12777778
20,0,101,29.83,6.21,39,12,37.98888889
10.43,40,7,29.77,6.21,41,4,37.85555556
34.39,320,10,29.83,3.73,35,17,35.67777778
33.84,340,13,29.91,6.21,33,15,33
36.9,340,13,29.85,6.21,36,19,38.11111111
29.72,320,9,29.8,6.21,33,13,31.96111111
20.87,10,5,29.8,6.21,37,11,35.55555556
38.18,360,15,29.83,6.21,32,16,32
31.99,320,8,29.85,6.21,34,15,34
26.58,10,9,29.85,6.21,35,13,34.01111111
26.84,360,8,29.83,6.21,36,14,35.42777778
18.48,300,8,29.77,6.21,38,10,36.34444444
21.11,320,9,29.77,6.21,38,12,36.91111111
36.08,330,7,29.85,6.21,33,16,33
33.56,330,9,29.85,6.21,32,14,31.26666667
33.56,350,8,29.88,6.21,32,14,31.26666667
27.83,330,11,29.91,6.21,33,12,31.71111111
24.89,350,13,29.83,6.21,35,12,33.72777778
22.04,20,12,29.8,6.21,36,11,34.51111111
26.84,340,10,29.77,6.21,36,14,35.42777778
28.63,360,11,29.8,6.21,36,15,36
24.89,320,10,29.83,6.21,35,12,33.72777778
39.27,10,10,29.83,6.21,36,20,38.89444444
33.08,330,11,29.71,3.73,38,19,40.54444444
26.18,340,12,29.59,6.21,40,17,41.53888889
20.24,310,5,29.62,6.21,40,13,40
23.04,320,7,29.65,6.21,40,15,40
37.44,320,7,29.71,6.21,38,21,42.29444444
34.39,330,8,29.77,6.21,35,17,35.67777778
40.96,290,11,29.8,6.21,33,18,33.99444444
41.23,280,13,29.74,6.21,34,19,35.75
34.66,310,9,29.71,6.21,36,18,37.42777778
27.1,280,7,29.74,6.21,37,15,37
20.87,360,11,29.83,6.21,37,11,35.55555556
15.93,350,10,29.83,6.21,37,7,34.75
30.8,340,10,29.77,6.21,37,17,37.98888889
30.8,330,11,29.65,6.21,37,17,37.98888889
27.37,330,10,29.62,6.21,38,16,38.59444444
23.04,320,7,29.65,6.21,40,15,40
22.79,330,5,29.71,6.21,39,14,39
16.15,330,7,29.74,6.21,38,8,35.90555556
16.37,30,13,29.8,6.21,39,9,37.12777778
39,330,11,29.8,6.21,35,19,36.92222222
40.96,330,7,29.71,6.21,33,18,33.99444444
38.73,270,7,29.71,6.21,34,18,35.11111111
41.23,310,10,29.8,6.21,34,19,35.75
49.62,310,9,29.77,6.21,34,22,38.26666667
30.26,310,7,29.68,6.21,35,15,35
30.8,320,14,29.68,6.21,37,17,37.98888889
21.11,320,10,29.71,6.21,38,12,36.91111111
27.1,340,10,29.77,6.21,37,15,37
44.41,330,11,29.85,3.73,36,22,40.77777778
38.73,330,10,29.85,6.21,34,18,35.11111111
34.11,340,7,29.74,6.21,34,16,34
36.9,350,9,29.71,6.21,36,19,38.11111111
25.41,330,7,29.8,6.21,37,14,37
32.81,320,10,29.83,6.21,37,18,38.61111111
36.9,330,7,29.77,6.21,36,19,38.11111111
26.84,280,4,29.74,6.21,36,14,35.42777778
34.39,280,10,29.74,6.21,35,17,35.67777778
36.9,310,8,29.74,6.21,36,19,38.11111111
44.14,360,10,29.74,6.21,35,21,38.53888889
41.5,320,7,29.77,6.21,35,20,37.67777778
41.77,360,7,29.77,6.21,36,21,39.77777778
46.93,320,8,29.77,3.73,35,22,39.51666667
46.93,320,10,29.74,3.73,35,22,39.51666667
53.22,320,7,29.71,6.21,36,25,44.63888889
30.8,330,7,29.74,6.21,37,17,37.98888889
39,280,10,29.8,6.21,35,19,36.92222222
41.23,300,8,29.74,6.21,34,19,35.75
41.23,300,7,29.68,6.21,34,19,35.75
34.39,270,8,29.74,6.21,35,17,35.67777778
32.54,270,6,29.83,3.73,36,17,36.82222222
31.07,20,5,29.8,6.21,38,18,39.81111111
25.15,280,9,29.83,6.21,36,13,35.07777778
22.04,300,11,29.83,6.21,36,11,34.51111111
30.26,330,11,29.8,6.21,35,15,35
26.84,10,12,29.83,6.21,36,14,35.42777778
34.11,30,11,29.83,6.21,34,16,34
38.73,340,8,29.77,6.21,34,18,35.11111111
32.54,10,8,29.77,6.21,36,17,36.82222222
28.63,320,10,29.71,6.21,36,15,36
28.1,340,7,29.74,6.21,34,13,32.97222222
31.99,300,4,29.71,6.21,34,15,34
36.35,350,8,29.77,6.21,34,17,34
43.88,320,8,29.85,6.21,34,20,36.48333333
43.61,350,10,29.8,6.21,33,19,34.60555556
38.73,10,14,29.77,6.21,34,18,35.11111111
23.04,320,10,29.77,6.21,34,10,32.27777778
32.27,310,6,29.83,6.21,35,16,35
30.53,340,13,29.85,6.21,36,16,36
38.45,320,6,29.85,6.21,33,17,33
31.72,310,8,29.85,6.21,33,14,32.25555556
38.45,10,8,29.85,6.21,33,17,33
38.73,360,11,29.85,6.21,34,18,35.11111111
34.11,360,10,29.83,6.21,34,16,34
23.81,40,14,29.83,6.21,37,13,36.16111111
21.11,30,11,29.88,6.21,38,12,36.91111111
28.9,360,15,29.91,6.21,37,16,37
46.41,360,9,29.8,6.21,33,20,35.30555556
38.45,330,7,29.83,3.73,33,17,33
38.45,320,6,29.85,6.21,33,17,33
40.69,290,4,29.85,6.21,32,17,32.4
34.39,300,8,29.83,6.21,35,17,35.67777778
36.35,290,6.5,29.83,3.73,34,17,34
39,280,8,29.88,6.21,35,19,36.92222222
30.53,340,10,29.91,6.21,36,16,36
49.36,360,11,29.94,3.73,33,21,36.10555556
37.9,330,11,29.97,6.21,31,15,31
33.29,330,12,29.94,6.21,31,13,30.06111111
37.9,360,8,29.91,6.21,31,15,31
43.34,350,13,29.97,6.21,32,18,32.90555556
40.41,360,9,30.03,6.21,31,16,30.97222222
37.9,340,13,29.94,6.21,31,15,31
37.9,330,8,29.91,3.73,31,15,31
27.83,350,11,29.94,6.21,33,12,31.71111111
14.08,100,11,29.88,6.21,38,6,35.57777778
38.45,320,5,29.91,3.73,33,17,33
42.8,340,10,29.97,6.21,30,16,30.02777778
42.8,340,10,30,6.21,30,16,30.02777778
33.01,310,11,29.94,6.21,30,12,28.98888889
34.97,330,8,29.88,3.73,29,12,28.2
23.3,190,12,29.83,6.21,35,11,33.47777778
26.31,290,10,29.88,6.21,34,12,32.7
37.07,270,11,29.94,6.21,28,12,28
39.58,330,10,30,6.21,28,13,28
34.69,330,13,30,6.21,28,11,27.33333333
39.58,310,10,30,6.21,28,13,28
39.58,360,8,29.97,3.73,28,13,28
34.69,330,5,29.97,6.21,28,11,27.33333333
36.79,310,8,30,6.21,27,11,27
45.07,350,11,30.03,6.21,28,15,28.03333333
37.35,340,9,30,6.21,29,13,28.38333333
35.53,30,12,29.94,6.21,31,14,30.32222222
45.61,340,12,29.97,6.21,30,17,30.4
37.35,340,7,30,3.73,29,13,28.38333333
39.58,330,5,29.97,6.21,28,13,28
44.8,30,7,29.94,6.21,27,14,27.11666667
41.97,350,3,29.85,6.21,27,13,26.96111111
28.63,240,10,29.85,6.21,29,9,27.8
25.52,180,3,29.97,6.21,31,9,29.37222222
16.15,100,6,29.97,6.21,33,4,30.72222222
42.52,300,7,29.88,3.73,29,15,28.84444444
30.35,250,16,29.88,6.21,28,9,27.11111111
28.36,240,13,29.91,6.21,28,8,27.02222222
34.41,250,8,29.97,6.21,27,10,27
39.3,360,5,30.03,6.21,27,12,27
41.69,340,9,30,6.21,26,12,26
41.42,320,10,29.97,6.21,25,11,25
41.14,320,10,29.97,3.73,24,10,24
35.94,330,4,30.03,6.21,24,8,23.39444444
34.13,240,11,29.94,6.21,26,9,26
41.14,340,7,30.03,6.21,24,10,24
38.46,360,8,30.06,6.21,24,9,24
41.42,320,7,30.06,6.21,25,11,25
36.22,360,11,30.09,6.21,25,9,25
50.43,360,7,30.06,3.73,25,14,25
41.42,40,10,30,6.21,25,11,25
41.97,40,13,29.94,6.21,27,13,26.96111111
28.08,200,19,29.88,3.73,27,7,26.34444444
24.19,0,0,30,1.86,26,4,25.28888889
32.18,50,10,30,6.21,27,9,27
44.8,40,15,29.97,6.21,27,14,27.11666667
57.6,30,11,29.88,3.73,26,17,26.83888889
65.12,280,2,29.88,2.49,25,18,25
50.17,330,8,29.97,6.21,24,13,24
38.46,260,10,29.97,6.21,24,9,24
56.13,250,10,30.03,6.21,20,11,20
52.51,300,14,30.12,6.21,20,10,20
40.57,310,7,30.09,6.21,22,8,21.31666667
40.57,10,3,30.15,3.73,22,8,21.31666667
46.43,360,8,30.06,6.21,22,10,22
49.64,240,12,30.12,6.21,22,11,22
53.03,310,5,30.12,3.73,22,12,22
33.57,250,5,30.09,3.73,24,7,23.33333333
38.18,290,5,30.12,6.21,23,8,22.35
43.69,30,9,30.18,6.21,23,10,23
43.97,40,14,30.06,6.21,24,11,24
39.02,20,7,30.06,6.21,26,11,26
53.8,340,5,30.12,1.86,25,15,25
53.55,300,4,30.09,2.49,24,14,24
60.44,340,6,30.09,2.49,22,14,22
59.74,290,7,30.06,6.21,19,11,19
39.72,330,10,30.21,6.21,19,5,19
40,40,12,30.24,6.21,20,6,20
40,50,15,30.15,6.21,20,6,20
46.16,330,6,30.12,3.73,21,9,21
33.57,40,17,30.12,6.21,24,7,23.33333333
41.14,0,0,30.03,0.93,24,10,24
60.21,340,9,30.12,3.73,21,13,21
52.77,360,7,30.12,6.21,21,11,21
49.64,330,5,30.15,3.73,22,11,22
43.42,350,2,30.12,6.21,22,9,21.38888889
29.51,230,6,30.06,3.73,25,6,24.32777778
30.07,280,6,30.03,2.49,27,8,26.42222222
60.67,50,9,30.09,3.73,23,15,23
64.69,30,8,30.06,2.49,23,16,23
41.97,30,3,30.03,6.21,27,13,26.96111111
41.97,220,7,29.94,0.5,27,13,26.96111111
49.9,200,8,29.91,6.21,23,12,23
45.88,240,18,30,6.21,20,8,20
45.6,300,10,30.24,6.21,19,7,19
43.13,40,20,30.15,6.21,21,8,21
35.09,230,9,30,6.21,21,5,21
63.82,30,3,30,3.73,19,12,19
59.97,300,3,30.03,1.24,20,12,20
28.39,220,12,30.06,6.21,21,2,21
39.72,40,21,30,6.21,19,5,19
45.6,280,15,30.09,6.21,19,7,19
48.83,220,19,30.12,3.73,19,8,19
42.85,210,10,30.03,6.21,20,7,20
45.6,250,18,29.91,6.21,19,7,19
48.83,260,21,29.88,1.24,19,8,19
48.83,290,6,30.12,3.73,19,8,19
43.13,50,15,30.27,6.21,21,8,21
87.47,60,16,30.33,6.21,21,7,11
49.37,40,10,30.3,6.21,21,10,21
43.13,50,7,30.09,6.21,21,8,21
22.02,10,14,29.94,3.73,24,1,23.03333333
49.37,360,5,30.12,3.73,21,10,21
49.37,250,9,29.94,3.73,21,10,21
40,260,19,30.03,6.21,20,6,20
52.51,320,7,30.24,6.21,20,10,20
45.6,30,10,30.21,6.21,19,7,19
49.1,300,9,30.03,6.21,20,9,20
24.86,240,25,29.88,3.73,22,1,20.90555556
48.28,300,13,30.06,3.73,17,6,17
37.03,10,5,30.15,6.21,19,4,19
28.39,180,8,30,6.21,21,2,21
32.72,220,18,29.85,3.73,21,4,21
34.51,240,15,29.94,6.21,19,3,19
42.57,260,11,29.94,6.21,19,6,19
62.92,0,0,29.94,6.21,15,8,15
62.46,230,19,30.06,6.21,13,6,13
59.01,260,7,30.18,2.49,16,8,16
45.32,360,7,30.27,6.21,18,6,18
48.83,320,11,30.21,6.21,19,8,19
48.83,320,6,30.21,6.21,19,8,19
48.83,350,10,30.18,6.21,19,8,19
48.83,10,11,30.18,6.21,19,8,19
49.64,50,13,30.18,3.73,22,11,22
46.43,320,4,30.18,1.86,22,10,22
16.17,220,6,30.06,3.73,28,0,26.66666667
19.79,240,4,30.06,1.86,27,2,26.07777778
17.14,0,0,30.09,1.86,27,0,26.01111111
12.23,50,16,30.03,6.21,29,-3,27.29444444
25.26,330,4,29.94,1.86,30,8,28.45555556
38.74,360,8,29.91,1.86,25,10,25
15.92,200,9,29.71,1.86,32,3,29.81666667
18.42,160,13,29.71,6.21,27,1,26.04444444
49.37,20,5,29.91,3.73,21,10,21
49.1,260,6,30.09,6.21,20,9,20
42.85,360,4,30.12,6.21,20,7,20
52.51,10,6,30,6.21,20,10,20
30.49,230,8,29.94,6.21,21,3,21
42.28,210,8,29.94,6.21,18,5,18
40.57,260,9,30.03,6.21,22,8,21.31666667
40.29,340,5,30,6.21,21,7,21
31.05,350,2,29.85,6.21,23,5,22.16666667
25.67,160,8,29.8,3.73,25,4,24.22777778
27.53,290,6,29.8,6.21,25,5,24.27222222
46.71,20,7,29.74,3.73,23,11,23
33.29,300,4,29.85,6.21,23,6,22.22222222
40.85,270,6,29.85,6.21,23,9,22.42222222
24.19,240,17,29.77,6.21,26,4,25.28888889
35.09,300,4,29.91,6.21,21,5,21
25.13,40,6,29.97,6.21,23,2,22.01111111
21.25,260,6,29.94,6.21,27,3,26.12222222
36.51,360,4,29.94,3.73,26,10,26
23.33,210,12,29.88,2.49,29,6,27.56111111
13.05,190,19,29.77,6.21,33,1,30.62777778
22.02,190,12,29.77,2.49,30,6,28.30555556
17.38,170,17,29.77,6.21,28,1,26.68333333
7.05,200,2,29.97,6.21,32,-8,29.13888889
18.09,270,11,29.91,2.49,31,4,29.01111111
41.14,250,7,29.97,3.73,24,10,24
38.18,320,8,29.97,6.21,23,8,22.35
43.42,340,8,30.03,6.21,22,9,21.38888889
38.46,320,7,30.03,6.21,24,9,24
26.22,310,5,30,6.21,27,6,26.27777778
36.79,310,6,29.94,2.49,27,11,27
23.93,130,3,29.97,6.21,25,3,24.17777778
33.57,30,4,29.97,6.21,24,7,23.33333333
24.19,30,13,29.94,6.21,26,4,25.28888889
11.74,230,7,29.77,1.86,31,-2,28.8
12.84,200,13,29.77,6.21,32,0,29.74444444
23.33,300,5,29.97,6.21,29,6,27.56111111
8.87,50,15,30.03,6.21,32,-5,29.30555556
4.93,200,5,29.8,6.21,37,-9,32.92777778
9.9,210,17,29.62,2.49,38,1,34.70555556
19.98,280,14,29.94,2.49,22,-2,20.77777778
19.3,40,12,30.06,6.21,25,0,24.06111111
28.36,40,10,29.97,6.21,28,8,27.02222222
23.85,30,10,29.85,6.21,31,8,29.26666667
15.27,130,17,29.53,6.21,34,4,31.62222222
26.98,260,18,29.94,3.73,23,3,22.06111111
38.18,310,7,30.09,3.73,23,8,22.35
35.94,10,11,30.06,6.21,24,8,23.39444444
30.07,10,11,29.88,6.21,27,8,26.42222222
23.33,340,9,29.91,6.21,29,6,27.56111111
38.46,10,9,29.94,6.21,24,9,24
31.9,10,19,29.94,6.21,26,8,26
30.07,350,15,29.83,6.21,27,8,26.42222222
23.33,340,8,29.77,3.73,29,6,27.56111111
23.59,220,8,29.85,6.21,30,7,28.37222222
27.81,320,9,29.91,6.21,26,6,25.38333333
31.62,300,5,29.97,6.21,25,7,24.38333333
34.13,300,6,29.91,6.21,26,9,26
23.07,30,6,29.85,6.21,28,5,26.82777778
19.4,60,7,29.85,6.21,31,5,29.05555556
16.15,20,3,29.85,3.73,33,4,30.72222222
22.53,50,12,29.94,6.21,32,8,30.13333333
17.32,10,8,29.88,6.21,33,5,30.77777778
13.25,30,7,29.91,6.21,34,2,31.53333333
10.67,10,6,29.94,6.21,34,-1,31.16111111
24.37,340,7,29.97,6.21,33,10,31.31111111
27.03,340,11,30,6.21,30,9,28.55555556
32.73,340,5,29.88,2.49,29,11,28.04444444
30.35,330,8,29.83,6.21,28,9,27.11111111
31.9,330,10,29.88,6.21,26,8,26
29.79,360,4,29.97,6.21,26,7,25.43333333
34.13,330,9,29.91,6.21,26,9,26
56.63,270,7,29.91,3.73,22,13,22
30.62,320,12,29.8,6.21,29,10,27.91111111
28.9,310,9,29.85,3.73,30,10,28.67777778
21.04,0,0,29.91,6.21,32,7,30.03888889
13.46,70,5,29.88,6.21,35,3,32.47777778
11.41,190,16,29.68,3.73,38,3,35.04444444
12.94,230,11,29.68,3.73,37,4,34.38333333
28.37,280,9,29.74,3.73,35,14,34.34444444
15.08,20,4,29.65,3.73,38,7,35.72777778
11.6,140,4,29.68,6.21,39,4,36.10555556
41.97,330,5,29.85,2.49,27,13,26.96111111
48.32,30,12,29.77,6.21,29,17,29.46111111
28.63,280,13,29.8,6.21,29,9,27.8
21.76,260,15,29.77,6.21,29,5,27.51111111
29.18,0,0,29.77,6.21,31,11,29.66111111
9.54,210,8,29.59,1.24,40,2,36.58333333
27.56,300,14,29.77,3.73,32,11,30.55555556
34.97,310,12,29.8,6.21,29,12,28.2
41.69,270,7,29.91,2.49,26,12,26
29.625,335,9.5,29.94,6.21,29,9.5,27.85555556
33.01,10,14,29.97,6.21,30,12,28.98888889
22.78,20,17,29.88,6.21,33,9,31.16111111
23.04,40,13,29.83,6.21,34,10,32.27777778
18.48,20,17,29.77,3.73,38,10,36.34444444
21.11,10,11,29.8,3.73,38,12,36.91111111
15.93,40,10,29.83,6.21,37,7,34.75
10.43,70,10,29.83,6.21,41,4,37.85555556
8.9,220,5,29.85,3.73,44,4,40.54444444
19.76,360,4,29.97,6.21,38,11,36.61111111
14.08,40,3,29.88,6.21,38,6,35.57777778
20.87,290,9,29.77,3.73,37,11,35.55555556
29.99,10,5,29.77,6.21,34,14,33.28333333
31.72,290,6,29.8,6.21,33,14,32.25555556
27.83,340,7,29.8,6.21,33,12,31.71111111
37.9,330,7,29.8,6.21,31,15,31
33.56,300,5,29.83,6.21,32,14,31.26666667
29.72,290,9,29.83,6.21,33,13,31.96111111
35.53,280,7,29.83,6.21,31,14,30.32222222
29.18,300,7,29.83,6.21,31,11,29.66111111
38.18,290,8,29.83,6.21,32,16,32
31.72,310,7,29.77,6.21,33,14,32.25555556
29.72,270,7,29.8,6.21,33,13,31.96111111
31.72,10,4,29.91,6.21,33,14,32.25555556
22.04,40,13,29.91,6.21,36,11,34.51111111
18.72,360,16,29.88,6.21,39,11,37.66666667
29.17,340,13,29.8,6.21,38,17,39.16666667
19.76,280,5,29.77,6.21,38,11,36.61111111
26.84,280,10,29.74,6.21,36,14,35.42777778
36.08,280,9,29.68,6.21,33,16,33
34.39,240,4,29.65,6.21,35,17,35.67777778
18.25,260,9,29.71,6.21,37,9,35.09444444
12.64,10,6,29.74,6.21,40,6,37.45555556
13.14,180,15,29.71,6.21,38,5,35.43888889
25.15,360,6,29.83,6.21,36,13,35.07777778
29.99,290,6,29.8,6.21,34,14,33.28333333
22.29,10,5,29.77,6.21,37,12,35.83888889
26.84,330,7,29.91,6.21,36,14,35.42777778
22.04,10,10,29.97,6.21,36,11,34.51111111
17.51,50,10,29.85,6.21,39,10,37.37777778
34.39,350,9,29.85,6.21,35,17,35.67777778
31.99,320,9,29.83,6.21,34,15,34
31.99,330,9,29.8,6.21,34,15,34
25.41,360,9,29.74,6.21,37,14,37
11.035,295,3,29.695,6.21,42,5.5,39.13333333
33.84,340,9,29.8,6.21,33,15,33
35.81,360,9,29.8,6.21,32,15,32
38.18,350,9,29.77,6.21,32,16,32
36.08,40,7,29.83,6.21,33,16,33
33.84,360,10,29.83,6.21,33,15,33
38.73,320,7,29.77,6.21,34,18,35.11111111
44.41,330,9,29.74,6.21,36,22,40.77777778
24.06,320,9,29.68,6.21,38,14,38
24.06,300,8,29.71,6.21,38,14,38
28.9,320,9,29.71,6.21,37,16,37
23.81,0,0,29.74,3.73,37,13,36.16111111
25.41,330,3,29.77,6.21,37,14,37
30.26,300,9,29.83,6.21,35,15,35
40.96,350,5,29.83,6.21,33,18,33.99444444
38.45,330,12,29.8,6.21,33,17,33
39,320,10,29.68,6.21,35,19,36.92222222
32.81,290,9,29.62,6.21,37,18,38.61111111
32.81,330,8,29.62,6.21,37,18,38.61111111
32.81,300,10,29.71,6.21,37,18,38.61111111
34.66,320,9,29.74,6.21,36,18,37.42777778
32.81,340,7,29.71,6.21,37,18,38.61111111
41.5,280,9,29.71,6.21,35,20,37.67777778
30.26,350,8,29.77,6.21,35,15,35
30.26,330,6,29.77,6.21,35,15,35
44.14,310,10,29.77,6.21,35,21,38.53888889
37.71,320,4,29.74,6.21,39,22,44.62222222
19.19,290,6,29.68,6.21,41,13,41
31.07,310,2,29.71,6.21,38,18,39.81111111
32.54,290,10,29.83,6.21,36,17,36.82222222
30.53,330,11,29.85,6.21,36,16,36
38.73,300,6,29.8,6.21,34,18,35.11111111
34.11,280,8,29.77,6.21,34,16,34
28.63,280,6,29.77,6.21,36,15,36
20.87,320,9,29.77,6.21,37,11,35.55555556
39.27,290,3,29.83,3.73,36,20,38.89444444
36.9,330,9,29.77,6.21,36,19,38.11111111
36.9,300,9,29.74,6.21,36,19,38.11111111
28.63,310,4,29.77,6.21,36,15,36
34.66,320,7,29.8,6.21,36,18,37.42777778
34.66,280,6,29.85,6.21,36,18,37.42777778
41.23,330,7,29.83,6.21,34,19,35.75
36.9,350,13,29.77,6.21,36,19,38.11111111
32.54,330,9,29.8,6.21,36,17,36.82222222
24.06,340,7,29.8,6.21,38,14,38
30.53,330,8,29.77,6.21,36,16,36
32.54,340,8,29.83,6.21,36,17,36.82222222
28.63,320,7,29.83,6.21,36,15,36
36.35,330,9,29.77,6.21,34,17,34
32.27,10,6,29.74,6.21,35,16,35
28.63,310,11,29.77,6.21,36,15,36
32.27,340,11,29.83,3.73,35,16,35
41.23,330,7,29.77,6.21,34,19,35.75
36.63,290,9,29.71,6.21,35,18,36.25555556
34.66,300,7,29.74,6.21,36,18,37.42777778
26.84,310,8,29.77,6.21,36,14,35.42777778
36.63,330,9,29.8,6.21,35,18,36.25555556
39,340,10,29.77,6.21,35,19,36.92222222
36.9,360,6,29.77,6.21,36,19,38.11111111
28.9,30,12,29.8,6.21,37,16,37
41.23,300,7,29.83,6.21,34,19,35.75
43.88,300,3,29.77,6.21,34,20,36.48333333
38.73,350,6,29.74,6.21,34,18,35.11111111
36.35,330,9,29.74,6.21,34,17,34
38.73,360,8,29.8,6.21,34,18,35.11111111
38.73,20,7,29.83,6.21,34,18,35.11111111
39,330,8,29.83,6.21,35,19,36.92222222
41.5,340,9,29.8,6.21,35,20,37.67777778
34.93,10,12,29.71,6.21,37,19,39.32222222
32.81,360,9,29.74,6.21,37,18,38.61111111
30.53,290,4,29.8,6.21,36,16,36
28.63,300,9,29.8,6.21,36,15,36
31.99,290,8,29.85,6.21,34,15,34
29.99,360,9,29.88,6.21,34,14,33.28333333
36.35,300,6,29.85,6.21,34,17,34
36.08,320,6,29.88,6.21,33,16,33
34.11,340,6,29.91,6.21,34,16,34
29.99,10,5,29.83,6.21,34,14,33.28333333
27.83,280,6,29.88,6.21,33,12,31.71111111
31.72,330,13,29.94,6.21,33,14,32.25555556
40.69,360,10,29.91,6.21,32,17,32.4
40.69,330,9,29.91,6.21,32,17,32.4
38.18,350,5,29.83,6.21,32,16,32
34.11,360,9,29.85,6.21,34,16,34
28.1,340,7,29.88,6.21,34,13,32.97222222
29.72,10,5,29.88,6.21,33,13,31.96111111
35.81,340,8,29.88,6.21,32,15,32
36.08,360,11,29.91,6.21,33,16,33
40.69,10,10,29.97,6.21,32,17,32.4
33.84,340,8,29.91,6.21,33,15,33
40.96,350,7,29.88,6.21,33,18,33.99444444
38.18,300,7,29.85,6.21,32,16,32
36.08,10,9,29.91,6.21,33,16,33
32.54,20,10,29.91,6.21,36,17,36.82222222
20.87,40,8,29.88,6.21,37,11,35.55555556
44.14,360,11,29.88,6.21,35,21,38.53888889
52.23,20,14,29.88,6.21,32,21,34.91666667
36.35,40,10,29.97,6.21,34,17,34
38.73,10,9,29.94,6.21,34,18,35.11111111
38.18,360,11,30,6.21,32,16,32
43.34,360,9,30,3.73,32,18,32.90555556
40.41,320,8,29.94,3.73,31,16,30.97222222
42.8,340,7,29.91,6.21,30,16,30.02777778
37.62,320,4,29.91,6.21,30,14,29.42777778
42.52,340,10,29.94,6.21,29,15,28.84444444
33.01,320,10,29.91,6.21,30,12,28.98888889
39.86,340,5,29.94,6.21,29,14,29
39.86,310,9,29.97,6.21,29,14,29
34.97,360,4,29.97,3.73,29,12,28.2
34.97,10,4,29.97,6.21,29,12,28.2
39.86,330,6,29.97,6.21,29,14,29
39.86,350,10,29.97,6.21,29,14,29
45.07,340,7,29.91,6.21,28,15,28.03333333
42.52,350,4,29.88,6.21,29,15,28.84444444
39.86,20,6,29.88,3.73,29,14,29
45.61,330,6,29.91,6.21,30,17,30.4
22.78,40,9,29.85,6.21,33,9,31.16111111
26.31,220,12,29.85,6.21,34,12,32.7
27.83,210,9,29.85,3.73,33,12,31.71111111
24.37,220,9,29.8,3.73,33,10,31.31111111
34.69,220,26,29.77,2.49,28,11,27.33333333
33.57,300,8,30.06,6.21,24,7,23.33333333
34.13,30,8,30.15,6.21,26,9,26
20.29,40,9,30.06,6.21,29,4,27.46666667
19.15,40,12,30,6.21,30,4,28.21666667
20.79,40,12,30,6.21,31,6,29.11111111
22.27,20,16,30.03,6.21,31,7,29.18333333
19.4,10,9,30,6.21,31,5,29.05555556
15.7,10,9,29.94,3.73,31,2,28.95555556
19.15,40,13,29.88,6.21,30,4,28.21666667
37.07,330,8,29.91,3.73,28,12,28
39.02,340,9,29.97,6.21,26,11,26
44.52,300,5,29.94,6.21,26,13,26
47.25,330,3,30,6.21,25,13,25
44.52,360,3,29.97,6.21,26,13,26
50.43,300,4,29.88,3.73,25,14,25
53.55,300,4,29.94,3.73,24,14,24
34.13,210,5,30.03,3.73,26,9,26
41.69,60,12,30.09,6.21,26,12,26
41.14,320,7,29.97,6.21,24,10,24
43.69,270,8,29.85,6.21,23,10,23
41.14,270,7,29.94,6.21,24,10,24
53.03,275,7.5,30.12,3.73,22,12,22
