dwpf,relh,drct,alti,vsby,feel,temp_c
41.0,51.18,360.0,30.42,6.21,59.0,15.0
41.0,45.04,360.0,30.42,6.21,62.6,17.0
42.8,45.32,300.0,30.27,6.21,64.4,18.000000000000004
41.0,35.09,210.0,30.18,6.21,69.8,21.0
42.8,29.51,190.0,30.09,6.21,75.79,25.0
37.4,50.64,320.0,30.33,6.21,55.4,13.0
41.0,48.0,270.0,30.3,6.21,60.8,16.0
42.8,48.28,280.0,30.0,6.21,62.6,17.0
35.6,44.19,280.0,30.06,6.21,57.2,14.000000000000002
44.6,58.77,240.0,29.97,6.21,59.0,15.0
33.8,38.56,280.0,30.09,6.21,59.0,15.0
37.4,44.47,290.0,30.18,6.21,59.0,15.0
41.0,62.23,60.0,30.24,6.21,53.6,12.0
28.4,35.28,20.0,30.47,6.21,55.4,13.0
26.6,30.69,20.0,30.59,6.21,57.2,14.000000000000002
41.0,54.6,240.0,30.59,6.21,57.2,14.000000000000002
41.0,48.0,300.0,30.45,6.21,60.8,16.0
39.2,44.76,300.0,30.36,6.21,60.8,16.0
37.4,41.71,300.0,30.27,6.21,60.8,16.0
46.4,67.12,270.0,29.94,6.21,57.2,14.000000000000002
23.0,30.11,300.0,29.91,6.21,53.6,12.0
32.0,46.59,20.0,30.06,6.21,51.8,10.999999999999998
32.0,46.59,300.0,30.06,6.21,51.8,10.999999999999998
41.0,54.6,240.0,30.0,6.21,57.2,14.000000000000002
37.4,41.71,180.0,29.91,6.21,60.8,16.0
35.6,36.45,110.0,29.53,6.21,62.6,17.0
44.6,66.91,110.0,29.62,6.21,55.4,13.0
41.0,45.04,110.0,30.09,6.21,62.6,17.0
42.8,66.7,30.0,30.18,6.21,53.6,12.0
44.6,62.69,30.0,30.18,6.21,57.2,14.000000000000002
35.6,38.85,80.0,30.15,6.21,60.8,16.0
46.4,62.92,40.0,29.88,4.97,59.0,15.0
41.0,39.72,320.0,30.15,6.21,66.2,19.0
41.0,62.23,10.0,30.36,6.21,53.6,12.0
35.6,44.19,10.0,30.15,6.21,57.2,14.000000000000002
39.2,37.03,10.0,29.71,6.21,66.2,19.0
46.4,43.13,90.0,29.38,6.21,69.8,21.0
53.6,63.82,190.0,29.44,6.21,66.2,19.0
39.2,39.43,230.0,29.8,6.21,64.4,18.000000000000004
41.0,37.32,260.0,30.12,6.21,68.0,20.0
55.4,72.56,210.0,30.24,6.21,64.4,18.000000000000004
55.4,50.17,240.0,30.21,6.21,75.2,24.0
60.8,88.09,110.0,30.03,6.21,64.4,18.000000000000004
46.4,59.01,280.0,29.91,6.21,60.8,16.0
46.4,62.92,10.0,29.88,6.21,59.0,15.0
48.2,63.15,210.0,30.09,6.21,60.8,16.0
46.4,45.88,140.0,30.21,6.21,68.0,20.0
48.2,38.46,180.0,29.97,6.21,75.2,24.0
59.0,68.55,260.0,30.18,6.21,69.8,21.0
55.4,44.52,260.0,30.27,6.21,78.8,26.0
59.0,53.8,100.0,30.24,6.21,77.0,25.0
53.6,39.3,110.0,30.06,6.21,80.6,26.999999999999996
60.8,64.69,160.0,29.88,6.21,73.4,23.000000000000004
51.8,43.97,330.0,30.06,6.21,75.2,24.0
62.6,77.9,220.0,29.85,6.21,69.8,21.0
51.8,56.13,280.0,30.03,6.21,68.0,20.0
55.4,56.63,280.0,30.21,6.21,71.6,21.999999999999996
51.8,43.97,210.0,30.15,6.21,75.2,24.0
57.2,53.55,240.0,30.0,6.21,75.2,24.0
44.6,42.85,270.0,29.94,6.21,68.0,20.0
44.6,45.6,240.0,30.03,6.21,66.2,19.0
50.0,59.5,210.0,29.74,6.21,64.4,18.000000000000004
44.6,51.72,270.0,29.47,6.21,62.6,17.0
44.6,42.85,250.0,29.91,6.21,68.0,20.0
55.4,72.56,220.0,29.77,6.21,64.4,18.000000000000004
50.0,52.51,240.0,29.91,6.21,68.0,20.0
50.0,43.69,200.0,30.0,6.21,73.4,23.000000000000004
51.8,46.71,240.0,29.91,6.21,73.4,23.000000000000004
48.2,49.1,260.0,30.06,6.21,68.0,20.0
51.8,43.97,260.0,30.09,6.21,75.2,24.0
51.8,39.02,130.0,30.03,6.21,78.8,26.0
53.6,46.98,250.0,29.94,6.21,75.2,24.0
51.8,46.71,280.0,30.27,6.21,73.4,23.000000000000004
59.0,40.14,250.0,30.27,6.21,85.47,30.0
59.0,37.9,30.0,30.18,6.21,87.8,31.0
55.4,31.45,30.0,30.06,6.21,87.78,32.0
55.4,33.29,90.0,30.03,6.21,86.11,31.0
57.2,29.99,160.0,29.88,6.21,91.91,34.0
57.2,56.88,250.0,29.85,6.21,73.4,23.000000000000004
51.8,43.97,250.0,30.0,6.21,75.2,24.0
59.0,60.67,260.0,29.91,6.21,73.4,23.000000000000004
55.4,53.29,250.0,29.85,6.21,73.4,23.000000000000004
41.0,29.23,10.0,29.91,6.21,73.79,24.0
55.4,60.21,10.0,29.71,6.21,69.8,21.0
57.2,82.5,360.0,29.47,6.21,62.6,17.0
51.8,67.75,260.0,29.38,6.21,62.6,17.0
51.8,49.64,300.0,29.68,6.21,71.6,21.999999999999996
51.8,46.71,270.0,30.03,6.21,73.4,23.000000000000004
46.4,38.18,320.0,30.18,6.21,73.4,23.000000000000004
50.0,38.74,240.0,30.09,6.21,77.0,25.0
53.6,46.98,240.0,30.09,6.21,75.2,24.0
51.8,32.73,240.0,30.03,6.21,82.48,29.0
60.8,40.41,160.0,29.88,6.21,87.75,31.0
50.0,30.62,280.0,29.97,6.21,82.24,29.0
46.4,30.07,280.0,30.03,6.21,79.56,26.999999999999996
57.2,44.8,190.0,29.88,6.21,80.81,26.999999999999996
53.6,44.25,260.0,29.77,6.21,77.0,25.0
55.4,68.15,210.0,29.83,6.21,66.2,19.0
44.6,37.89,360.0,30.12,6.21,71.6,21.999999999999996
44.6,37.89,260.0,30.15,6.21,71.6,21.999999999999996
46.4,43.13,310.0,30.15,6.21,69.8,21.0
60.8,68.75,240.0,30.15,6.21,71.6,21.999999999999996
62.6,61.13,240.0,30.21,6.21,77.0,25.0
42.8,27.81,70.0,30.18,6.21,78.8,26.0
53.6,39.3,80.0,29.97,6.21,80.29,26.999999999999996
64.4,78.04,210.0,29.65,6.21,71.6,21.999999999999996
41.0,35.09,270.0,29.8,6.21,69.8,21.0
51.8,49.64,180.0,29.74,6.21,71.6,21.999999999999996
51.8,59.74,190.0,29.77,6.21,66.2,19.0
50.0,55.88,250.0,29.88,6.21,66.2,19.0
55.4,64.04,320.0,30.0,6.21,68.0,20.0
55.4,56.63,320.0,29.94,6.21,71.6,21.999999999999996
64.4,82.98,210.0,29.71,6.21,69.8,21.0
51.8,52.77,250.0,29.68,6.21,69.8,21.0
51.8,52.77,230.0,29.8,6.21,69.8,21.0
53.6,59.97,260.0,29.83,6.21,68.0,20.0
53.6,59.97,240.0,29.74,6.21,68.0,20.0
48.2,43.42,270.0,29.88,6.21,71.6,21.999999999999996
53.6,53.03,230.0,29.94,6.21,71.6,21.999999999999996
62.6,88.18,200.0,29.77,6.21,66.2,19.0
55.4,60.21,240.0,29.74,6.21,69.8,21.0
53.6,53.03,240.0,29.88,6.21,71.6,21.999999999999996
51.8,56.13,240.0,30.0,6.21,68.0,20.0
44.6,40.29,260.0,30.18,6.21,69.8,21.0
57.2,64.26,220.0,30.0,6.21,69.8,21.0
57.2,87.92,310.0,29.91,6.21,60.8,16.0
57.2,87.92,350.0,30.0,6.21,60.8,16.0
50.0,52.51,350.0,30.24,6.21,68.0,20.0
50.0,46.43,260.0,30.06,6.21,71.6,21.999999999999996
55.4,60.21,280.0,29.97,6.21,69.8,21.0
42.8,35.37,260.0,30.15,6.21,70.12,21.999999999999996
53.6,49.9,190.0,30.0,6.21,73.4,23.000000000000004
50.0,41.14,260.0,29.97,6.21,75.2,24.0
51.8,49.64,230.0,30.09,6.21,71.6,21.999999999999996
57.2,50.43,260.0,29.85,6.21,77.0,25.0
51.8,59.74,250.0,29.85,6.21,66.2,19.0
48.2,49.1,270.0,30.06,6.21,68.0,20.0
46.4,43.13,240.0,30.24,6.21,69.8,21.0
60.8,82.74,120.0,30.18,6.21,66.2,19.0
62.6,68.94,90.0,30.03,6.21,73.4,23.000000000000004
57.2,60.44,250.0,29.94,6.21,71.6,21.999999999999996
53.6,59.97,240.0,30.03,6.21,68.0,20.0
53.6,46.98,220.0,30.0,6.21,75.2,24.0
57.2,53.55,300.0,30.0,6.21,75.2,24.0
53.6,41.69,160.0,30.06,6.21,78.8,26.0
59.0,47.79,180.0,30.03,6.21,81.11,26.999999999999996
59.0,53.8,180.0,29.88,6.21,77.0,25.0
57.2,93.74,10.0,29.88,1.62,59.0,15.0
46.4,45.88,230.0,30.03,6.21,68.0,20.0
44.6,40.29,230.0,30.15,6.21,69.8,21.0
46.4,43.13,230.0,30.15,6.21,69.8,21.0
53.6,67.95,160.0,29.91,6.21,64.4,18.000000000000004
64.4,78.04,220.0,29.88,6.21,71.6,21.999999999999996
60.8,77.75,220.0,29.91,6.21,68.0,20.0
48.2,52.25,290.0,30.09,6.21,66.2,19.0
51.8,59.74,240.0,29.91,6.21,66.2,19.0
55.4,68.15,240.0,29.44,6.21,66.2,19.0
48.2,55.63,260.0,29.44,6.21,64.4,18.000000000000004
53.6,72.38,220.0,29.53,6.21,62.6,17.0
51.8,59.74,250.0,29.32,6.21,66.2,19.0
46.4,48.83,250.0,29.74,6.21,66.2,19.0
46.4,51.98,240.0,29.53,6.21,64.4,18.000000000000004
46.4,51.98,300.0,29.83,6.21,64.4,18.000000000000004
44.6,55.12,330.0,29.91,6.21,60.8,16.0
46.4,59.01,300.0,29.85,6.21,60.8,16.0
50.0,63.38,300.0,29.91,6.21,62.6,17.0
46.4,55.37,340.0,30.06,6.21,62.6,17.0
44.6,55.12,280.0,30.18,6.21,60.8,16.0
53.6,67.95,220.0,30.06,6.21,64.4,18.000000000000004
53.6,67.95,190.0,29.97,6.21,64.4,18.000000000000004
46.4,48.83,250.0,30.15,6.21,66.2,19.0
50.0,55.88,170.0,30.18,6.21,66.2,19.0
50.0,46.43,140.0,30.06,6.21,71.6,21.999999999999996
57.2,77.45,140.0,30.12,3.73,64.4,18.000000000000004
53.6,56.38,60.0,30.18,6.21,69.8,21.0
57.2,68.35,140.0,30.09,3.73,68.0,20.0
53.6,59.97,250.0,30.09,6.21,68.0,20.0
59.0,77.6,200.0,29.97,6.21,66.2,19.0
46.4,55.37,230.0,30.03,6.21,62.6,17.0
57.2,77.45,210.0,29.85,6.21,64.4,18.000000000000004
46.4,55.37,270.0,29.91,6.21,62.6,17.0
41.0,48.0,280.0,30.24,6.21,60.8,16.0
48.2,63.15,260.0,30.18,6.21,60.8,16.0
55.4,77.29,280.0,29.91,6.21,62.6,17.0
41.0,51.18,340.0,30.33,6.21,59.0,15.0
55.4,77.29,260.0,30.0,6.21,62.6,17.0
50.0,63.38,300.0,30.12,6.21,62.6,17.0
53.6,72.38,240.0,30.09,6.21,62.6,17.0
55.4,77.29,200.0,29.94,6.21,62.6,17.0
53.6,72.38,220.0,29.8,6.21,62.6,17.0
46.4,51.98,240.0,30.15,6.21,64.4,18.000000000000004
59.0,77.6,240.0,30.18,6.21,66.2,19.0
59.0,72.92,230.0,30.24,6.21,68.0,20.0
57.2,72.74,220.0,30.06,6.21,66.2,19.0
59.0,64.48,180.0,29.94,6.21,71.6,21.999999999999996
46.4,67.12,230.0,30.12,6.21,57.2,14.000000000000002
55.4,87.83,60.0,29.83,2.61,59.0,15.0
59.0,88.0,130.0,29.62,4.35,62.6,17.0
46.4,62.92,250.0,29.74,6.21,59.0,15.0
57.2,93.74,190.0,29.59,6.21,59.0,15.0
37.4,47.44,270.0,29.94,6.21,57.2,14.000000000000002
57.2,87.92,210.0,30.03,6.21,60.8,16.0
59.0,77.6,230.0,30.06,6.21,66.2,19.0
51.8,63.6,240.0,30.15,6.21,64.4,18.000000000000004
59.0,93.79,260.0,30.24,6.21,60.8,16.0
41.0,51.18,360.0,30.53,6.21,59.0,15.0
51.8,67.75,270.0,30.21,6.21,62.6,17.0
51.8,76.98,280.0,30.06,6.21,59.0,15.0
39.2,58.02,280.0,30.45,6.21,53.6,12.0
46.4,67.12,240.0,30.27,6.21,57.2,14.000000000000002
42.8,51.45,190.0,30.06,6.21,60.8,16.0
48.2,76.66,190.0,30.0,5.59,55.4,13.0
50.0,76.82,190.0,29.88,3.73,57.2,14.000000000000002
53.6,87.74,260.0,29.56,4.97,57.2,14.000000000000002
39.2,61.99,290.0,29.97,6.21,51.8,10.999999999999998
39.2,58.02,230.0,30.27,6.21,53.6,12.0
44.6,71.45,170.0,30.06,6.21,53.6,12.0
37.4,61.76,360.0,30.24,6.21,46.72,10.0
50.0,76.82,290.0,30.21,6.21,57.2,14.000000000000002
48.2,76.66,290.0,30.09,6.21,55.4,13.0
48.2,93.5,30.0,29.8,5.59,48.44,10.0
44.6,93.4,220.0,29.85,3.73,45.15,8.0
33.8,65.61,220.0,30.33,6.21,43.09,7.000000000000001
44.6,76.34,250.0,30.24,6.21,51.8,10.999999999999998
50.0,87.56,200.0,30.24,4.97,53.6,12.0
46.4,67.12,240.0,30.18,6.21,57.2,14.000000000000002
35.6,57.52,280.0,30.39,6.21,48.44,10.0
41.0,76.01,240.0,30.21,6.21,43.28,9.000000000000002
33.8,61.28,290.0,30.24,6.21,44.24,8.0
48.2,76.66,250.0,29.97,6.21,55.4,13.0
48.2,71.83,230.0,29.8,6.21,57.2,14.000000000000002
44.6,55.12,200.0,29.26,6.21,60.8,16.0
48.2,67.33,200.0,29.18,6.21,59.0,15.0
39.2,75.84,240.0,29.71,6.21,44.24,8.0
33.8,65.61,280.0,30.03,6.21,37.71,7.000000000000001
33.8,61.28,280.0,30.27,6.21,40.66,8.0
46.4,81.74,240.0,29.91,6.21,51.8,10.999999999999998
35.6,70.48,300.0,29.8,6.21,39.18,7.000000000000001
35.6,70.48,350.0,29.83,6.21,40.14,7.000000000000001
24.8,55.95,310.0,29.85,6.21,32.0,4.000000000000002
30.2,56.74,20.0,30.18,6.21,39.18,7.000000000000001
42.8,93.35,280.0,30.3,3.11,40.14,7.000000000000001
46.4,81.74,300.0,30.3,6.21,51.8,10.999999999999998
44.6,81.61,290.0,30.5,6.21,46.72,10.0
37.4,66.05,250.0,30.56,6.21,43.28,9.000000000000002
41.0,66.48,220.0,30.36,6.21,51.8,10.999999999999998
51.8,93.6,210.0,29.68,3.04,53.6,12.0
28.4,60.54,300.0,30.0,6.21,33.46,5.0
30.2,69.88,270.0,30.0,6.21,32.0,4.000000000000002
35.6,93.14,90.0,29.09,3.73,30.23,2.999999999999999
33.8,86.69,40.0,28.91,3.73,29.29,2.999999999999999
39.2,86.99,190.0,29.71,6.21,37.94,5.999999999999998
44.6,81.61,240.0,29.26,6.21,44.36,10.0
35.6,70.48,250.0,29.26,6.21,37.11,7.000000000000001
33.8,70.28,320.0,29.5,6.21,36.51,5.999999999999998
35.6,75.5,280.0,30.09,6.21,37.94,5.999999999999998
46.4,93.45,250.0,30.09,1.8,42.62,9.000000000000002
37.4,70.68,250.0,30.42,6.21,45.15,8.0
42.8,87.19,260.0,30.56,4.97,43.5,8.0
48.2,87.47,230.0,30.53,6.21,51.8,10.999999999999998
50.0,87.56,270.0,30.59,6.21,53.6,12.0
48.2,81.87,270.0,30.56,6.21,53.6,12.0
46.4,87.37,260.0,30.62,6.21,46.72,10.0
44.6,76.34,240.0,30.18,6.21,51.8,10.999999999999998
44.6,76.34,230.0,30.03,6.21,51.8,10.999999999999998
37.4,70.68,220.0,29.38,6.21,41.85,8.0
42.8,87.19,220.0,28.88,6.21,40.66,8.0
32.0,70.08,270.0,29.62,6.21,35.2,5.0
41.0,71.07,250.0,29.26,6.21,43.66,10.0
46.4,67.12,260.0,29.41,6.21,57.2,14.000000000000002
51.8,87.65,220.0,29.41,3.73,55.4,13.0
41.0,81.34,240.0,29.38,6.21,41.42,8.0
50.0,87.56,210.0,29.29,3.73,53.6,12.0
42.8,71.26,260.0,29.21,6.21,51.8,10.999999999999998
46.4,71.64,240.0,29.23,5.59,55.4,13.0
37.4,66.05,240.0,29.29,6.21,42.04,9.000000000000002
37.4,81.07,40.0,29.91,6.21,37.42,5.999999999999998
30.2,60.79,60.0,30.3,6.21,35.4,5.999999999999998
35.6,60.79,80.0,30.18,6.21,35.4,5.0
44.6,93.4,130.0,29.62,4.35,42.33,8.0
42.8,76.18,250.0,29.68,6.21,47.21,10.0
42.8,87.19,360.0,30.09,3.73,42.87,8.0
41.0,87.09,360.0,30.27,2.36,43.09,7.000000000000001
39.2,75.84,140.0,30.12,5.59,41.03,8.0
33.8,70.28,140.0,30.09,6.21,41.03,5.999999999999998
48.2,87.47,220.0,29.32,6.21,51.8,10.999999999999998
32.0,57.0,270.0,29.44,6.21,38.94,8.0
30.2,53.0,270.0,29.8,6.21,37.86,8.0
44.6,71.45,260.0,29.29,6.21,53.6,12.0
33.8,65.61,260.0,29.8,6.21,37.4,7.000000000000001
39.2,93.24,90.0,29.47,1.43,35.2,5.0
50.0,87.56,250.0,29.71,6.21,53.6,12.0
48.2,87.47,260.0,29.74,6.21,51.8,10.999999999999998
50.0,81.99,220.0,29.94,6.21,55.4,13.0
50.0,81.99,210.0,29.77,6.21,55.4,13.0
39.2,66.27,230.0,29.77,6.21,45.21,10.0
39.2,75.84,230.0,30.12,6.21,45.15,8.0
50.0,87.56,250.0,30.27,6.21,53.6,12.0
48.2,76.66,270.0,30.45,6.21,55.4,13.0
46.4,71.64,240.0,30.27,6.21,55.4,13.0
48.2,93.5,220.0,29.91,6.21,45.54,10.0
48.2,93.5,230.0,29.91,6.21,44.63,10.0
33.8,61.28,300.0,29.65,6.21,39.45,8.0
33.8,61.28,330.0,29.85,6.21,41.85,8.0
33.8,80.79,270.0,29.85,6.21,34.95,4.000000000000002
32.0,70.08,30.0,30.3,6.21,35.2,5.0
32.0,75.16,40.0,30.3,6.21,34.2,4.000000000000002
24.8,55.95,30.0,30.03,6.21,32.98,4.000000000000002
28.4,56.48,360.0,30.15,6.21,38.54,5.999999999999998
33.8,65.61,210.0,30.06,6.21,38.77,7.000000000000001
39.2,86.99,200.0,29.83,6.21,36.51,5.999999999999998
48.2,93.5,230.0,29.47,6.21,44.12,10.0
48.2,93.5,220.0,29.41,4.35,50.0,10.0
28.4,52.72,240.0,29.97,6.21,38.04,7.000000000000001
35.6,75.5,160.0,29.53,6.21,34.5,5.999999999999998
44.6,93.4,200.0,29.56,4.35,41.03,8.0
32.0,49.81,280.0,29.88,6.21,44.36,10.0
32.0,49.81,250.0,30.27,6.21,47.77,10.0
33.8,50.08,250.0,30.18,6.21,51.8,10.999999999999998
41.0,71.07,170.0,30.18,6.21,47.21,10.0
50.0,87.56,300.0,30.0,6.21,53.6,12.0
46.4,87.37,320.0,30.09,5.59,46.72,10.0
33.8,65.61,320.0,30.33,4.97,46.72,7.000000000000001
28.4,60.54,80.0,30.24,6.21,34.7,5.0
28.4,60.54,80.0,30.18,6.21,33.1,5.0
23.0,45.14,80.0,30.15,6.21,36.11,5.999999999999998
23.0,48.39,70.0,30.36,6.21,33.84,5.0
19.4,51.33,70.0,30.45,6.21,25.8,2.000000000000001
19.4,55.14,60.0,30.24,6.21,25.75,0.9999999999999984
15.8,58.75,110.0,30.06,6.21,16.96,-2.000000000000001
23.0,69.04,70.0,29.41,4.35,20.78,0.0
23.0,69.04,70.0,29.32,6.21,20.78,0.0
35.6,86.79,70.0,29.32,2.05,32.47,4.000000000000002
44.6,87.28,150.0,29.23,6.21,43.66,9.000000000000002
41.0,71.07,160.0,29.21,6.21,45.21,10.0
39.2,66.27,190.0,29.18,6.21,46.72,10.0
39.2,66.27,270.0,29.38,6.21,45.54,10.0
30.2,46.31,270.0,29.44,6.21,43.05,10.0
50.0,100.0,180.0,29.38,3.73,45.9,10.0
53.6,87.74,190.0,29.35,6.21,57.2,14.000000000000002
48.2,81.87,100.0,29.26,6.21,53.6,12.0
48.2,87.47,280.0,29.21,6.21,51.8,10.999999999999998
41.0,66.48,320.0,29.77,6.21,51.8,10.999999999999998
37.4,50.64,160.0,29.62,6.21,55.4,13.0
46.4,71.64,150.0,29.21,6.21,55.4,13.0
42.8,62.46,150.0,29.53,6.21,55.4,13.0
42.8,93.35,90.0,29.65,6.21,37.4,7.000000000000001
26.6,74.63,80.0,29.71,6.21,22.76,0.9999999999999984
21.2,48.1,50.0,30.0,6.21,30.11,4.000000000000002
28.4,49.24,30.0,30.39,6.21,41.03,8.0
30.2,43.32,290.0,30.42,6.21,51.8,10.999999999999998
41.0,66.48,280.0,30.15,6.21,51.8,10.999999999999998
35.6,47.16,230.0,29.47,6.21,55.4,13.0
42.8,76.18,230.0,29.59,5.59,49.27,10.0
41.0,62.23,360.0,29.88,6.21,53.6,12.0
32.0,43.61,240.0,30.06,6.21,53.6,12.0
51.8,76.98,280.0,29.65,6.21,59.0,15.0
39.2,70.88,300.0,29.62,6.21,44.07,9.000000000000002
41.0,76.01,150.0,29.59,6.21,42.94,9.000000000000002
42.8,87.19,90.0,29.41,6.21,41.42,8.0
42.8,81.47,350.0,29.47,6.21,46.34,9.000000000000002
33.8,61.28,350.0,29.91,6.21,45.15,8.0
46.4,87.37,160.0,29.5,6.21,45.9,10.0
50.0,81.99,210.0,29.35,6.21,55.4,13.0
44.6,76.34,170.0,29.29,6.21,51.8,10.999999999999998
28.4,35.28,230.0,30.06,6.21,55.4,13.0
41.0,48.0,160.0,29.77,6.21,60.8,16.0
51.8,67.75,190.0,29.65,6.21,62.6,17.0
50.0,93.55,190.0,29.77,4.35,51.8,10.999999999999998
48.2,93.5,100.0,29.68,1.43,46.29,10.0
50.0,76.82,60.0,29.59,6.21,57.2,14.000000000000002
50.0,93.55,40.0,29.71,1.49,51.8,10.999999999999998
46.4,87.37,20.0,29.62,2.61,46.72,10.0
44.6,71.45,180.0,29.83,6.21,53.6,12.0
44.6,45.6,130.0,30.0,6.21,66.2,19.0
48.2,67.33,160.0,29.77,6.21,59.0,15.0
41.0,51.18,230.0,29.97,6.21,59.0,15.0
48.2,52.25,210.0,30.12,6.21,66.2,19.0
50.0,41.14,140.0,30.3,6.21,75.2,24.0
44.6,26.49,210.0,30.18,6.21,80.5,28.000000000000004
51.8,41.42,330.0,30.21,6.21,77.0,25.0
51.8,46.71,140.0,30.12,6.21,73.4,23.000000000000004
53.6,49.9,220.0,29.77,6.21,73.4,23.000000000000004
44.6,55.12,240.0,30.03,6.21,60.8,16.0
48.2,59.26,210.0,29.91,6.21,62.6,17.0
42.8,54.86,250.0,29.88,6.21,59.0,15.0
32.0,35.87,270.0,29.97,6.21,59.0,15.0
48.2,81.87,120.0,29.68,6.21,53.6,12.0
50.0,100.0,350.0,29.68,1.18,48.44,10.0
41.0,81.34,20.0,29.88,6.21,42.87,8.0
35.6,61.52,350.0,29.71,6.21,44.07,9.000000000000002
37.4,47.44,240.0,29.83,6.21,57.2,14.000000000000002
48.2,71.83,270.0,29.62,6.21,57.2,14.000000000000002
41.0,45.04,250.0,30.09,6.21,62.6,17.0
48.2,52.25,30.0,30.21,6.21,66.2,19.0
41.0,33.0,120.0,30.27,6.21,70.01,21.999999999999996
46.4,33.85,80.0,30.15,6.21,75.99,25.0
44.6,28.08,90.0,30.0,6.21,79.42,26.999999999999996
53.6,44.25,240.0,29.77,6.21,77.0,25.0
44.6,42.85,230.0,29.77,6.21,68.0,20.0
37.4,39.14,260.0,30.03,6.21,62.6,17.0
41.0,45.04,190.0,30.0,6.21,62.6,17.0
48.2,67.33,170.0,29.91,6.21,59.0,15.0
42.8,45.32,360.0,30.0,6.21,64.4,18.000000000000004
35.6,30.2,350.0,30.12,6.21,68.0,20.0
48.2,40.85,360.0,30.09,6.21,72.36,23.000000000000004
48.2,67.33,30.0,30.24,6.21,59.0,15.0
39.2,42.0,40.0,30.33,6.21,62.6,17.0
37.4,36.74,40.0,30.24,6.21,64.4,18.000000000000004
39.2,30.77,40.0,30.18,6.21,69.91,21.999999999999996
46.4,43.13,130.0,30.15,6.21,69.8,21.0
50.0,46.43,130.0,30.0,6.21,71.6,21.999999999999996
50.0,43.69,30.0,30.03,6.21,73.4,23.000000000000004
50.0,55.88,40.0,30.21,6.21,66.2,19.0
57.2,77.45,260.0,30.06,5.59,64.4,18.000000000000004
57.2,77.45,260.0,30.06,6.21,64.4,18.000000000000004
60.8,54.05,90.0,30.06,6.21,78.8,26.0
62.6,54.3,190.0,29.97,6.21,81.84,26.999999999999996
64.4,65.12,10.0,30.06,6.21,77.0,25.0
57.2,77.45,10.0,30.0,6.21,64.4,18.000000000000004
59.0,77.6,10.0,29.91,4.35,66.2,19.0
64.4,73.44,80.0,29.97,4.35,73.4,23.000000000000004
60.8,64.69,220.0,30.06,6.21,73.4,23.000000000000004
55.4,53.29,260.0,30.06,6.21,73.4,23.000000000000004
51.8,39.02,260.0,30.06,6.21,78.8,26.0
53.6,63.82,40.0,30.0,6.21,66.2,19.0
51.8,63.6,50.0,30.0,6.21,64.4,18.000000000000004
51.8,46.71,50.0,29.94,6.21,73.4,23.000000000000004
55.4,60.21,40.0,30.0,6.21,69.8,21.0
51.8,49.64,10.0,30.0,6.21,71.6,21.999999999999996
55.4,56.63,40.0,29.94,6.21,71.6,21.999999999999996
55.4,50.17,60.0,29.94,6.21,75.2,24.0
46.4,33.85,80.0,29.91,6.21,75.99,25.0
50.0,59.5,30.0,30.06,6.21,64.4,18.000000000000004
50.0,46.43,220.0,30.06,6.21,71.6,21.999999999999996
48.2,40.85,270.0,29.88,6.21,72.36,23.000000000000004
46.4,40.57,270.0,30.0,6.21,70.37,21.999999999999996
50.0,52.51,210.0,29.94,6.21,68.0,20.0
50.0,55.88,250.0,30.0,6.21,66.2,19.0
50.0,38.74,250.0,30.09,6.21,77.0,25.0
60.8,60.9,230.0,30.21,6.21,75.2,24.0
60.8,57.36,240.0,30.09,6.21,77.0,25.0
35.6,30.2,350.0,30.33,6.21,68.0,20.0
41.0,33.0,350.0,30.42,6.21,70.01,21.999999999999996
37.4,26.98,290.0,30.36,6.21,71.71,23.000000000000004
41.0,25.95,290.0,30.24,6.21,77.6,26.0
41.0,21.76,290.0,30.27,6.21,81.52,29.0
50.0,30.62,100.0,30.27,6.21,82.24,29.0
46.4,30.07,70.0,30.24,6.21,79.56,26.999999999999996
51.8,34.69,50.0,30.21,6.21,81.2,28.000000000000004
48.2,30.35,60.0,30.09,6.21,80.8,28.000000000000004
48.2,30.35,70.0,29.94,6.21,80.8,28.000000000000004
51.8,29.18,90.0,29.88,6.21,85.39,31.0
42.8,23.33,60.0,30.0,6.21,81.61,29.0
42.8,26.22,100.0,30.03,6.21,79.3,26.999999999999996
55.4,44.52,150.0,29.94,6.21,78.8,26.0
50.0,30.62,320.0,29.97,6.21,82.24,29.0
51.8,30.9,310.0,30.15,6.21,83.87,30.0
53.6,33.01,300.0,30.21,6.21,84.18,30.0
51.8,30.9,10.0,30.27,6.21,83.87,30.0
53.6,34.97,340.0,30.24,6.21,82.76,29.0
48.2,43.42,70.0,30.21,6.21,70.5,21.999999999999996
53.6,49.9,20.0,30.15,6.21,73.4,23.000000000000004
50.0,38.74,60.0,30.15,6.21,77.0,25.0
50.0,36.51,160.0,30.15,6.21,78.8,26.0
53.6,37.07,240.0,30.09,6.21,82.4,28.000000000000004
48.2,28.63,220.0,29.97,6.21,82.04,29.0
46.4,26.76,260.0,29.91,6.21,81.87,29.0
46.4,35.94,250.0,30.0,6.21,74.11,24.0
48.2,36.22,240.0,30.06,6.21,77.0,25.0
48.2,30.35,180.0,30.03,6.21,80.8,28.000000000000004
53.6,46.98,170.0,29.97,6.21,75.2,24.0
50.0,32.46,280.0,29.94,6.21,80.99,28.000000000000004
