dwpf,relh,drct,alti,vsby,feel,temp_c
50.0,67.54,210.0,30.03,6.21,60.8,16.0
53.0,68.75,260.0,30.03,13.0,63.5,17.5
42.8,54.86,240.0,29.91,6.21,59.0,15.0
38.66,49.52,230.0,29.91,22.0,57.38,14.100000000000001
50.0,81.99,230.0,30.15,6.21,55.4,13.0
39.2,28.96,210.0,30.24,6.21,73.4,23.000000000000004
51.62,52.1,290.0,30.24,17.0,69.98,21.11111111111111
41.0,35.09,290.0,30.3,6.21,69.8,21.0
46.4,48.83,100.0,30.27,6.21,66.2,19.0
42.26,38.94,100.0,30.27,12.0,68.18,20.100000000000005
50.0,52.51,290.0,30.15,6.21,68.0,20.0
26.6,30.69,320.0,30.42,6.21,57.2,14.000000000000002
33.8,43.9,240.0,30.18,6.21,55.4,13.0
42.62,61.23,230.0,30.18,17.0,55.76,13.199999999999998
41.0,45.04,190.0,30.12,6.21,62.6,17.0
44.6,51.72,190.0,30.18,6.21,62.6,17.0
42.0,38.64,50.0,30.18,11.0,68.0,20.0
33.8,29.92,110.0,30.06,6.21,66.2,19.0
48.38,37.8,270.0,30.06,15.0,75.92,24.444444444444443
46.4,31.9,180.0,29.91,6.21,78.8,26.0
42.44,27.75,140.0,29.91,16.0,78.44,25.799999999999997
42.8,27.81,220.0,29.91,19.0,78.8,26.0
44.42,27.73,230.0,29.91,14.0,79.51,27.1
51.8,46.71,10.0,30.09,5.59,73.4,23.000000000000004
39.2,30.77,360.0,30.21,6.21,69.91,21.999999999999996
46.4,59.01,20.0,30.24,6.21,60.8,16.0
35.6,36.45,40.0,30.27,6.21,62.6,17.0
44.6,51.72,10.0,30.06,6.21,62.6,17.0
50.54,53.24,40.0,30.06,8.0,68.18,20.100000000000005
44.6,40.29,70.0,29.77,6.21,69.8,21.0
42.8,40.0,80.0,29.8,6.21,68.0,20.0
33.8,33.93,90.0,29.85,6.21,62.6,17.0
23.54,25.01,100.0,29.85,22.0,59.36,15.200000000000001
30.2,27.55,100.0,30.15,6.21,64.4,18.000000000000004
39.2,32.72,190.0,30.06,6.21,69.8,21.0
42.8,29.51,180.0,29.94,6.21,77.0,25.0
55.4,53.29,150.0,29.83,6.21,73.4,23.000000000000004
46.4,45.88,220.0,30.0,6.21,68.0,20.0
44.42,42.3,190.0,30.0,18.0,68.18,20.100000000000005
42.26,36.61,210.0,30.0,22.0,69.98,21.11111111111111
46.4,51.66,260.0,30.0,22.0,64.58,18.099999999999998
38.3,37.12,260.0,30.0,22.0,65.12,18.400000000000002
41.0,42.28,250.0,30.09,6.21,64.4,18.000000000000004
37.4,39.14,300.0,30.12,6.21,62.6,17.0
35.6,38.85,300.0,30.3,6.21,60.8,16.0
46.4,48.83,280.0,30.18,6.21,66.2,19.0
48.2,55.63,250.0,30.15,6.21,64.4,18.000000000000004
53.6,63.82,220.0,29.94,6.21,66.2,19.0
39.0,34.77,270.0,29.94,19.0,67.82,19.899999999999995
43.34,45.69,240.0,29.94,25.0,64.76,18.200000000000003
44.6,40.29,240.0,30.12,6.21,69.8,21.0
37.4,34.51,270.0,30.0,6.21,66.2,19.0
46.4,48.83,240.0,30.06,6.21,66.2,19.0
36.14,32.23,250.0,30.06,19.0,66.74,19.299999999999997
35.6,30.2,190.0,30.21,6.21,68.0,20.0
51.8,72.2,240.0,29.68,6.21,60.8,16.0
41.0,48.0,280.0,30.09,6.21,60.8,16.0
45.5,56.31,260.0,30.09,22.0,61.16,16.2
55.0,65.2,210.0,30.09,17.0,67.1,19.444444444444443
53.6,56.38,210.0,29.8,6.21,69.8,21.0
36.32,34.99,300.0,29.8,22.0,64.58,18.099999999999998
44.6,40.29,240.0,30.42,6.21,69.8,21.0
51.8,43.97,40.0,30.5,6.21,75.2,24.0
50.0,36.51,60.0,30.36,6.21,78.8,26.0
56.48,43.65,60.0,30.36,18.0,80.69,26.999999999999996
50.54,55.27,30.0,30.36,15.0,67.1,19.444444444444443
48.2,67.33,320.0,29.71,6.21,59.0,15.0
42.8,42.57,230.0,29.62,6.21,66.2,19.0
44.6,48.55,210.0,29.68,6.21,64.4,18.000000000000004
43.88,47.54,230.0,29.68,25.0,64.22,17.9
44.6,55.12,170.0,29.94,6.21,60.8,16.0
34.34,31.34,260.0,29.94,25.0,65.48,18.600000000000005
57.2,93.74,200.0,29.77,6.21,59.0,15.0
55.4,60.21,240.0,29.83,6.21,69.8,21.0
44.6,35.66,240.0,30.06,6.21,72.12,23.000000000000004
55.4,64.04,230.0,29.97,6.21,68.0,20.0
46.4,55.37,230.0,29.85,6.21,62.6,17.0
51.8,76.98,160.0,29.77,6.21,59.0,15.0
50.0,59.5,250.0,29.56,6.21,64.4,18.000000000000004
47.3,52.44,270.0,29.56,25.0,65.12,18.400000000000002
51.8,52.77,270.0,29.85,6.21,69.8,21.0
51.8,52.77,220.0,29.83,6.21,69.8,21.0
53.6,63.82,230.0,29.77,6.21,66.2,19.0
47.48,51.17,250.0,29.77,25.0,66.02,18.88888888888889
42.26,41.18,290.0,29.77,25.0,66.56,19.200000000000003
59.54,60.01,270.0,29.77,19.0,74.3,23.5
62.78,50.94,190.0,29.77,25.0,83.78,28.200000000000003
58.82,39.42,240.0,29.77,19.0,85.74,30.200000000000003
60.8,77.75,320.0,29.91,6.21,68.0,20.0
42.26,38.46,290.0,29.91,17.0,68.54,20.300000000000004
44.6,42.85,310.0,30.27,6.21,68.0,20.0
41.72,37.67,330.0,30.27,16.0,68.54,20.300000000000004
42.8,33.29,60.0,30.09,6.21,72.0,23.000000000000004
48.0,38.2,280.0,30.09,16.0,75.2,24.0
50.0,38.74,130.0,30.0,6.21,77.0,25.0
52.16,41.47,200.0,30.0,16.0,77.36,25.200000000000003
46.4,45.6,210.0,30.0,17.0,68.18,20.100000000000005
51.8,59.74,200.0,29.62,6.21,66.2,19.0
53.6,63.82,220.0,29.65,6.21,66.2,19.0
53.6,53.03,250.0,29.88,6.21,71.6,21.999999999999996
52.88,51.02,230.0,29.88,14.0,71.96,22.22222222222222
48.0,37.75,320.0,29.88,15.0,75.56,24.200000000000003
51.44,57.85,20.0,29.88,22.0,66.74,19.299999999999997
41.0,42.28,40.0,30.09,6.21,64.4,18.000000000000004
39.2,27.26,310.0,30.03,6.21,73.7,24.0
44.6,31.62,240.0,30.0,6.21,77.0,25.0
57.2,72.74,230.0,29.44,6.21,66.2,19.0
59.54,78.13,240.0,29.44,25.0,66.56,19.200000000000003
55.0,65.2,240.0,29.44,19.0,67.1,19.444444444444443
53.6,59.97,220.0,29.62,6.21,68.0,20.0
51.8,63.6,220.0,29.8,6.21,64.4,18.000000000000004
54.0,67.14,40.0,29.8,11.0,65.12,18.400000000000002
44.6,40.29,360.0,30.03,6.21,69.8,21.0
46.4,48.83,260.0,29.88,6.21,66.2,19.0
42.8,33.29,310.0,29.8,6.21,72.0,23.000000000000004
44.78,34.83,310.0,29.8,12.0,74.3,23.5
51.8,56.13,340.0,30.0,6.21,68.0,20.0
51.8,52.77,350.0,30.15,6.21,69.8,21.0
52.0,43.21,50.0,30.15,16.0,75.92,24.444444444444443
55.4,60.21,50.0,30.21,6.21,69.8,21.0
45.86,39.51,320.0,30.21,14.0,71.78,22.1
53.6,45.59,180.0,30.21,13.0,76.1,24.444444444444443
53.6,37.07,180.0,29.88,6.21,82.4,28.000000000000004
59.0,45.07,180.0,29.91,6.21,82.46,28.000000000000004
55.4,37.35,240.0,29.94,6.21,83.09,29.0
62.0,74.12,250.0,29.94,19.0,70.7,21.5
51.8,41.42,250.0,29.85,6.21,77.0,25.0
51.8,56.13,260.0,29.59,6.21,68.0,20.0
50.0,52.51,240.0,29.62,6.21,68.0,20.0
46.4,42.09,280.0,29.62,17.0,70.52,21.399999999999995
43.88,38.24,280.0,29.62,14.0,70.52,21.399999999999995
51.8,43.97,230.0,30.12,6.21,75.2,24.0
60.0,65.78,240.0,30.12,22.0,71.96,22.22222222222222
57.2,53.55,210.0,29.83,6.21,75.2,24.0
55.58,58.77,260.0,29.83,22.0,70.7,21.5
49.82,44.2,230.0,29.83,28.0,72.86,22.700000000000003
46.4,38.18,240.0,30.03,6.21,72.23,23.000000000000004
59.0,64.48,220.0,29.94,6.21,71.6,21.999999999999996
46.4,43.13,70.0,30.03,6.21,69.8,21.0
50.72,68.49,40.0,30.03,17.0,61.16,16.2
53.6,56.38,260.0,30.09,6.21,69.8,21.0
52.16,51.54,210.0,30.09,22.0,70.88,21.599999999999998
54.14,48.5,270.0,30.09,22.0,74.84,23.8
48.2,40.85,120.0,30.09,6.21,72.36,23.000000000000004
54.14,78.18,60.0,30.09,19.0,60.98,16.11111111111111
50.0,46.43,240.0,29.91,6.21,71.6,21.999999999999996
50.0,49.37,210.0,29.8,6.21,69.8,21.0
57.2,82.5,210.0,29.62,6.21,62.6,17.0
51.8,63.6,260.0,29.91,6.21,64.4,18.000000000000004
49.46,53.42,250.0,29.91,17.0,66.92,19.444444444444443
41.0,42.28,290.0,30.06,6.21,64.4,18.000000000000004
44.78,51.42,290.0,30.06,22.0,62.96,17.22222222222222
48.2,55.63,40.0,29.97,6.21,64.4,18.000000000000004
52.0,55.47,80.0,29.97,19.0,68.54,20.300000000000004
56.84,45.54,230.0,29.97,16.0,79.7,26.5
57.2,56.88,220.0,29.77,6.21,73.4,23.000000000000004
59.0,77.6,190.0,29.71,6.21,66.2,19.0
46.4,48.83,250.0,29.85,6.21,66.2,19.0
59.54,81.11,220.0,29.85,18.0,65.48,18.600000000000005
50.0,63.38,260.0,29.88,6.21,62.6,17.0
57.56,67.55,260.0,29.88,19.0,68.72,20.4
62.0,75.03,240.0,29.88,19.0,70.34,21.3
61.52,68.41,200.0,29.88,19.0,72.5,22.5
50.0,49.37,230.0,29.65,6.21,69.8,21.0
59.18,68.15,230.0,29.65,25.0,70.16,21.2
46.4,48.83,240.0,29.85,6.21,66.2,19.0
45.5,45.74,260.0,29.85,25.0,67.1,19.444444444444443
47.84,48.44,110.0,29.85,22.0,68.0,20.0
54.0,52.44,160.0,29.85,19.0,72.32,22.399999999999995
50.0,59.5,230.0,29.68,6.21,64.4,18.000000000000004
49.46,65.77,250.0,29.68,22.0,60.98,16.11111111111111
48.2,55.63,270.0,29.94,6.21,64.4,18.000000000000004
56.84,71.36,210.0,29.94,17.0,66.38,19.099999999999998
49.0,56.82,240.0,29.94,25.0,64.76,18.200000000000003
46.4,48.83,260.0,30.12,6.21,66.2,19.0
46.4,48.83,250.0,30.12,17.0,66.2,19.0
53.6,59.97,190.0,29.94,6.21,68.0,20.0
54.86,57.6,210.0,29.94,19.0,70.52,21.399999999999995
57.2,60.44,250.0,30.18,6.21,71.6,21.999999999999996
58.64,65.23,170.0,30.18,14.0,70.88,21.599999999999998
58.28,51.5,160.0,30.18,19.0,77.54,25.300000000000004
53.6,38.17,170.0,30.18,19.0,80.86,27.5
53.6,37.07,170.0,30.18,6.21,81.46,28.000000000000004
53.6,36.64,190.0,30.18,17.0,81.7,28.200000000000003
54.0,37.56,220.0,30.18,17.0,81.51,28.000000000000004
52.16,38.85,210.0,30.18,15.0,79.34,26.3
55.4,69.88,250.0,30.18,47.0,65.48,18.600000000000005
56.12,68.23,230.0,30.18,22.0,66.92,19.444444444444443
59.0,88.0,230.0,29.8,6.21,62.6,17.0
42.8,51.45,330.0,30.09,6.21,60.8,16.0
53.6,77.14,290.0,30.12,6.21,60.8,16.0
58.0,67.2,260.0,30.12,25.0,69.44,20.799999999999997
53.6,59.97,260.0,30.03,6.21,68.0,20.0
55.22,66.87,250.0,30.03,31.0,66.56,19.200000000000003
55.4,64.04,270.0,30.12,6.21,68.0,20.0
52.7,69.15,90.0,30.12,19.0,62.96,17.22222222222222
39.38,43.66,100.0,30.12,19.0,61.7,16.5
42.26,46.1,140.0,30.12,19.0,63.32,17.4
53.0,67.89,270.0,30.12,13.0,63.86,17.700000000000003
49.46,61.72,210.0,30.12,18.0,62.78,17.1
51.8,82.12,230.0,29.74,6.21,57.2,14.000000000000002
31.46,38.93,280.0,29.74,25.0,56.12,13.399999999999999
36.68,51.53,250.0,29.74,25.0,54.14,12.3
42.8,54.86,230.0,30.24,6.21,59.0,15.0
35.6,44.19,150.0,29.91,6.21,57.2,14.000000000000002
46.22,46.72,150.0,29.91,16.0,67.28,19.6
48.38,55.65,120.0,29.91,15.0,64.58,18.099999999999998
46.22,57.5,160.0,29.91,25.0,61.34,16.3
47.0,75.06,170.0,29.91,22.0,54.68,12.600000000000001
50.36,80.96,130.0,29.91,12.0,56.12,13.399999999999999
46.4,59.01,100.0,30.21,6.21,60.8,16.0
50.0,62.98,200.0,30.21,19.0,62.78,17.1
55.58,79.3,200.0,30.21,12.0,62.06,16.666666666666668
54.0,75.71,180.0,30.21,17.0,61.7,16.5
46.4,59.01,250.0,29.83,6.21,60.8,16.0
49.46,66.2,130.0,29.83,19.0,60.8,16.0
55.4,72.56,170.0,29.29,6.21,64.4,18.000000000000004
53.6,77.14,200.0,29.38,6.21,60.8,16.0
51.8,76.98,330.0,29.8,5.59,59.0,15.0
44.6,71.45,10.0,30.21,6.21,53.6,12.0
50.0,81.99,50.0,30.12,3.73,55.4,13.0
50.36,94.18,40.0,30.12,2.0,51.98,11.11111111111111
51.8,76.98,160.0,29.97,6.21,59.0,15.0
52.34,80.58,60.0,29.97,6.0,58.28,14.600000000000001
50.0,87.56,120.0,30.0,3.73,53.6,12.0
55.4,82.37,160.0,30.3,6.21,60.8,16.0
51.0,68.08,80.0,30.3,8.0,61.52,16.400000000000002
46.22,86.2,80.0,30.3,4.0,50.18,10.100000000000001
45.14,71.98,60.0,30.3,7.0,53.96,12.222222222222221
42.8,81.47,110.0,30.0,3.11,45.04,9.000000000000002
50.54,76.87,230.0,30.0,19.0,57.74,14.300000000000002
51.0,76.42,180.0,30.0,14.0,58.46,14.700000000000001
48.74,77.21,120.0,30.0,8.0,55.76,13.199999999999998
44.42,98.64,50.0,30.0,1.0,44.78,7.1000000000000005
47.12,82.33,60.0,30.0,4.0,52.34,11.300000000000002
51.8,87.65,60.0,30.06,1.55,55.4,13.0
46.4,81.74,220.0,30.33,6.21,51.8,10.999999999999998
49.64,78.31,210.0,30.33,19.0,56.3,13.499999999999998
50.72,83.12,210.0,30.33,12.0,55.76,13.199999999999998
45.0,66.52,240.0,30.33,22.0,55.94,13.333333333333334
50.0,76.82,240.0,29.97,6.21,57.2,14.000000000000002
52.52,88.84,210.0,29.97,17.0,55.76,13.199999999999998
47.66,72.24,200.0,29.97,16.0,56.48,13.599999999999998
43.7,67.69,210.0,29.97,19.0,54.14,12.3
46.4,76.5,210.0,29.71,6.21,53.6,12.0
44.6,87.28,210.0,29.74,6.21,42.32,9.000000000000002
44.6,71.45,280.0,29.62,6.21,53.6,12.0
41.18,75.01,240.0,29.62,22.0,42.48,9.300000000000002
32.36,60.66,260.0,29.62,22.0,38.1,7.300000000000001
35.24,69.01,230.0,29.62,19.0,39.4,7.1000000000000005
30.38,47.59,280.0,29.62,19.0,42.73,9.700000000000001
48.2,76.66,230.0,29.62,6.21,55.4,13.0
33.0,58.7,250.0,29.62,22.0,39.42,8.1
32.0,65.38,270.0,30.0,6.21,36.94,5.999999999999998
42.8,81.47,190.0,29.71,6.21,42.94,9.000000000000002
46.4,87.37,200.0,29.18,3.73,43.44,10.0
51.26,91.15,220.0,29.18,19.0,53.78,12.100000000000001
35.6,75.5,210.0,29.32,6.21,36.94,5.999999999999998
37.4,70.68,250.0,29.53,6.21,39.72,8.0
37.4,86.89,60.0,28.97,6.21,35.2,5.0
37.4,81.07,290.0,29.8,6.21,36.51,5.999999999999998
33.8,70.28,300.0,30.0,6.21,36.11,5.999999999999998
41.36,87.71,270.0,30.0,18.0,39.4,7.1000000000000005
37.4,70.68,300.0,30.0,6.21,41.03,8.0
51.8,87.65,280.0,30.06,6.21,55.4,13.0
47.3,76.58,260.0,30.06,16.0,54.5,12.5
46.4,76.5,220.0,30.0,6.21,53.6,12.0
42.8,81.47,230.0,30.33,6.21,43.66,9.000000000000002
44.6,71.45,250.0,30.36,6.21,53.6,12.0
50.0,81.99,230.0,30.5,6.21,55.4,13.0
41.0,66.48,250.0,30.56,6.21,51.8,10.999999999999998
46.4,81.74,230.0,30.12,6.21,51.8,10.999999999999998
40.64,69.62,250.0,30.12,17.0,50.18,10.100000000000001
48.2,87.47,260.0,29.83,6.21,51.8,10.999999999999998
50.0,81.99,270.0,29.83,6.21,55.4,13.0
50.0,81.99,250.0,29.77,6.21,55.4,13.0
33.8,61.28,250.0,29.8,6.21,39.19,8.0
48.2,81.87,220.0,29.5,6.21,53.6,12.0
42.8,76.18,270.0,29.68,6.21,42.18,10.0
44.6,71.45,270.0,29.47,6.21,53.6,12.0
37.4,66.05,280.0,30.3,6.21,43.28,9.000000000000002
35.6,53.81,300.0,30.21,6.21,51.8,10.999999999999998
37.4,61.76,300.0,30.33,6.21,47.21,10.0
44.6,71.45,250.0,30.39,6.21,53.6,12.0
46.4,81.74,260.0,30.5,6.21,51.8,10.999999999999998
44.6,76.34,260.0,30.5,6.21,51.8,10.999999999999998
46.4,71.64,270.0,30.27,6.21,55.4,13.0
33.8,65.61,20.0,30.5,6.21,42.13,7.000000000000001
32.0,65.38,100.0,30.39,5.59,39.22,5.999999999999998
30.2,56.74,120.0,30.24,6.21,38.77,7.000000000000001
26.6,48.96,90.0,30.27,6.21,39.63,7.000000000000001
32.0,70.08,210.0,30.36,5.59,37.93,5.0
50.0,87.56,250.0,30.21,6.21,53.6,12.0
50.0,87.56,240.0,30.0,5.59,53.6,12.0
41.0,71.07,280.0,30.09,6.21,43.88,10.0
44.6,66.91,280.0,29.83,6.21,55.4,13.0
39.2,58.02,280.0,29.88,6.21,53.6,12.0
37.4,70.68,280.0,30.09,6.21,41.03,8.0
48.2,87.47,270.0,30.06,3.73,51.8,10.999999999999998
48.2,93.5,280.0,30.06,3.11,47.77,10.0
44.6,81.61,190.0,29.71,6.21,45.21,10.0
35.6,61.52,260.0,30.12,6.21,43.28,9.000000000000002
35.6,75.5,20.0,30.39,6.21,39.22,5.999999999999998
35.6,80.93,360.0,30.42,6.21,37.93,5.0
30.2,69.88,50.0,30.3,6.21,34.95,4.000000000000002
30.2,80.51,50.0,30.3,2.8,32.8,2.000000000000001
19.4,44.55,60.0,30.5,6.21,31.57,4.000000000000002
10.4,34.65,70.0,30.56,6.21,27.02,2.000000000000001
19.4,51.33,330.0,30.68,6.21,30.67,2.000000000000001
26.6,69.46,180.0,30.59,6.21,28.55,2.000000000000001
32.0,86.59,10.0,30.36,6.21,31.62,2.000000000000001
37.4,86.89,320.0,30.5,1.99,37.93,5.0
24.8,55.95,70.0,30.71,6.21,34.95,4.000000000000002
26.6,74.63,30.0,30.71,6.21,26.97,0.9999999999999984
24.8,69.25,30.0,30.68,6.21,33.8,0.9999999999999984
24.8,64.46,130.0,30.65,6.21,29.17,2.000000000000001
24.8,64.46,310.0,30.59,4.97,31.62,2.000000000000001
35.6,80.93,340.0,30.53,3.11,36.37,5.0
37.4,75.68,290.0,30.3,5.59,38.77,7.000000000000001
35.6,61.52,310.0,30.24,6.21,43.66,9.000000000000002
37.4,57.77,320.0,30.3,6.21,51.8,10.999999999999998
37.4,57.77,280.0,30.36,6.21,51.8,10.999999999999998
44.6,71.45,270.0,30.24,6.21,53.6,12.0
39.2,61.99,240.0,29.85,6.21,51.8,10.999999999999998
28.4,52.72,300.0,30.3,6.21,39.18,7.000000000000001
26.6,42.73,220.0,30.45,6.21,43.28,9.000000000000002
37.4,54.07,250.0,30.36,6.21,53.6,12.0
48.2,87.47,250.0,30.09,6.21,51.8,10.999999999999998
51.8,67.75,280.0,30.24,6.21,62.6,17.0
46.4,67.12,270.0,30.33,6.21,57.2,14.000000000000002
37.4,54.07,290.0,30.3,6.21,53.6,12.0
41.0,58.27,250.0,30.36,6.21,55.4,13.0
44.6,76.34,270.0,30.24,6.21,51.8,10.999999999999998
48.2,76.66,290.0,30.27,4.97,55.4,13.0
46.4,71.64,220.0,30.24,6.21,55.4,13.0
44.6,62.69,240.0,30.3,3.73,57.2,14.000000000000002
44.6,76.34,100.0,30.3,2.8,51.8,10.999999999999998
30.2,33.35,250.0,30.03,6.21,59.0,15.0
44.6,87.28,180.0,29.94,6.21,42.94,9.000000000000002
30.2,46.31,330.0,30.15,6.21,44.36,10.0
35.6,65.83,80.0,30.3,6.21,44.24,8.0
48.2,81.87,250.0,29.85,6.21,53.6,12.0
37.4,57.77,280.0,30.47,6.21,51.8,10.999999999999998
41.0,66.48,240.0,30.53,6.21,51.8,10.999999999999998
48.2,67.33,270.0,30.59,6.21,59.0,15.0
46.4,59.01,270.0,30.59,6.21,60.8,16.0
44.6,62.69,270.0,30.53,5.59,57.2,14.000000000000002
41.0,71.07,10.0,30.53,4.35,47.77,10.0
39.2,54.34,10.0,30.39,5.59,55.4,13.0
46.4,59.01,210.0,30.18,3.73,60.8,16.0
39.2,66.27,240.0,30.03,6.21,45.9,10.0
46.4,81.74,220.0,29.88,6.21,51.8,10.999999999999998
39.2,66.27,330.0,30.03,6.21,47.21,10.0
32.0,40.84,250.0,30.5,6.21,55.4,13.0
41.0,54.6,270.0,30.56,6.21,57.2,14.000000000000002
39.2,44.76,270.0,30.53,6.21,60.8,16.0
37.4,39.14,80.0,30.36,6.21,62.6,17.0
41.0,35.09,200.0,30.3,6.21,69.8,21.0
42.8,42.57,80.0,30.39,4.97,66.2,19.0
39.2,47.72,50.0,30.53,6.21,59.0,15.0
33.8,31.85,90.0,30.59,6.21,64.4,18.000000000000004
33.8,29.92,110.0,30.59,6.21,66.2,19.0
28.4,21.24,110.0,30.45,6.21,69.8,21.0
39.2,37.03,330.0,30.36,6.21,66.2,19.0
46.4,55.37,270.0,30.21,4.35,62.6,17.0
41.0,66.48,40.0,30.12,6.21,51.8,10.999999999999998
28.4,35.28,40.0,30.09,6.21,55.4,13.0
33.8,38.56,290.0,29.83,6.21,59.0,15.0
39.2,50.91,290.0,29.62,6.21,57.2,14.000000000000002
32.0,49.81,290.0,29.74,6.21,48.44,10.0
35.6,61.52,70.0,30.09,6.21,43.66,9.000000000000002
35.6,47.16,340.0,29.94,6.21,55.4,13.0
39.2,61.99,20.0,29.91,6.21,51.8,10.999999999999998
46.4,67.12,250.0,29.83,6.21,57.2,14.000000000000002
46.4,81.74,220.0,29.44,6.21,51.8,10.999999999999998
33.8,41.13,230.0,29.23,6.21,57.2,14.000000000000002
33.8,41.13,300.0,29.44,6.21,57.2,14.000000000000002
37.4,50.64,310.0,29.62,6.21,55.4,13.0
35.6,47.16,310.0,29.65,6.21,55.4,13.0
32.0,43.61,20.0,29.77,6.21,53.6,12.0
24.8,37.08,20.0,30.15,6.21,45.9,10.0
23.0,30.11,20.0,30.27,6.21,53.6,12.0
33.8,41.13,250.0,29.47,6.21,57.2,14.000000000000002
42.8,71.26,160.0,28.85,6.21,51.8,10.999999999999998
44.6,71.45,270.0,29.09,6.21,53.6,12.0
41.0,62.23,240.0,29.32,6.21,53.6,12.0
35.6,47.16,270.0,29.44,6.21,55.4,13.0
35.6,41.42,250.0,29.59,6.21,59.0,15.0
39.2,66.27,120.0,29.38,6.21,44.12,10.0
33.8,41.13,270.0,29.5,6.21,57.2,14.000000000000002
48.2,81.87,170.0,29.03,6.21,53.6,12.0
44.6,62.69,220.0,29.41,6.21,57.2,14.000000000000002
44.6,58.77,210.0,29.88,6.21,59.0,15.0
46.4,87.37,40.0,29.97,5.59,48.44,10.0
48.2,71.83,120.0,29.56,6.21,57.2,14.000000000000002
41.0,39.72,130.0,29.91,6.21,66.2,19.0
53.6,72.38,200.0,30.0,6.21,62.6,17.0
46.4,62.92,360.0,30.0,6.21,59.0,15.0
44.6,87.28,360.0,29.97,6.21,46.34,9.000000000000002
41.0,71.07,30.0,29.71,6.21,47.21,10.0
32.0,49.81,50.0,29.83,6.21,47.21,10.0
33.8,57.26,70.0,29.94,6.21,45.63,9.000000000000002
48.2,71.83,190.0,29.88,6.21,57.2,14.000000000000002
46.4,51.98,220.0,29.71,6.21,64.4,18.000000000000004
55.4,87.83,220.0,29.77,6.21,59.0,15.0
55.4,77.29,220.0,29.8,6.21,62.6,17.0
41.0,48.0,290.0,30.24,6.21,60.8,16.0
32.0,35.87,350.0,30.65,6.21,59.0,15.0
35.6,36.45,220.0,30.39,6.21,62.6,17.0
48.2,81.87,230.0,29.94,6.21,53.6,12.0
37.4,54.07,310.0,29.97,6.21,53.6,12.0
33.8,41.13,290.0,30.27,6.21,57.2,14.000000000000002
37.4,44.47,110.0,29.94,6.21,59.0,15.0
46.4,59.01,60.0,29.62,6.21,60.8,16.0
48.2,59.26,60.0,29.83,6.21,62.6,17.0
46.4,76.5,10.0,29.83,6.21,53.6,12.0
51.8,67.75,350.0,29.8,6.21,62.6,17.0
57.2,50.43,350.0,29.97,6.21,77.0,25.0
59.0,50.69,340.0,30.18,6.21,78.8,26.0
60.8,54.05,70.0,30.3,6.21,78.8,26.0
51.8,41.42,70.0,30.21,6.21,77.0,25.0
42.8,29.51,90.0,30.12,6.21,75.79,25.0
46.4,30.07,90.0,30.06,6.21,79.56,26.999999999999996
53.6,41.69,300.0,30.03,6.21,78.8,26.0
57.2,53.55,340.0,30.03,6.21,75.2,24.0
50.0,36.51,250.0,30.03,6.21,78.8,26.0
55.4,64.04,270.0,30.09,6.21,68.0,20.0
53.6,56.38,290.0,30.09,6.21,69.8,21.0
51.8,59.74,90.0,29.88,6.21,66.2,19.0
51.8,87.65,90.0,29.77,6.21,55.4,13.0
41.0,54.6,10.0,30.03,6.21,57.2,14.000000000000002
44.6,58.77,170.0,29.97,6.21,59.0,15.0
51.8,63.6,220.0,29.59,6.21,64.4,18.000000000000004
55.4,77.29,160.0,29.47,6.21,62.6,17.0
50.0,67.54,230.0,29.44,6.21,60.8,16.0
39.2,37.03,270.0,29.85,6.21,66.2,19.0
50.0,63.38,270.0,29.8,6.21,62.6,17.0
51.8,87.65,20.0,29.56,3.73,55.4,13.0
46.4,67.12,360.0,29.83,6.21,57.2,14.000000000000002
39.2,39.43,130.0,30.03,6.21,64.4,18.000000000000004
46.4,51.98,110.0,30.03,6.21,64.4,18.000000000000004
46.4,48.83,220.0,29.74,6.21,66.2,19.0
44.6,48.55,220.0,29.77,6.21,64.4,18.000000000000004
46.4,45.88,210.0,30.03,6.21,68.0,20.0
42.8,42.57,220.0,30.06,6.21,66.2,19.0
46.4,45.88,220.0,30.09,6.21,68.0,20.0
46.4,38.18,100.0,30.0,6.21,72.23,23.000000000000004
60.8,77.75,180.0,29.68,6.21,68.0,20.0
48.2,55.63,250.0,29.88,6.21,64.4,18.000000000000004
44.6,42.85,240.0,30.12,6.21,68.0,20.0
50.0,52.51,280.0,29.85,6.21,68.0,20.0
50.0,46.43,300.0,30.06,6.21,71.6,21.999999999999996
53.6,53.03,210.0,30.12,6.21,71.6,21.999999999999996
60.8,64.69,240.0,30.06,6.21,73.4,23.000000000000004
68.0,65.54,190.0,29.59,6.21,83.29,26.999999999999996
50.0,49.37,240.0,29.65,6.21,69.8,21.0
48.2,46.16,220.0,29.77,6.21,69.8,21.0
46.4,48.83,250.0,30.0,6.21,66.2,19.0
51.8,63.6,200.0,29.97,6.21,64.4,18.000000000000004
59.0,77.6,200.0,29.94,6.21,66.2,19.0
60.8,68.75,200.0,29.77,6.21,71.6,21.999999999999996
55.4,53.29,220.0,29.8,6.21,73.4,23.000000000000004
57.2,77.45,200.0,29.71,6.21,64.4,18.000000000000004
57.2,77.45,150.0,29.74,6.21,64.4,18.000000000000004
55.4,56.63,300.0,29.74,6.21,71.6,21.999999999999996
53.6,63.82,240.0,29.88,6.21,66.2,19.0
57.2,77.45,270.0,29.8,6.21,64.4,18.000000000000004
46.4,45.88,280.0,29.83,6.21,68.0,20.0
