dwpf,relh,drct,sknt,alti,vsby,feel,temp_c
30.2,15.03,230.0,8.0,29.94,6.21,79.97,28.000000000000004
28.4,18.8,100.0,5.0,30.09,6.21,71.32,23.000000000000004
33.8,18.42,180.0,4.0,30.12,6.21,78.88,26.999999999999996
32.0,24.59,20.0,6.0,30.09,6.21,69.8,21.0
42.8,31.34,80.0,2.0,29.94,6.21,73.89,24.0
15.8,15.04,310.0,5.0,30.06,6.21,64.4,18.000000000000004
24.8,19.47,170.0,8.0,29.97,3.11,68.0,20.0
30.2,19.05,330.0,10.0,30.06,3.11,73.32,24.0
35.6,30.2,110.0,4.0,30.12,6.21,68.0,20.0
35.6,25.13,150.0,4.0,30.09,6.21,71.62,23.000000000000004
35.6,21.0,240.0,14.0,30.0,2.49,77.37,26.0
41.0,35.09,350.0,10.0,30.06,3.73,69.8,21.0
35.6,38.85,140.0,6.0,30.03,3.73,60.8,16.0
41.0,27.53,270.0,5.0,30.0,5.59,75.69,25.0
28.4,29.06,20.0,5.0,30.18,6.21,60.8,16.0
21.2,20.2,340.0,4.0,30.21,6.21,62.6,17.0
15.8,14.13,0.0,0.0,30.21,6.21,66.2,19.0
23.0,15.03,170.0,3.0,30.06,6.21,71.15,23.000000000000004
37.4,21.25,240.0,5.0,29.94,4.35,79.02,26.999999999999996
50.0,36.51,280.0,5.0,29.88,3.73,78.8,26.0
26.6,23.77,50.0,5.0,30.12,6.21,64.4,18.000000000000004
26.6,25.32,90.0,3.0,30.15,6.21,62.6,17.0
37.4,21.25,180.0,3.0,29.97,3.11,79.02,26.999999999999996
23.0,20.46,360.0,3.0,30.0,5.59,64.4,18.000000000000004
26.6,28.77,340.0,13.0,30.18,6.21,59.0,15.0
1.4,11.58,340.0,12.0,30.36,4.97,53.6,12.0
-0.4,8.75,0.0,0.0,30.27,6.21,59.0,15.0
1.4,8.38,150.0,4.0,30.15,6.21,62.6,17.0
8.6,14.12,50.0,3.0,30.18,6.21,57.2,14.000000000000002
32.0,31.56,70.0,5.0,30.21,6.21,62.6,17.0
15.8,13.27,140.0,7.0,30.15,6.21,68.0,20.0
15.8,10.4,160.0,7.0,30.0,3.73,72.91,24.0
37.4,25.4,10.0,6.0,29.97,6.21,73.61,24.0
37.4,28.68,140.0,9.0,29.94,6.21,69.81,21.999999999999996
48.2,32.18,160.0,10.0,29.83,4.97,80.6,26.999999999999996
60.8,73.09,320.0,10.0,29.88,4.35,69.8,21.0
48.2,63.15,100.0,8.0,30.12,6.21,60.8,16.0
59.0,72.92,190.0,7.0,29.97,2.49,68.0,20.0
59.0,93.79,180.0,7.0,29.97,1.24,60.8,16.0
37.4,34.51,290.0,14.0,29.94,6.21,66.2,19.0
24.8,28.48,340.0,10.0,30.33,6.21,57.2,14.000000000000002
17.6,20.99,10.0,4.0,30.33,6.21,57.2,14.000000000000002
37.4,57.77,120.0,3.0,30.24,4.35,51.8,10.999999999999998
41.0,39.72,160.0,5.0,30.0,4.97,66.2,19.0
42.8,37.61,160.0,8.0,30.0,6.21,69.8,21.0
41.0,27.53,260.0,9.0,29.94,6.21,75.69,25.0
41.0,42.28,30.0,11.0,30.15,6.21,64.4,18.000000000000004
23.0,20.46,30.0,10.0,30.21,6.21,64.4,18.000000000000004
21.2,14.8,340.0,4.0,30.09,5.59,69.16,21.999999999999996
19.4,13.71,360.0,4.0,30.12,6.21,69.1,21.999999999999996
21.2,13.93,160.0,3.0,30.15,6.21,71.09,23.000000000000004
28.4,17.7,140.0,7.0,30.0,6.21,73.25,24.0
35.6,23.66,180.0,10.0,29.94,4.35,73.53,24.0
41.0,25.95,130.0,7.0,29.94,4.97,77.6,26.0
42.8,27.81,120.0,11.0,29.91,6.21,77.69,26.0
44.6,29.79,180.0,6.0,29.91,6.21,77.78,26.0
39.2,28.96,30.0,7.0,29.97,6.21,71.8,23.000000000000004
37.4,22.54,150.0,7.0,29.88,6.21,77.44,26.0
26.6,10.91,250.0,12.0,29.83,5.59,83.69,31.0
28.4,15.71,80.0,7.0,30.03,6.21,77.12,26.0
26.6,14.59,170.0,11.0,29.97,6.21,77.07,26.0
21.2,12.35,160.0,10.0,29.94,1.86,74.98,25.0
26.6,10.3,190.0,5.0,29.97,6.21,85.02,32.0
48.2,32.18,230.0,10.0,30.0,4.97,80.6,26.999999999999996
37.4,25.4,110.0,10.0,30.0,0.93,73.61,24.0
32.0,19.3,130.0,9.0,29.91,4.97,75.31,25.0
35.6,19.79,140.0,8.0,29.85,4.97,78.94,26.999999999999996
41.0,31.05,90.0,10.0,30.0,3.73,71.9,23.000000000000004
41.0,23.07,150.0,10.0,29.94,3.73,80.29,28.000000000000004
51.8,30.9,160.0,6.0,29.68,2.49,83.87,30.0
37.4,25.4,350.0,14.0,29.91,3.11,73.61,24.0
37.4,22.54,130.0,4.0,30.03,6.21,77.44,26.0
33.8,18.42,170.0,15.0,29.91,2.49,78.88,26.999999999999996
41.0,21.76,160.0,4.0,29.83,3.11,81.52,29.0
35.6,15.7,230.0,9.0,29.77,3.11,84.12,31.0
55.4,41.97,330.0,9.0,29.8,1.86,80.53,26.999999999999996
39.2,24.19,60.0,8.0,30.03,6.21,77.52,26.0
35.6,21.0,100.0,9.0,30.09,6.21,77.37,26.0
51.8,34.69,170.0,8.0,29.97,6.21,81.2,28.000000000000004
44.6,21.04,250.0,10.0,29.94,6.21,86.07,32.0
53.6,27.83,140.0,8.0,29.94,6.21,89.08,33.0
48.2,24.11,180.0,9.0,29.94,6.21,86.44,32.0
46.4,20.13,10.0,3.0,29.91,6.21,89.55,34.0
51.8,22.04,330.0,8.0,29.88,6.21,94.12,36.0
37.4,18.91,20.0,13.0,30.0,4.35,81.38,29.0
33.8,18.42,10.0,12.0,30.12,6.21,78.88,26.999999999999996
23.0,11.16,360.0,3.0,30.09,6.21,79.67,28.000000000000004
28.4,11.09,170.0,8.0,29.94,6.21,85.17,32.0
33.8,11.04,240.0,10.0,29.88,6.21,91.44,36.0
32.0,9.72,220.0,13.0,29.94,4.97,92.69,37.0
35.6,11.23,170.0,8.0,29.97,5.59,93.23,37.0
26.6,7.0,170.0,6.0,29.91,6.21,95.09,39.0
28.4,7.95,180.0,10.0,29.94,6.21,93.77,38.0
30.2,8.56,170.0,11.0,29.94,6.21,93.98,38.0
30.2,8.56,150.0,9.0,29.97,6.21,93.98,38.0
23.0,6.02,290.0,3.0,29.88,6.21,94.75,39.0
23.0,5.71,190.0,8.0,29.8,6.21,96.25,40.0
42.8,20.79,70.0,7.0,29.94,1.86,84.4,31.0
41.0,17.32,110.0,8.0,29.94,5.59,87.4,33.0
42.8,17.55,130.0,10.0,29.94,6.21,89.17,34.0
42.8,17.55,340.0,5.0,30.06,4.97,89.17,34.0
28.4,11.09,350.0,13.0,30.03,6.21,85.17,32.0
17.6,6.3,360.0,12.0,30.03,6.21,87.08,34.0
21.2,6.95,340.0,9.0,29.94,6.21,88.62,35.0
15.8,4.93,20.0,3.0,29.91,6.21,91.27,37.0
17.6,4.79,150.0,3.0,29.83,6.21,94.35,39.0
23.0,5.71,350.0,6.0,29.83,3.11,96.25,40.0
30.2,9.04,170.0,6.0,29.91,5.59,92.46,37.0
33.8,10.45,150.0,6.0,29.88,4.35,92.94,37.0
30.2,8.11,200.0,7.0,29.88,4.97,95.5,39.0
35.6,11.86,170.0,6.0,29.94,1.86,91.72,36.0
39.2,15.27,130.0,2.0,30.0,2.49,88.92,34.0
37.4,12.05,270.0,6.0,29.91,6.21,93.54,37.0
37.4,11.41,180.0,7.0,29.91,5.59,95.08,38.0
35.6,9.54,220.0,8.0,29.85,4.35,97.85,40.0
35.6,9.54,200.0,12.0,29.85,4.97,97.85,40.0
37.4,9.72,210.0,6.0,29.8,6.21,99.76,41.0
41.0,11.79,160.0,11.0,29.83,6.21,98.97,40.0
51.8,20.87,180.0,10.0,29.85,3.73,96.0,37.0
42.8,14.08,150.0,4.0,29.91,4.97,96.04,38.0
42.8,13.34,310.0,3.0,29.88,4.97,97.76,39.0
39.2,11.6,230.0,3.0,29.91,2.49,96.99,39.0
42.8,13.34,340.0,8.0,29.8,4.97,97.76,39.0
41.0,12.44,280.0,5.0,29.77,6.21,97.39,39.0
39.2,11.0,340.0,8.0,29.83,4.97,98.56,40.0
41.0,11.79,330.0,3.0,29.91,6.21,98.97,40.0
32.0,7.84,320.0,7.0,29.88,4.97,98.82,41.0
26.6,5.96,320.0,3.0,29.83,6.21,99.63,42.0
28.4,7.14,330.0,3.0,29.85,6.21,96.81,40.0
30.2,7.68,210.0,4.0,29.85,4.35,97.03,40.0
32.0,7.84,230.0,8.0,29.88,5.59,98.82,41.0
37.4,8.74,340.0,11.0,29.8,5.59,102.93,43.0
41.0,12.44,40.0,4.0,29.8,1.55,97.39,39.0
37.4,12.73,60.0,9.0,29.85,2.49,92.04,36.0
37.4,10.81,210.0,8.0,29.85,3.73,96.63,39.0
39.2,10.43,10.0,7.0,29.85,1.24,100.14,41.0
33.8,9.9,60.0,7.0,29.91,1.86,94.47,38.0
35.6,9.05,230.0,3.0,29.85,4.35,99.42,41.0
37.4,7.88,340.0,6.0,29.77,5.59,106.28,45.0
30.2,7.29,20.0,10.0,29.83,4.97,98.56,41.0
30.2,6.56,360.0,9.0,29.83,6.21,101.66,43.0
32.0,6.69,350.0,10.0,29.88,6.21,103.57,44.0
28.4,6.77,10.0,15.0,29.91,3.11,98.33,41.0
32.0,7.84,360.0,11.0,29.88,6.21,98.82,41.0
30.2,7.68,140.0,6.0,29.74,3.73,97.03,40.0
32.0,9.72,80.0,6.0,29.83,4.97,92.69,37.0
28.4,7.14,340.0,6.0,29.85,4.97,96.81,40.0
24.8,6.15,340.0,9.0,29.85,6.21,96.42,40.0
24.8,5.53,330.0,10.0,29.8,6.21,99.43,42.0
15.8,3.58,60.0,3.0,29.77,6.21,100.15,43.0
24.8,5.25,350.0,8.0,29.8,6.21,100.96,43.0
26.6,6.29,30.0,10.0,29.83,6.21,98.12,41.0
23.0,4.87,40.0,10.0,29.77,6.21,100.77,43.0
24.8,4.98,30.0,6.0,29.74,6.21,102.58,44.0
26.6,5.37,130.0,5.0,29.74,6.21,102.8,44.0
26.6,5.1,160.0,3.0,29.77,6.21,104.49,45.0
17.6,3.15,330.0,8.0,29.68,6.21,105.77,47.0
24.8,4.73,30.0,11.0,29.71,6.21,104.27,45.0
32.0,7.05,80.0,14.0,29.77,6.21,101.93,43.0
19.4,3.97,110.0,9.0,29.74,6.21,102.04,44.0
23.0,4.17,300.0,6.0,29.68,6.21,105.25,46.0
28.4,5.49,350.0,8.0,29.71,6.21,104.73,45.0
33.8,7.19,350.0,8.0,29.71,6.21,103.88,44.0
33.8,7.99,350.0,17.0,29.74,3.73,100.66,42.0
32.0,7.84,20.0,14.0,29.77,6.21,98.82,41.0
35.6,9.05,350.0,10.0,29.8,6.21,99.42,41.0
32.0,7.84,350.0,10.0,29.74,6.21,98.82,41.0
32.0,7.84,340.0,13.0,29.74,6.21,98.82,41.0
19.4,4.64,30.0,12.0,29.74,6.21,97.44,41.0
17.6,3.87,330.0,10.0,29.74,6.21,100.28,43.0
19.4,3.97,320.0,14.0,29.68,6.21,102.04,44.0
30.2,5.91,10.0,21.0,29.62,1.24,104.98,45.0
26.6,5.37,20.0,12.0,29.62,4.97,102.8,44.0
24.8,4.73,350.0,5.0,29.62,6.21,104.27,45.0
23.0,4.17,270.0,8.0,29.59,5.59,105.25,46.0
23.0,4.17,350.0,6.0,29.59,6.21,105.25,46.0
24.8,4.73,310.0,12.0,29.65,6.21,104.27,45.0
21.2,3.86,330.0,14.0,29.62,6.21,105.05,46.0
19.4,3.58,310.0,17.0,29.59,5.59,104.86,46.0
19.4,3.58,340.0,11.0,29.53,6.21,104.86,46.0
24.8,4.98,300.0,13.0,29.59,4.97,102.58,44.0
32.0,7.05,240.0,10.0,29.62,4.97,101.93,43.0
30.2,6.22,200.0,8.0,29.68,6.21,103.29,44.0
35.6,7.34,340.0,13.0,29.74,6.21,105.91,45.0
30.2,5.91,30.0,11.0,29.65,2.49,104.98,45.0
44.6,10.96,220.0,6.0,29.65,3.73,106.44,44.0
37.4,8.3,270.0,12.0,29.59,4.35,104.58,44.0
24.8,4.49,330.0,8.0,29.59,4.97,105.48,46.0
39.2,8.9,30.0,6.0,29.62,6.21,104.98,44.0
28.4,5.78,80.0,11.0,29.68,6.21,103.03,44.0
26.6,5.1,330.0,11.0,29.68,4.97,104.49,45.0
28.4,5.78,40.0,8.0,29.59,6.21,103.03,44.0
39.2,8.9,60.0,8.0,29.53,4.97,104.98,44.0
28.4,6.09,10.0,11.0,29.59,6.21,101.4,43.0
28.4,5.78,30.0,7.0,29.62,6.21,103.03,44.0
28.4,5.21,320.0,6.0,29.56,6.21,105.98,46.0
24.8,4.73,70.0,4.0,29.56,6.21,104.27,45.0
30.2,6.22,60.0,11.0,29.62,6.21,103.29,44.0
35.6,7.34,10.0,9.0,29.65,6.21,105.91,45.0
35.6,6.97,360.0,12.0,29.65,4.97,107.28,46.0
24.8,5.25,10.0,17.0,29.71,4.35,100.96,43.0
28.4,5.78,60.0,14.0,29.71,6.21,103.03,44.0
33.8,7.19,30.0,12.0,29.71,6.21,103.88,44.0
30.2,6.22,80.0,9.0,29.77,6.21,103.29,44.0
33.8,6.49,20.0,11.0,29.71,6.21,106.91,46.0
26.6,4.84,0.0,0.0,29.65,6.21,105.72,46.0
42.8,10.78,70.0,17.0,29.65,3.73,104.25,43.0
33.8,6.83,350.0,10.0,29.68,6.21,105.58,45.0
24.8,4.73,360.0,20.0,29.59,3.73,104.27,45.0
19.4,3.97,100.0,12.0,29.65,6.21,102.04,44.0
28.4,5.78,30.0,8.0,29.65,6.21,103.03,44.0
30.2,5.91,330.0,3.0,29.68,6.21,104.98,45.0
26.6,5.1,20.0,7.0,29.68,6.21,104.49,45.0
26.6,4.84,10.0,7.0,29.59,6.21,105.72,46.0
28.4,5.78,70.0,6.0,29.59,6.21,103.03,44.0
41.0,10.06,120.0,6.0,29.68,6.21,103.77,43.0
33.8,6.83,320.0,3.0,29.65,6.21,105.58,45.0
33.8,6.83,250.0,4.0,29.68,6.21,105.58,45.0
37.4,7.88,140.0,3.0,29.68,6.21,106.28,45.0
32.0,6.69,110.0,7.0,29.68,6.21,103.57,44.0
37.4,8.3,30.0,5.0,29.71,6.21,104.58,44.0
33.8,7.19,20.0,15.0,29.71,5.59,103.88,44.0
39.2,8.9,60.0,9.0,29.71,6.21,104.98,44.0
26.6,5.66,10.0,16.0,29.74,3.11,101.17,43.0
24.8,4.98,350.0,9.0,29.65,6.21,102.58,44.0
24.8,4.98,10.0,13.0,29.62,4.97,102.58,44.0
39.2,9.89,80.0,6.0,29.68,3.11,101.73,42.0
42.8,10.24,320.0,5.0,29.71,6.21,105.91,44.0
41.0,10.06,360.0,7.0,29.74,6.21,103.77,43.0
30.2,6.56,330.0,7.0,29.65,6.21,101.66,43.0
28.4,6.09,10.0,7.0,29.65,6.21,101.4,43.0
23.0,4.62,350.0,13.0,29.65,6.21,102.38,44.0
33.8,7.99,50.0,11.0,29.65,6.21,100.66,42.0
33.8,7.99,210.0,3.0,29.68,6.21,100.66,42.0
26.6,5.96,320.0,10.0,29.71,6.21,99.63,42.0
26.6,6.29,200.0,4.0,29.71,6.21,98.12,41.0
21.2,4.76,190.0,5.0,29.71,6.21,99.08,42.0
17.6,3.87,310.0,5.0,29.71,6.21,100.28,43.0
37.4,8.74,340.0,7.0,29.77,6.21,102.93,43.0
26.6,5.96,30.0,12.0,29.8,6.21,99.63,42.0
23.0,5.13,320.0,12.0,29.77,5.59,99.25,42.0
33.8,8.88,100.0,10.0,29.77,4.97,97.55,40.0
24.8,5.83,110.0,4.0,29.85,6.21,97.92,41.0
37.4,10.25,90.0,6.0,29.83,4.97,98.19,40.0
24.8,5.83,350.0,8.0,29.85,6.21,97.92,41.0
21.2,5.01,50.0,5.0,29.83,6.21,97.58,41.0
42.8,12.64,350.0,3.0,29.91,5.59,99.42,40.0
32.0,7.84,60.0,5.0,29.88,6.21,98.82,41.0
23.0,5.13,340.0,8.0,29.83,6.21,99.25,42.0
17.6,3.87,340.0,6.0,29.83,6.21,100.28,43.0
33.8,8.88,170.0,7.0,29.83,6.21,97.55,40.0
24.8,5.83,220.0,9.0,29.83,6.21,97.92,41.0
28.4,6.77,210.0,10.0,29.83,6.21,98.33,41.0
26.6,5.66,240.0,3.0,29.83,6.21,101.17,43.0
30.2,6.91,350.0,10.0,29.83,6.21,100.1,42.0
19.4,4.9,60.0,9.0,29.77,6.21,95.96,40.0
30.2,8.11,10.0,11.0,29.8,6.21,95.5,39.0
41.0,12.44,10.0,10.0,29.88,4.35,97.39,39.0
35.6,11.23,70.0,6.0,29.91,4.97,93.23,37.0
28.4,7.95,180.0,8.0,29.83,4.97,93.77,38.0
26.6,7.8,110.0,4.0,29.91,6.21,92.07,37.0
23.0,6.02,340.0,5.0,29.97,6.21,94.75,39.0
26.6,7.0,340.0,5.0,29.97,6.21,95.09,39.0
21.2,5.89,350.0,5.0,29.91,6.21,93.11,38.0
24.8,6.49,20.0,4.0,29.91,6.21,94.91,39.0
30.2,8.11,20.0,4.0,30.0,6.21,95.5,39.0
26.6,7.39,20.0,12.0,29.94,6.21,93.57,38.0
30.2,9.04,40.0,8.0,29.91,6.21,92.46,37.0
30.2,8.56,130.0,5.0,29.91,6.21,93.98,38.0
33.8,9.9,340.0,6.0,29.88,6.21,94.47,38.0
39.2,13.66,190.0,6.0,29.91,6.21,92.23,36.0
33.8,9.9,170.0,7.0,29.91,6.21,94.47,38.0
33.8,10.45,150.0,7.0,29.94,6.21,92.94,37.0
32.0,9.72,170.0,8.0,29.94,6.21,92.69,37.0
33.8,11.04,130.0,3.0,29.94,6.21,91.44,36.0
30.2,9.04,350.0,3.0,29.94,6.21,92.46,37.0
33.8,11.04,100.0,6.0,29.97,6.21,91.44,36.0
39.2,12.94,0.0,0.0,29.94,6.21,93.89,37.0
30.2,8.11,0.0,0.0,29.94,6.21,95.5,39.0
26.6,7.39,310.0,5.0,29.91,6.21,93.57,38.0
28.4,7.95,310.0,2.0,29.91,6.21,93.77,38.0
26.6,7.8,210.0,6.0,29.91,6.21,92.07,37.0
23.0,6.71,150.0,7.0,29.94,6.21,91.75,37.0
35.6,12.53,0.0,0.0,30.03,6.21,90.25,35.0
24.8,8.08,110.0,5.0,30.0,6.21,88.91,35.0
24.8,8.08,220.0,7.0,29.97,6.21,88.91,35.0
24.8,8.08,250.0,14.0,29.94,3.73,88.91,35.0
24.8,7.65,220.0,5.0,29.94,5.59,90.4,36.0
24.8,8.54,180.0,10.0,30.03,6.21,87.56,34.0
28.4,9.91,190.0,8.0,30.12,6.21,87.89,34.0
30.2,10.67,20.0,4.0,30.06,6.21,88.09,34.0
33.8,13.8,70.0,4.0,30.03,6.21,85.59,32.0
30.2,11.94,170.0,7.0,30.03,6.21,85.34,32.0
32.0,12.14,150.0,6.0,30.0,6.21,86.91,33.0
28.4,9.91,250.0,3.0,30.0,6.21,87.89,34.0
24.8,8.54,190.0,2.0,30.03,6.21,87.56,34.0
26.6,9.74,140.0,3.0,30.03,4.97,86.36,33.0
28.4,11.74,190.0,7.0,30.0,4.35,83.84,31.0
35.6,16.63,160.0,10.0,29.97,6.21,82.69,30.0
39.2,18.09,180.0,7.0,29.97,6.21,84.22,31.0
37.4,17.85,170.0,8.0,30.03,6.21,82.73,30.0
32.0,14.4,170.0,6.0,30.06,6.21,82.64,30.0
33.8,15.48,290.0,3.0,30.06,6.21,82.66,30.0
28.4,12.44,240.0,2.0,30.03,6.21,82.54,30.0
32.0,14.4,230.0,5.0,30.0,6.21,82.64,30.0
28.4,11.74,320.0,4.0,29.97,6.21,83.84,31.0
32.0,12.84,340.0,3.0,30.03,5.59,85.54,32.0
44.6,29.79,40.0,7.0,30.12,6.21,77.78,26.0
35.6,19.79,10.0,5.0,30.09,6.21,78.94,26.999999999999996
35.6,17.61,360.0,5.0,30.03,6.21,81.34,29.0
32.0,12.84,310.0,4.0,30.0,6.21,85.54,32.0
26.6,12.23,180.0,3.0,30.03,6.21,81.13,29.0
21.2,10.97,150.0,6.0,30.06,6.21,78.68,26.999999999999996
41.0,25.95,160.0,7.0,30.12,6.21,77.6,26.0
33.8,19.55,170.0,7.0,30.09,6.21,77.3,26.0
35.6,19.79,170.0,7.0,30.06,6.21,78.94,26.999999999999996
39.2,22.81,160.0,10.0,29.94,4.97,79.1,26.999999999999996
46.4,33.85,150.0,4.0,29.91,6.21,75.99,25.0
51.8,67.75,40.0,9.0,30.03,6.21,62.6,17.0
50.0,59.5,60.0,3.0,30.15,6.21,64.4,18.000000000000004
37.4,32.43,100.0,6.0,30.21,6.21,68.0,20.0
41.0,31.05,150.0,8.0,30.18,6.21,71.9,23.000000000000004
48.2,30.35,250.0,7.0,30.03,5.59,80.8,28.000000000000004
55.4,60.21,70.0,7.0,30.18,3.11,69.8,21.0
50.0,41.14,150.0,6.0,30.15,6.21,75.2,24.0
48.2,36.22,170.0,4.0,30.12,6.21,77.0,25.0
50.0,41.14,120.0,3.0,30.12,6.21,75.2,24.0
39.2,34.8,10.0,8.0,30.18,6.21,68.0,20.0
33.8,29.92,350.0,10.0,30.3,6.21,66.2,19.0
24.8,17.22,340.0,9.0,30.21,6.21,69.27,21.999999999999996
3.2,6.67,320.0,3.0,30.15,6.21,68.77,21.999999999999996
17.6,11.24,220.0,6.0,30.0,6.21,72.95,24.0
28.4,16.67,250.0,9.0,30.0,4.35,75.18,25.0
12.2,15.55,10.0,10.0,30.24,4.35,59.0,15.0
5.0,9.9,340.0,8.0,30.27,6.21,62.6,17.0
8.6,10.27,350.0,4.0,30.27,6.21,66.2,19.0
6.8,7.41,340.0,6.0,30.24,6.21,70.79,23.000000000000004
19.4,13.71,330.0,8.0,30.21,6.21,69.1,21.999999999999996
8.6,8.54,340.0,6.0,30.12,6.21,68.86,21.999999999999996
10.4,7.28,210.0,5.0,29.97,6.21,76.72,26.0
17.6,13.49,320.0,6.0,30.0,5.59,69.8,21.0
23.0,19.22,330.0,9.0,30.15,6.21,66.2,19.0
37.4,34.51,340.0,10.0,30.18,6.21,66.2,19.0
37.4,30.49,320.0,2.0,30.27,6.21,69.8,21.0
35.6,28.39,0.0,0.0,30.33,6.21,69.8,21.0
30.2,20.23,70.0,4.0,30.3,6.21,71.39,23.000000000000004
24.8,15.25,130.0,3.0,30.3,5.59,73.14,24.0
21.2,12.35,160.0,4.0,30.24,6.21,74.98,25.0
26.6,15.48,180.0,7.0,30.15,6.21,75.13,25.0
15.8,7.74,190.0,8.0,30.03,4.97,80.51,29.0
21.2,9.76,240.0,10.0,30.03,3.73,80.77,29.0
32.0,26.15,10.0,13.0,30.21,3.73,68.0,20.0
30.2,22.86,330.0,8.0,30.18,6.21,69.8,21.0
30.2,20.23,330.0,7.0,30.15,6.21,71.39,23.000000000000004
23.0,15.03,330.0,7.0,30.15,6.21,71.15,23.000000000000004
26.6,16.43,0.0,0.0,30.12,4.97,73.19,24.0
26.6,15.48,220.0,4.0,30.06,6.21,75.13,25.0
17.6,9.98,220.0,6.0,29.91,6.21,76.85,26.0
30.2,24.32,360.0,10.0,30.03,4.97,68.0,20.0
28.4,22.59,330.0,7.0,30.12,6.21,68.0,20.0
26.6,19.72,200.0,6.0,30.03,6.21,69.8,21.0
32.0,21.76,260.0,7.0,29.97,6.21,71.46,23.000000000000004
32.0,21.76,320.0,7.0,29.97,6.21,71.46,23.000000000000004
32.0,26.15,350.0,6.0,30.15,6.21,68.0,20.0
30.2,26.15,330.0,14.0,30.21,5.59,68.0,18.000000000000004
19.4,17.56,320.0,7.0,30.21,6.21,64.4,18.000000000000004
15.8,15.04,30.0,3.0,30.24,6.21,64.4,18.000000000000004
14.0,13.06,100.0,3.0,30.27,6.21,66.2,19.0
14.0,10.21,190.0,5.0,30.18,6.21,70.92,23.000000000000004
12.2,9.43,0.0,0.0,30.12,6.21,70.88,23.000000000000004
10.4,8.2,200.0,8.0,30.03,6.21,72.81,24.0
19.4,12.14,20.0,8.0,30.09,5.59,72.99,24.0
30.2,24.32,360.0,9.0,30.18,6.21,68.0,20.0
28.4,22.59,200.0,5.0,30.0,6.21,68.0,20.0
24.8,15.25,260.0,5.0,29.97,4.35,73.14,24.0
23.0,14.15,160.0,12.0,29.94,4.35,73.08,24.0
23.0,20.46,350.0,10.0,30.15,0.31,64.4,18.000000000000004
23.0,20.46,330.0,5.0,30.21,6.21,64.4,18.000000000000004
21.2,16.74,160.0,4.0,30.06,4.97,68.0,20.0
28.4,15.71,240.0,5.0,29.91,4.35,77.12,26.0
26.6,15.48,350.0,5.0,29.97,4.97,75.13,25.0
21.2,11.64,170.0,9.0,29.91,4.97,76.93,26.0
26.6,13.75,320.0,5.0,29.97,6.21,78.68,26.999999999999996
26.6,16.43,290.0,7.0,29.97,4.97,73.19,24.0
44.6,48.55,330.0,12.0,30.09,4.97,64.4,18.000000000000004
23.0,21.79,350.0,5.0,30.15,6.21,62.6,17.0
21.2,20.2,40.0,3.0,30.18,6.21,62.6,17.0
15.8,14.13,350.0,3.0,30.21,6.21,66.2,19.0
17.6,15.27,30.0,4.0,30.21,6.21,66.2,19.0
17.6,14.35,20.0,10.0,30.24,6.21,68.0,20.0
17.6,15.27,340.0,12.0,30.27,4.97,66.2,19.0
12.2,10.66,330.0,8.0,30.21,6.21,69.8,21.0
14.0,9.05,350.0,2.0,30.18,6.21,74.83,25.0
10.4,6.86,30.0,2.0,30.15,6.21,78.08,26.999999999999996
12.2,6.61,350.0,6.0,30.06,6.21,80.37,29.0
10.4,6.86,10.0,4.0,30.03,6.21,78.08,26.999999999999996
19.4,11.44,290.0,4.0,30.0,6.21,74.94,25.0
17.6,8.87,310.0,3.0,29.97,6.21,79.36,28.000000000000004
24.8,8.87,290.0,4.0,29.97,6.21,79.36,32.0
21.2,7.77,190.0,11.0,29.91,3.11,85.96,33.0
21.2,6.95,230.0,13.0,29.88,0.93,88.62,35.0
33.8,24.86,350.0,19.0,30.03,0.0,69.63,21.999999999999996
37.4,21.25,160.0,9.0,30.12,3.11,79.02,26.999999999999996
37.4,18.91,170.0,15.0,30.03,1.24,81.38,29.0
33.8,15.48,170.0,12.0,29.94,4.97,82.66,30.0
44.6,31.62,330.0,12.0,29.97,1.24,75.89,25.0
21.2,12.35,350.0,6.0,30.0,6.21,74.98,25.0
28.4,19.98,160.0,4.0,30.0,4.97,69.4,21.999999999999996
32.0,18.18,150.0,9.0,29.88,4.97,77.23,26.0
35.6,19.79,170.0,9.0,29.85,5.59,78.94,26.999999999999996
37.4,21.25,90.0,2.0,29.83,5.59,79.02,26.999999999999996
48.2,40.85,170.0,6.0,29.83,5.59,72.36,23.000000000000004
50.0,41.14,350.0,7.0,29.94,6.21,75.2,24.0
57.2,56.88,160.0,10.0,29.91,3.73,73.4,23.000000000000004
50.0,32.46,170.0,9.0,29.85,4.35,80.99,28.000000000000004
50.0,34.41,80.0,7.0,29.85,6.21,80.6,26.999999999999996
50.0,41.14,140.0,9.0,29.94,6.21,75.2,24.0
42.8,35.37,60.0,7.0,30.09,6.21,70.12,21.999999999999996
42.8,31.34,140.0,4.0,30.12,6.21,73.89,24.0
37.4,20.04,70.0,4.0,29.97,6.21,80.14,28.000000000000004
37.4,20.04,250.0,3.0,29.97,6.21,80.14,28.000000000000004
32.0,12.84,280.0,10.0,30.0,6.21,85.54,32.0
24.8,9.04,330.0,5.0,30.06,6.21,86.21,33.0
19.4,6.8,300.0,4.0,29.97,6.21,87.18,34.0
26.6,9.21,250.0,6.0,29.88,4.97,87.72,34.0
23.0,7.92,250.0,13.0,29.83,4.97,87.42,34.0
28.4,11.74,160.0,9.0,29.85,4.35,83.84,31.0
