relh,drct,sknt,alti,vsby,dewpoint_c,feel_c,temp_c
45.04,20,12,30.03,6.21,5,17,17
38.85,330,6,30.18,6.21,2,16,16
42,20,7,30.18,3.73,4,17,17
41.71,350,6,30.06,6.21,3,16,16
42,290,5,30.12,6.21,4,17,17
39.14,270,10,30.24,6.21,3,17,17
37.03,30,12,30.3,6.21,4,19,19
39.72,10,14,30.27,6.21,5,19,19
52.25,20,12,30.21,6.21,9,19,19
48.55,10,8,30.12,6.21,7,18,18
40,10,9,30.09,6.21,6,20,20
45.6,340,6,30,6.21,7,19,19
42.57,305,6.5,30,6.21,6,19,19
37.32,280,3,30,6.21,5,20,20
37.61,330,3,30.03,6.21,6,21,21
28.96,70,7,30.09,6.21,4,23,23
18.18,100,5,30.09,6.21,0,26,26
34.41,295,4,29.97,2.49,10,26.6,27
10.91,270,3,29.91,6.21,-3,28.71666667,31
7.77,210,20,29.8,3.73,-6,29.97777778,33
44.25,0,0,30.03,6.21,12,25,25
16.39,60,5,29.94,6.21,1,27.38888889,29
8.54,210,13,29.8,3.73,-4,30.86666667,34
40.29,290,7,30.06,6.21,7,21,21
42.85,20,10,30,6.21,7,20,20
32.72,310,7,30,6.21,4,21,21
18.62,30,5,29.97,6.21,-0.5,25,25
12.23,0,0,29.97,6.21,-3,27.29444444,29
29.79,280,8,29.85,6.21,7,26,26
20.29,220,18,29.77,3.73,4,27.46666667,29
26.22,240,10,29.77,1.24,6,26.27777778,27
40,300,11,29.83,6.21,6,20,20
33,270,13,29.91,6.21,5,22,22
17.94,220,13,29.88,6.21,-1,25,25
25.67,240,8,29.85,6.21,4,25,25
28.39,240,18,29.88,6.21,2,21,21
34.8,270,16,29.94,6.21,4,20,20
48.83,280,15,29.97,6.21,8,19,19
43.42,300,4,29.94,6.21,9,22,22
27.26,50,4,29.91,3.73,4,24,24
17.38,290,4,29.8,6.21,1,26.68333333,28
20.54,340,5,29.71,6.21,5,28.25555556,30
53.29,320,10,29.77,6.21,13,23,23
33.57,220,8,29.88,6.21,7,24,24
33.57,270,8,29.94,6.21,7,24,24
15.48,230,9,29.97,6.21,1,28.14444444,30
35.37,300,11,30.09,6.21,6,22,22
37.03,320,9,30.15,6.21,4,19,19
32.43,310,8,30.09,6.21,3,20,20
28.96,340,8,30.06,6.21,4,23,23
18.42,20,7,29.97,6.21,1,26.04444444,27
11.74,320,7,29.8,6.21,-2,28.8,31
8.22,210,16,29.83,3.73,-6,29.24444444,32
25.67,10,3,30.03,3.73,4,25,25
24.19,350,6,29.97,6.21,4,26,26
10.09,210,18,29.85,6.21,-1,31.93333333,35
24.37,30,6,29.83,6.21,10,31.31111111,33
14.02,330,3,29.8,3.73,2,30.65,33
26.49,270,3,29.65,6.21,7,26.94444444,28
30.77,290,6,29.77,6.21,4,22,22
34.8,270,14,29.88,6.21,4,20,20
25.67,270,7,29.97,6.21,4,25,25
22.81,260,4,30.03,6.21,4,26.16666667,27
20.29,20,6,29.91,6.21,4,27.46666667,29
17.85,20,7,29.83,6.21,3,28.18333333,30
7.92,100,3,29.8,6.21,-5,30.78888889,34
7.8,240,8,29.85,6.21,-3,33.37222222,37
40.14,330,4,29.83,2.49,15,29.70555556,30
33.85,330,9,29.85,6.21,8,25,25
29.51,10,11,29.83,6.21,6,25,25
23.33,20,12,29.77,6.21,6,27.56111111,29
30.07,40,10,29.83,6.21,8,26.42222222,27
16.63,10,11,29.91,6.21,2,28.16111111,30
21.76,350,5,29.91,6.21,5,27.51111111,29
20.54,0,0,29.88,6.21,5,28.25555556,30
15.05,300,14,29.74,6.21,3,30.68333333,33
27.53,290,12,29.91,6.21,5,25,25
31.05,280,12,29.91,6.21,5,23,23
31.34,300,8,29.94,6.21,6,24,24
24.46,360,7,29.94,6.21,5,26.22222222,27
26.49,30,10,30,6.21,7,26.94444444,28
19.4,30,12,30,6.21,5,29.05555556,31
20.13,70,7,29.83,6.21,8,31.97222222,34
15.7,250,22,29.77,3.73,2,28.95555556,31
23.33,230,11,29.83,6.21,6,27.56111111,29
34.13,270,8,29.94,6.21,9,26,26
36.51,310,7,29.91,6.21,10,26,26
30.35,360,8,29.88,6.21,9,27.11111111,28
27.29,40,4,29.8,6.21,10,29.50555556,31
8.87,170,11,29.65,3.73,-2,32.63888889,36
32.73,320,8,29.94,6.21,11,28.04444444,29
32.46,350,6,30.06,6.21,10,27.21666667,28
28.9,20,9,29.97,6.21,10,28.67777778,30
24.11,50,13,29.8,6.21,9,30.24444444,32
19.04,280,3,29.71,6.21,8,32.93888889,35
23.04,310,10,29.77,6.21,10,32.27777778,34
34.41,290,9,29.91,6.21,10,26.6,27
32.18,290,10,29.88,6.21,9,26.50555556,27
32.46,320,6,29.85,6.21,10,27.21666667,28
12.05,130,8,29.65,6.21,3,34.18888889,37
17.32,240,14,29.74,6.21,5,30.77777778,33
11.67,280,5,29.8,6.21,1,32.20555556,35
14.02,270,10,29.83,6.21,2,30.65,33
17.32,330,7,29.85,6.21,5,30.77777778,33
16.6,90,10,29.8,6.21,6,32.7,35
11.04,180,13,29.68,3.73,1,33.02222222,36
25.79,270,13,29.68,6.21,10,30.38888889,32
29.18,300,6,29.83,6.21,11,29.66111111,31
24.37,300,9,29.88,6.21,10,31.31111111,33
15.71,310,4,29.85,6.21,6,33.65,36
11.6,200,15,29.77,3.73,4,36.10555556,39
10.43,220,13,29.74,3.73,4,37.85555556,41
29.72,320,7,29.94,6.21,13,31.96111111,33
27.56,20,10,29.94,6.21,11,30.55555556,32
29.18,10,9,29.88,6.21,11,29.66111111,31
27.29,20,10,29.85,6.21,10,29.50555556,31
11.86,30,7,29.8,6.21,2,33.17777778,36
14.29,60,13,29.71,3.73,7,36.70555556,39
27.1,320,7,29.62,6.21,15,36.95555556,37
33.84,300,7,29.77,6.21,15,32.6,33
24.63,270,9,29.77,6.21,11,32.47222222,34
23.04,278,8,29.77,6.21,10,32.27777778,34
30.26,50,12,29.65,6.21,15,34.72777778,35
33.56,340,11,29.8,6.21,14,31.26666667,32
35.81,330,9,29.85,6.21,15,31.58888889,32
9.9,340,3,29.77,6.21,1,34.70555556,38
36.35,280,9,29.77,6.21,17,34.55555556,34
33.29,310,9,29.88,6.21,13,30.06111111,31
33.29,350,9,29.88,6.21,13,30.06111111,31
40.41,360,7,29.85,3.73,16,30.97222222,31
33.84,350,9,29.8,6.21,15,32.6,33
29.72,10,10,29.77,6.21,13,31.96111111,33
26.31,350,8,29.8,6.21,12,32.7,34
28.1,360,10,29.83,6.21,13,32.97222222,34
20.13,10,7,29.83,6.21,8,31.97222222,34
24.63,20,6,29.77,6.21,11,32.47222222,34
28.37,300,7,29.77,6.21,14,34.34444444,35
38.73,330,8,29.83,6.21,18,35.11111111,34
29.99,330,9,29.83,6.21,14,33.28333333,34
34.11,350,14,29.77,6.21,16,34.06666667,34
34.11,350,12,29.8,6.21,16,34.06666667,34
29.72,330,9,29.85,6.21,13,31.96111111,33
14.87,330,7,29.83,6.21,6,34.61111111,37
28.63,310,7,29.8,6.21,15,35.83333333,36
36.08,320,8,29.77,6.21,16,33,33
34.11,330,10,29.74,6.21,16,34.06666667,34
36.35,330,11,29.8,6.21,17,34.55555556,34
32.54,310,13,29.77,6.21,17,36.82222222,36
43.61,300,10,29.77,6.21,19,34.60555556,33
31.99,360,7,29.74,6.21,15,33.65,34
41.23,20,9,29.8,6.21,19,35.75,34
30.26,30,11,29.85,6.21,15,34.72777778,35
26.84,20,12,29.83,6.21,14,35.42777778,36
25.15,10,12,29.77,6.21,13,35.07777778,36
17.28,340,9,29.71,6.21,9,36.11111111,38
18.72,360,7,29.71,6.21,11,37.66666667,39
31.07,330,9,29.71,6.21,18,39.81111111,38
19.76,340,7,29.65,6.21,11,36.61111111,38
25.41,320,9,29.62,6.21,14,36.53333333,37
28.9,310,9,29.71,3.73,16,37.43888889,37
23.55,330,8,29.77,6.21,12,34.77222222,36
22.54,340,8,29.8,6.21,13,37.25555556,38
27.63,340,11,29.74,6.21,17,40.35,39
20,280,7,29.65,6.21,12,37.98888889,39
30.8,350,7,29.62,6.21,17,37.98888889,37
29.43,10,8,29.65,6.21,18,41.02222222,39
21.11,10,4,29.74,6.21,12,36.91111111,38
20,320,7,29.74,6.21,12,37.98888889,39
38.73,300,9,29.74,6.21,18,35.11111111,34
34.11,340,9,29.71,6.21,16,34.06666667,34
30.26,320,6,29.65,6.21,15,34.72777778,35
28.63,280,8,29.71,6.21,15,35.83333333,36
25.41,300,8,29.77,6.21,14,36.53333333,37
32.27,350,8,29.83,6.21,16,35.16666667,35
23.3,320,5,29.83,6.21,11,33.47777778,35
23.81,300,8,29.8,6.21,13,36.16111111,37
11.37,310,10,29.74,6.21,6,39.23888889,42
25.67,330,6,29.77,6.21,15,38.09444444,38
38.73,300,7,29.71,6.21,18,35.11111111,34
38.45,290,7,29.8,6.21,17,33.46111111,33
31.99,310,10,29.85,6.21,15,33.65,34
40.69,360,10,29.85,6.21,17,32.4,32
46.14,10,9,29.8,6.21,19,33.48333333,32
46.41,330,10,29.77,6.21,20,35.30555556,33
38.73,310,10,29.85,6.21,18,35.11111111,34
38.45,330,10,29.85,6.21,17,33.46111111,33
46.41,10,9,29.77,6.21,20,35.30555556,33
46.41,10,9,29.74,6.21,20,35.30555556,33
36.35,330,6,29.8,6.21,17,34.55555556,34
40.96,350,7,29.8,6.21,18,33.99444444,33
40.96,10,10,29.77,6.21,18,33.99444444,33
40.96,340,9,29.77,6.21,18,33.99444444,33
38.45,360,10,29.8,6.21,17,33.46111111,33
34.11,360,7,29.8,6.21,16,34.06666667,34
38.73,360,10,29.83,6.21,18,35.11111111,34
36.63,360,9,29.83,6.21,18,36.25555556,35
28.37,350,8,29.83,6.21,14,34.34444444,35
26.84,330,7,29.77,6.21,14,35.42777778,36
30.26,320,7,29.77,6.21,15,34.72777778,35
32.27,310,9,29.74,6.21,16,35.16666667,35
22.04,10,7,29.8,6.21,11,34.51111111,36
39.27,360,9,29.88,6.21,20,38.89444444,36
46.41,10,10,29.88,6.21,20,35.30555556,33
36.35,340,7,29.88,6.21,17,34.55555556,34
38.45,360,10,29.8,6.21,17,33.46111111,33
33.84,270,5,29.71,6.21,15,32.6,33
17.05,160,9,29.74,6.21,8,34.91111111,37
17.05,240,5,29.85,6.21,8,34.91111111,37
10.06,60,10,29.74,6.21,5,39.87222222,43
20,260,11,29.74,6.21,12,37.98888889,39
23.55,280,11,29.83,6.21,12,34.77222222,36
25.15,40,3,29.8,6.21,13,35.07777778,36
20.87,240,15,29.68,6.21,11,35.55555556,37
35.53,210,6,29.68,1.86,14,30.32222222,31
31.72,320,9,29.88,6.21,14,32.25555556,33
27.83,360,13,29.85,6.21,12,31.71111111,33
24.37,360,9,29.88,6.21,10,31.31111111,33
31.45,10,7,29.85,6.21,13,30.98888889,32
21.54,330,9,29.8,6.21,9,32.11111111,34
36.08,340,6,29.8,6.21,16,33,33
38.18,290,7,29.83,6.21,16,31.96666667,32
38.18,10,9,29.88,6.21,16,31.96666667,32
38.18,30,10,29.85,6.21,16,31.96666667,32
38.45,20,10,29.88,6.21,17,33.46111111,33
29.99,350,9,29.85,6.21,14,33.28333333,34
24.63,360,6,29.83,3.73,11,32.47222222,34
19.04,20,8,29.83,6.21,8,32.93888889,35
23.3,10,11,29.8,6.21,11,33.47777778,35
12.05,70,9,29.83,6.21,3,34.18888889,37
10.07,90,15,29.88,6.21,2,35.72222222,39
25.15,40,10,29.97,6.21,13,35.07777778,36
33.84,10,9,29.97,6.21,15,32.6,33
37.62,310,10,29.97,6.21,14,29.42777778,30
48.05,290,6,30,6.21,16,28.27777778,28
42.25,300,7,29.97,6.21,12,27.82222222,29
40.14,20,4,30,6.21,15,29.70555556,30
40.69,20,14,29.97,6.21,17,32.4,32
35.53,20,9,29.97,6.21,14,30.32222222,31
35.25,10,9,29.97,6.21,13,29.18888889,30
35.25,10,11,29.97,6.21,13,29.18888889,30
40.41,10,9,29.94,6.21,16,30.97222222,31
37.35,360,12,29.91,6.21,13,28.38333333,29
37.35,300,6,29.94,6.21,13,28.38333333,29
39.86,360,13,30.03,6.21,14,28.59444444,29
37.35,340,6,30.06,3.73,13,28.38333333,29
34.97,330,7,29.97,6.21,12,28.2,29
32.73,310,11,29.94,6.21,11,28.04444444,29
39.58,300,8,29.97,6.21,13,27.63888889,28
34.97,270,10,29.97,6.21,12,28.2,29
42.25,320,7,29.97,6.21,14,27.82222222,28
30.9,360,11,30,6.21,11,28.81666667,30
27.03,30,7,30.03,6.21,9,28.55555556,30
39.86,10,8,29.94,6.21,14,28.59444444,29
42.8,30,11,29.94,6.21,16,30.02777778,30
40.41,360,8,29.91,6.21,16,30.97222222,31
40.41,360,10,29.88,6.21,16,30.97222222,31
45.88,50,8,29.88,6.21,18,31.85,31
36.08,360,4,29.83,2.49,16,33,33
58.55,350,3,29.88,3.73,21,32.54444444,30
43.07,360,7,29.88,6.21,17,31.37777778,31
43.34,40,14,29.85,6.21,18,32.90555556,32
51.72,330,7,29.88,6.21,19,31.32777778,30
45.61,330,11,29.88,6.21,17,30.4,30
51.47,330,7,29.97,6.21,18,29.83888889,29
48.32,330,8,29.94,3.73,17,29.46111111,29
29.18,10,7,29.94,6.21,11,29.66111111,31
19.64,20,8,29.91,6.21,6,29.96111111,32
31.17,30,10,29.94,6.21,12,29.84444444,31
16.15,20,8,30,6.21,4,30.72222222,33
30.9,10,8,30.03,6.21,11,28.81666667,30
48.32,50,9,30,6.21,17,29.46111111,29
54.55,30,10,29.97,6.21,18,28.87777778,28
42.52,40,9,29.97,6.21,15,28.84444444,29
51.21,50,7,29.94,6.21,17,28.56111111,28
69.52,320,7,30,3.73,20,26,26
58.08,340,5,29.97,3.73,19,29.23888889,28
44.8,260,13,29.91,6.21,14,27.11666667,27
57.36,290,7,30,6.21,16,25,25
41.69,320,6,30.03,6.21,12,26,26
54.05,350,3,30,6.21,16,26,26
39.3,270,7,29.91,6.21,12,26.82777778,27
35.94,250,20,29.77,2.49,8,24,24
52.77,290,7,29.97,6.21,11,21,21
35.94,130,5,30.06,6.21,8,24,24
27.81,240,6,29.91,6.21,6,26,26
31.62,230,3,29.97,2.49,7,25,25
29.79,0,0,29.83,6.21,7,26,26
19.79,190,15,29.71,3.73,2,26.07777778,27
27.26,220,18,29.88,3.73,4,24,24
46.16,280,10,30.06,6.21,9,21,21
32.72,40,9,30.09,6.21,4,21,21
38.18,80,12,30,6.21,8,23,23
50.17,30,12,30.06,6.21,13,24,24
46.98,20,15,30.12,6.21,12,24,24
50.17,20,12,30.06,6.21,13,24,24
57.36,30,8,30,6.21,16,25,25
57.36,310,4,29.97,1.24,16,25,25
64.48,330,8,29.91,3.73,15,22,22
43.69,250,8,29.97,6.21,10,23,23
43.13,190,3,30.06,3.73,7,21,22
56.13,300,3,29.91,3.73,11,20,20
35.37,240,4,29.91,6.21,6,22,22
31.05,40,5,29.97,6.21,5,23,23
25.4,200,91,29.91,6.21,3,24,24
52.77,290,6,29.97,6.21,11,21,21
56.38,230,11,30.09,6.21,12,21,21
49.9,240,4,30.18,3.73,12,23,23
29.51,10,3,30.06,6.21,6,25,25
31.62,210,6,30.09,6.21,7,25,25
53.29,20,7,30.15,2.49,13,23,23
53.03,20,11,30.12,6.21,12,22,22
43.42,40,12,30.09,6.21,9,22,22
56.13,30,7,29.97,6.21,11,20,20
45.88,210,16,29.85,3.73,8,20,20
45.88,230,15,29.88,2.49,7,20,21
49.37,220,15,29.94,3.73,10,21,21
49.64,220,10,30.06,3.73,11,22,22
49.64,40,4,30.15,6.21,11,22,22
56.63,30,13,30.09,6.21,13,22,22
53.03,300,8,30.03,6.21,12,22,22
60.44,20,16,30.12,6.21,14,22,22
60.44,360,11,30.12,6.21,14,22,22
60.21,40,7,30.15,6.21,13,21,21
52.77,360,6,30.09,3.73,11,21,21
52.77,350,7,30.09,6.21,11,21,21
52.77,320,8,30.15,6.21,11,21,21
52.77,290,4,30.12,6.21,11,21,21
52.51,330,6,30.09,3.11,10,20,20
35.09,320,3,30.12,6.21,5,21,21
53.03,70,6,30.12,6.21,12,22,22
35.66,240,9,30,3.73,7,23,23
23.66,220,3,30.03,3.73,2,24,24
21.24,260,12,30,3.73,-2,21,21
34.8,220,12,30.03,6.21,4,20,20
51.98,270,9,30.06,3.73,8,18,18
45.6,240,7,30,6.21,7,19,19
34.8,210,13,29.85,6.21,4,20,20
45.32,330,8,30.03,3.73,6,18,18
42.57,210,5,30.18,3.73,6,19,19
32.43,220,5,30.15,6.21,3,20,20
28.39,310,4,30.09,6.21,2,21,21
37.61,340,2,30.15,3.73,6,21,21
43.42,310,5,30.12,6.21,9,22,22
29.51,220,4,30.09,6.21,6,25,25
24.19,200,11,29.94,3.73,4,26,26
43.42,270,10,29.97,6.21,9,22,22
52.25,260,9,30.12,6.21,9,19,19
42.28,230,11,30.12,6.21,5,18,18
42.28,280,10,30.09,6.21,5,18,18
45.6,250,15,30.06,6.21,7,19,19
45.32,280,9,30.12,6.21,6,18,18
39.43,260,6,30.12,3.73,4,18,18
39.43,250,9,30.06,6.21,4,18,18
38.85,270,20,30.12,6.21,2,16,16
36.16,220,13,30.15,6.21,1,16,16
41.71,250,13,30.12,6.21,3,16,16
51.72,240,13,30.15,6.21,7,17,17
27.55,260,10,30.18,6.21,-1,18,18
36.74,300,10,30.21,6.21,3,18,18
45.32,250,9,30.27,3.73,6,18,18
45.88,320,7,30.3,6.21,8,20,20
33.29,350,6,30.18,6.21,6,23,23
35.37,90,3,30.09,6.21,6,22,22
33.905,320,7,30.045,4.97,4.5,21,21
43.13,350,3,30.09,6.21,8,21,21
33,90,9,30.09,6.21,5,22,22
19.05,190,12,29.91,3.73,-1,24,24
16.2,200,15,29.77,6.21,-4,23,23
34.8,240,12,29.83,6.21,4,20,20
42.57,210,9,29.85,3.73,6,19,19
39.72,240,16,30,6.21,5,19,19
42.85,240,12,30.15,6.21,7,20,20
34.8,270,15,30.18,6.21,4,20,20
37.32,280,9,30.09,6.21,5,20,20
34.8,90,11,30.09,6.21,4,20,20
37.32,30,7,30.12,6.21,5,20,20
40.29,60,14,30.06,6.21,7,21,21
55.88,60,12,30.06,6.21,10,19,19
49.64,340,10,30.09,6.21,11,22,22
35.66,30,11,30.03,6.21,7,23,23
18.865,205,9.5,29.83,6.21,0.5,26,26
46.16,330,11,29.97,3.73,9,21,21
35.94,50,9,30.03,6.21,8,24,24
12.97,50,15,29.97,6.21,-3,26.62222222,28
12.44,210,7,29.88,6.21,-2,28.07777778,30
29.23,310,11,29.94,6.21,5,24,24
40.57,350,7,30,6.21,8,22,22
35.37,330,7,29.97,6.21,6,22,22
19.55,180,3,29.94,6.21,1,26,26
35.37,290,9,30,6.21,6,22,22
43.13,310,5,30.09,6.21,8,21,21
35.09,300,10,30.06,6.21,5,21,21
23.39,10,7,29.97,6.21,1,23,23
37.61,350,10,30,6.21,6,21,21
27.26,70,10,30.09,6.21,4,24,24
31.9,340,6,30,6.21,8,26,26
31.62,300,6,29.94,6.21,7,25,25
38.18,350,10,30,6.21,8,23,23
30.77,20,3,30.06,6.21,4,22,22
28.96,320,6,30.06,6.21,4,23,23
38.46,30,18,29.77,6.21,9,24,24
40.29,310,9,29.83,6.21,7,21,21
26.71,270,12,29.97,6.21,2,22,22
22.54,200,12,29.97,6.21,3,26,26
19.79,190,11,29.91,3.73,2,26.07777778,27
35.09,310,5,29.94,6.21,5,21,21
30.49,330,3,29.85,6.21,3,21,21
48.55,360,10,29.88,6.21,7,18,18
30.77,240,7,30.06,6.21,4,22,22
18.42,210,5,30.06,6.21,1,26.04444444,27
8.87,230,5,29.97,6.21,-5,29.30555556,32
11.94,270,6,29.91,2.49,-1,29.63333333,32
50.43,330,7,29.94,6.21,14,25,25
37.07,10,8,29.97,6.21,12,27.47777778,28
24.11,50,13,30.03,3.73,9,30.24444444,32
19.64,30,14,29.97,6.21,6,29.96111111,32
27.03,20,13,29.91,6.21,9,28.55555556,30
23.85,30,11,29.91,6.21,8,29.26666667,31
19.4,40,8,29.94,6.21,5,29.05555556,31
28.36,320,8,29.97,6.21,8,27.02222222,28
38.74,310,9,29.94,6.21,10,25,25
36.22,270,17,29.83,6.21,9,25,25
27.81,220,18,29.8,6.21,6,26,26
33.57,250,11,29.85,6.21,7,24,24
36.22,210,5,29.97,6.21,9,25,25
32.18,340,6,30,6.21,9,26.50555556,27
28.36,350,7,29.94,6.21,8,27.02222222,28
39.3,350,8,29.97,6.21,12,26.82777778,27
37.07,320,10,29.91,6.21,12,27.47777778,28
22.02,10,13,29.91,6.21,6,28.30555556,30
22.27,30,9,29.88,6.21,7,29.18333333,31
16.83,220,15,29.74,6.21,7,33.77222222,36
34.97,320,6,29.88,3.73,12,28.2,29
32.46,310,8,29.85,6.21,10,27.21666667,28
25.52,310,8,29.85,6.21,9,29.37222222,31
20.29,330,7,29.97,6.21,4,27.46666667,29
5.69,70,10,30,6.21,-10,29.77777778,33
8.72,90,19,29.85,3.73,0,35.41111111,39
3.98,240,7,29.74,6.21,-9,36.21111111,41
38.18,330,13,29.68,2.49,16,31.96666667,32
28.63,200,14,29.83,6.21,9,27.8,29
30.62,340,8,29.83,6.21,10,27.91111111,29
20.54,310,10,29.85,6.21,5,28.25555556,30
32.46,330,8,29.88,6.21,10,27.21666667,28
34.69,340,11,29.83,3.73,11,27.33333333,28
37.62,350,5,29.8,6.21,14,29.42777778,30
32.73,350,13,29.83,6.21,11,28.04444444,29
24.11,280,12,29.85,6.21,9,30.24444444,32
23.85,300,10,29.85,6.21,8,29.26666667,31
26.22,270,17,29.83,6.21,6,26.27777778,27
32.18,320,9,29.91,6.21,9,26.50555556,27
26.22,340,5,29.97,6.21,6,26.27777778,27
10.72,50,10,29.91,6.21,-4,27.92222222,30
12.34,330,6,29.74,6.21,1,31.41666667,34
9.91,260,10,29.74,6.21,-2,31.05,34
28.9,300,7,29.85,6.21,10,28.67777778,30
32.46,280,11,29.88,6.21,10,27.21666667,28
34.13,300,7,29.91,6.21,9,26,26
30.35,310,10,29.88,6.21,9,27.11111111,28
24.99,340,11,30,6.21,7,27.62777778,29
22.53,30,11,30.03,6.21,8,30.13333333,32
15.71,30,13,30.03,6.21,6,33.65,36
11.6,350,9,29.94,6.21,4,36.10555556,39
13.34,360,6,29.83,3.73,6,36.53333333,39
9.72,260,6,29.8,6.21,3,37.64444444,41
16.15,330,8,29.85,3.73,8,35.90555556,38
16.37,30,8,29.91,6.21,9,37.12777778,39
20.87,310,9,29.88,3.73,11,35.55555556,37
23.85,300,12,29.91,6.21,8,29.26666667,31
25.52,310,9,29.88,6.21,9,29.37222222,31
9.04,30,3,29.83,6.21,-1,33.58888889,37
15.05,200,5,29.71,6.21,3,30.68333333,33
29.9,330,6.5,29.85,6.21,10.5,28.74722222,30
34.97,20,7,29.88,6.21,12,28.2,29
23.59,330,8,29.91,6.21,7,28.37222222,30
17.32,360,12,30,6.21,5,30.77777778,33
11.41,20,10,30,6.21,3,35.04444444,38
21.79,30,15,29.88,6.21,10,33.27222222,35
22.04,20,12,29.83,6.21,11,34.51111111,36
18.48,360,13,29.77,6.21,10,36.34444444,38
18.72,10,10,29.74,6.21,11,37.66666667,39
16.82,360,9,29.77,3.73,11,39.76111111,41
13.04,330,11,29.74,6.21,8,39.83888889,42
32.54,310,8,29.71,6.21,17,36.82222222,36
26.58,290,11,29.74,6.21,13,34.01111111,35
26.84,340,7,29.8,6.21,14,35.42777778,36
19.52,10,10,29.83,6.21,10,35.31111111,37
16.15,20,12,29.83,6.21,8,35.90555556,38
16.82,30,15,29.83,6.21,11,39.76111111,41
14.92,360,10,29.74,6.21,10,40.44444444,42
13.95,20,7,29.71,6.21,9,40.12777778,42
22.29,360,11,29.77,6.21,12,35.83888889,37
28.1,330,8,29.8,6.21,13,32.97222222,34
28.37,360,9,29.77,6.21,14,34.34444444,35
30.26,340,5,29.77,6.21,15,34.72777778,35
20.87,330,10,29.74,6.21,11,35.55555556,37
20.87,310,8,29.74,6.21,11,35.55555556,37
25.15,270,9,29.68,6.21,13,35.07777778,36
17.51,300,8,29.68,6.21,10,37.37777778,39
16.59,320,10,29.74,6.21,10,38.41111111,40
27.1,360,11,29.74,6.21,15,36.95555556,37
28.37,350,8,29.71,6.21,14,34.34444444,35
27.1,360,6,29.71,3.73,15,36.95555556,37
34.93,350,7,29.68,6.21,19,39.32222222,37
34.11,310,10,29.62,6.21,16,34.06666667,34
38.73,330,13,29.65,6.21,18,35.11111111,34
22.04,300,10,29.71,6.21,11,34.51111111,36
24.89,300,7,29.68,6.21,12,33.72777778,35
19.28,310,8,29.65,6.21,9,34.08888889,36
22.79,330,9,29.74,6.21,14,38.76666667,39
26.84,330,10,29.8,6.21,14,35.42777778,36
40.69,10,5,29.74,6.21,17,32.4,32
32.27,350,8,29.68,6.21,16,35.16666667,35
30.53,310,7,29.68,6.21,16,36.29444444,36
34.93,340,7,29.65,6.21,19,39.32222222,37
31.07,330,7,29.68,3.73,18,39.81111111,38
20.24,330,8,29.74,6.21,13,39.45,40
31.34,340,8,29.71,6.21,19,41.77222222,39
32.54,310,10,29.74,6.21,17,36.82222222,36
36.63,330,10,29.71,6.21,18,36.25555556,35
34.66,280,9,29.68,6.21,18,37.42777778,36
28.63,300,9,29.68,6.21,15,35.83333333,36
30.53,290,9,29.74,6.21,16,36.29444444,36
32.54,330,10,29.74,6.21,17,36.82222222,36
21.58,340,10,29.65,6.21,11.5,35.69722222,37
22.54,330,8,29.62,6.21,13,37.25555556,38
24.32,310,10,29.71,6.21,15,39.23333333,39
22.54,330,7,29.74,6.21,13,37.25555556,38
31.07,300,13,29.74,6.21,18,39.81111111,38
30.8,300,9,29.68,6.21,17,37.98888889,37
14.92,270,22,29.56,6.21,10,40.44444444,42
36.63,280,9,29.68,6.21,18,36.25555556,35
41.23,300,5,29.74,6.21,19,35.75,34
30.53,10,7,29.77,6.21,16,36.29444444,36
26.84,350,8,29.68,6.21,14,35.42777778,36
25.15,270,3,29.65,6.21,13,35.07777778,36
25.15,310,6,29.71,6.21,13,35.07777778,36
27.1,250,10,29.71,6.21,15,36.95555556,37
25.15,310,9,29.71,6.21,13,35.07777778,36
25.15,330,5,29.71,6.21,13,35.07777778,36
23.3,330,10,29.74,6.21,11,33.47777778,35
18.02,310,8,29.71,6.21,8,33.91666667,36
23.55,330,6,29.71,6.21,12,34.77222222,36
28.63,10,8,29.77,6.21,15,35.83333333,36
25.15,330,8,29.77,6.21,13,35.07777778,36
23.55,330,6,29.8,6.21,12,34.77222222,36
34.39,330,5,29.83,6.21,17,35.67777778,35
34.66,330,11,29.77,6.21,18,37.42777778,36
30.53,300,4,29.71,6.21,16,36.29444444,36
30.53,310,9,29.74,6.21,16,36.29444444,36
39,340,8,29.8,6.21,19,36.92222222,35
25.41,310,10,29.8,6.21,14,36.53333333,37
36.9,290,10,29.68,6.21,19,38.11111111,36
30.8,320,10,29.65,6.21,17,37.98888889,37
27.37,310,9,29.68,6.21,16,38.59444444,38
28.63,280,6,29.77,6.21,15,35.83333333,36
19.28,350,10,29.77,6.21,9,34.08888889,36
30.53,360,10,29.74,6.21,16,36.29444444,36
34.66,10,10,29.74,6.21,18,37.42777778,36
39,330,6,29.77,6.21,19,36.92222222,35
43.88,320,8,29.8,6.21,20,36.48333333,34
30.8,280,6,29.71,6.21,17,37.98888889,37
21.36,290,8,29.74,6.21,13,38.35555556,39
26.84,260,7,29.83,6.21,14,35.42777778,36
38.45,10,8,29.88,6.21,17,33.46111111,33
34.11,20,6,29.88,6.21,16,34.06666667,34
30.26,340,7,29.85,6.21,15,34.72777778,35
28.37,280,5,29.85,6.21,14,34.34444444,35
30.26,270,7,29.83,6.21,15,34.72777778,35
25.41,310,5,29.88,6.21,14,36.53333333,37
