relh,drct,sknt,alti,vsby,dewpoint_c,feel_c,temp_c
36.9,330,7,29.77,6.21,19,38.11111111,36
26.84,280,4,29.74,6.21,14,35.42777778,36
34.39,280,10,29.74,6.21,17,35.67777778,35
36.9,310,8,29.74,6.21,19,38.11111111,36
44.14,360,10,29.74,6.21,21,38.53888889,35
41.5,320,7,29.77,6.21,20,37.67777778,35
41.77,360,7,29.77,6.21,21,39.77777778,36
46.93,320,8,29.77,3.73,22,39.51666667,35
46.93,320,10,29.74,3.73,22,39.51666667,35
53.22,320,7,29.71,6.21,25,44.63888889,36
30.8,330,7,29.74,6.21,17,37.98888889,37
39,280,10,29.8,6.21,19,36.92222222,35
41.23,300,8,29.74,6.21,19,35.75,34
41.23,300,7,29.68,6.21,19,35.75,34
34.39,270,8,29.74,6.21,17,35.67777778,35
32.54,270,6,29.83,3.73,17,36.82222222,36
31.07,20,5,29.8,6.21,18,39.81111111,38
25.15,280,9,29.83,6.21,13,35.07777778,36
22.04,300,11,29.83,6.21,11,34.51111111,36
30.26,330,11,29.8,6.21,15,35,35
26.84,10,12,29.83,6.21,14,35.42777778,36
34.11,30,11,29.83,6.21,16,34,34
38.73,340,8,29.77,6.21,18,35.11111111,34
32.54,10,8,29.77,6.21,17,36.82222222,36
28.63,320,10,29.71,6.21,15,36,36
28.1,340,7,29.74,6.21,13,32.97222222,34
31.99,300,4,29.71,6.21,15,34,34
36.35,350,8,29.77,6.21,17,34,34
43.88,320,8,29.85,6.21,20,36.48333333,34
43.61,350,10,29.8,6.21,19,34.60555556,33
38.73,10,14,29.77,6.21,18,35.11111111,34
23.04,320,10,29.77,6.21,10,32.27777778,34
32.27,310,6,29.83,6.21,16,35,35
30.53,340,13,29.85,6.21,16,36,36
38.45,320,6,29.85,6.21,17,33,33
31.72,310,8,29.85,6.21,14,32.25555556,33
38.45,10,8,29.85,6.21,17,33,33
38.73,360,11,29.85,6.21,18,35.11111111,34
34.11,360,10,29.83,6.21,16,34,34
23.81,40,14,29.83,6.21,13,36.16111111,37
21.11,30,11,29.88,6.21,12,36.91111111,38
28.9,360,15,29.91,6.21,16,37,37
46.41,360,9,29.8,6.21,20,35.30555556,33
38.45,330,7,29.83,3.73,17,33,33
38.45,320,6,29.85,6.21,17,33,33
40.69,290,4,29.85,6.21,17,32.4,32
34.39,300,8,29.83,6.21,17,35.67777778,35
36.35,290,6.5,29.83,3.73,17,34,34
39,280,8,29.88,6.21,19,36.92222222,35
30.53,340,10,29.91,6.21,16,36,36
49.36,360,11,29.94,3.73,21,36.10555556,33
37.9,330,11,29.97,6.21,15,31,31
33.29,330,12,29.94,6.21,13,30.06111111,31
37.9,360,8,29.91,6.21,15,31,31
43.34,350,13,29.97,6.21,18,32.90555556,32
40.41,360,9,30.03,6.21,16,30.97222222,31
37.9,340,13,29.94,6.21,15,31,31
37.9,330,8,29.91,3.73,15,31,31
27.83,350,11,29.94,6.21,12,31.71111111,33
14.08,100,11,29.88,6.21,6,35.57777778,38
38.45,320,5,29.91,3.73,17,33,33
42.8,340,10,29.97,6.21,16,30.02777778,30
42.8,340,10,30,6.21,16,30.02777778,30
33.01,310,11,29.94,6.21,12,28.98888889,30
34.97,330,8,29.88,3.73,12,28.2,29
23.3,190,12,29.83,6.21,11,33.47777778,35
26.31,290,10,29.88,6.21,12,32.7,34
37.07,270,11,29.94,6.21,12,28,28
39.58,330,10,30,6.21,13,28,28
34.69,330,13,30,6.21,11,27.33333333,28
39.58,310,10,30,6.21,13,28,28
39.58,360,8,29.97,3.73,13,28,28
34.69,330,5,29.97,6.21,11,27.33333333,28
36.79,310,8,30,6.21,11,27,27
45.07,350,11,30.03,6.21,15,28.03333333,28
37.35,340,9,30,6.21,13,28.38333333,29
35.53,30,12,29.94,6.21,14,30.32222222,31
45.61,340,12,29.97,6.21,17,30.4,30
37.35,340,7,30,3.73,13,28.38333333,29
39.58,330,5,29.97,6.21,13,28,28
44.8,30,7,29.94,6.21,14,27.11666667,27
41.97,350,3,29.85,6.21,13,26.96111111,27
28.63,240,10,29.85,6.21,9,27.8,29
25.52,180,3,29.97,6.21,9,29.37222222,31
16.15,100,6,29.97,6.21,4,30.72222222,33
42.52,300,7,29.88,3.73,15,28.84444444,29
30.35,250,16,29.88,6.21,9,27.11111111,28
28.36,240,13,29.91,6.21,8,27.02222222,28
34.41,250,8,29.97,6.21,10,27,27
39.3,360,5,30.03,6.21,12,27,27
41.69,340,9,30,6.21,12,26,26
41.42,320,10,29.97,6.21,11,25,25
41.14,320,10,29.97,3.73,10,24,24
35.94,330,4,30.03,6.21,8,23.39444444,24
34.13,240,11,29.94,6.21,9,26,26
41.14,340,7,30.03,6.21,10,24,24
38.46,360,8,30.06,6.21,9,24,24
41.42,320,7,30.06,6.21,11,25,25
36.22,360,11,30.09,6.21,9,25,25
50.43,360,7,30.06,3.73,14,25,25
41.42,40,10,30,6.21,11,25,25
41.97,40,13,29.94,6.21,13,26.96111111,27
28.08,200,19,29.88,3.73,7,26.34444444,27
24.19,0,0,30,1.86,4,25.28888889,26
32.18,50,10,30,6.21,9,27,27
44.8,40,15,29.97,6.21,14,27.11666667,27
57.6,30,11,29.88,3.73,17,26.83888889,26
65.12,280,2,29.88,2.49,18,25,25
50.17,330,8,29.97,6.21,13,24,24
38.46,260,10,29.97,6.21,9,24,24
56.13,250,10,30.03,6.21,11,20,20
52.51,300,14,30.12,6.21,10,20,20
40.57,310,7,30.09,6.21,8,21.31666667,22
40.57,10,3,30.15,3.73,8,21.31666667,22
46.43,360,8,30.06,6.21,10,22,22
49.64,240,12,30.12,6.21,11,22,22
53.03,310,5,30.12,3.73,12,22,22
33.57,250,5,30.09,3.73,7,23.33333333,24
38.18,290,5,30.12,6.21,8,22.35,23
43.69,30,9,30.18,6.21,10,23,23
43.97,40,14,30.06,6.21,11,24,24
39.02,20,7,30.06,6.21,11,26,26
53.8,340,5,30.12,1.86,15,25,25
53.55,300,4,30.09,2.49,14,24,24
60.44,340,6,30.09,2.49,14,22,22
59.74,290,7,30.06,6.21,11,19,19
39.72,330,10,30.21,6.21,5,19,19
40,40,12,30.24,6.21,6,20,20
40,50,15,30.15,6.21,6,20,20
46.16,330,6,30.12,3.73,9,21,21
33.57,40,17,30.12,6.21,7,23.33333333,24
41.14,0,0,30.03,0.93,10,24,24
60.21,340,9,30.12,3.73,13,21,21
52.77,360,7,30.12,6.21,11,21,21
49.64,330,5,30.15,3.73,11,22,22
43.42,350,2,30.12,6.21,9,21.38888889,22
29.51,230,6,30.06,3.73,6,24.32777778,25
30.07,280,6,30.03,2.49,8,26.42222222,27
60.67,50,9,30.09,3.73,15,23,23
64.69,30,8,30.06,2.49,16,23,23
41.97,30,3,30.03,6.21,13,26.96111111,27
41.97,220,7,29.94,0.5,13,26.96111111,27
49.9,200,8,29.91,6.21,12,23,23
45.88,240,18,30,6.21,8,20,20
45.6,300,10,30.24,6.21,7,19,19
43.13,40,20,30.15,6.21,8,21,21
35.09,230,9,30,6.21,5,21,21
63.82,30,3,30,3.73,12,19,19
59.97,300,3,30.03,1.24,12,20,20
28.39,220,12,30.06,6.21,2,21,21
39.72,40,21,30,6.21,5,19,19
45.6,280,15,30.09,6.21,7,19,19
48.83,220,19,30.12,3.73,8,19,19
42.85,210,10,30.03,6.21,7,20,20
45.6,250,18,29.91,6.21,7,19,19
48.83,260,21,29.88,1.24,8,19,19
48.83,290,6,30.12,3.73,8,19,19
43.13,50,15,30.27,6.21,8,21,21
87.47,60,16,30.33,6.21,7,11,21
49.37,40,10,30.3,6.21,10,21,21
43.13,50,7,30.09,6.21,8,21,21
22.02,10,14,29.94,3.73,1,23.03333333,24
49.37,360,5,30.12,3.73,10,21,21
49.37,250,9,29.94,3.73,10,21,21
40,260,19,30.03,6.21,6,20,20
52.51,320,7,30.24,6.21,10,20,20
45.6,30,10,30.21,6.21,7,19,19
49.1,300,9,30.03,6.21,9,20,20
24.86,240,25,29.88,3.73,1,20.90555556,22
48.28,300,13,30.06,3.73,6,17,17
37.03,10,5,30.15,6.21,4,19,19
28.39,180,8,30,6.21,2,21,21
32.72,220,18,29.85,3.73,4,21,21
34.51,240,15,29.94,6.21,3,19,19
42.57,260,11,29.94,6.21,6,19,19
62.92,0,0,29.94,6.21,8,15,15
62.46,230,19,30.06,6.21,6,13,13
59.01,260,7,30.18,2.49,8,16,16
45.32,360,7,30.27,6.21,6,18,18
48.83,320,11,30.21,6.21,8,19,19
48.83,320,6,30.21,6.21,8,19,19
48.83,350,10,30.18,6.21,8,19,19
48.83,10,11,30.18,6.21,8,19,19
49.64,50,13,30.18,3.73,11,22,22
46.43,320,4,30.18,1.86,10,22,22
16.17,220,6,30.06,3.73,0,26.66666667,28
19.79,240,4,30.06,1.86,2,26.07777778,27
17.14,0,0,30.09,1.86,0,26.01111111,27
12.23,50,16,30.03,6.21,-3,27.29444444,29
25.26,330,4,29.94,1.86,8,28.45555556,30
38.74,360,8,29.91,1.86,10,25,25
15.92,200,9,29.71,1.86,3,29.81666667,32
18.42,160,13,29.71,6.21,1,26.04444444,27
49.37,20,5,29.91,3.73,10,21,21
49.1,260,6,30.09,6.21,9,20,20
42.85,360,4,30.12,6.21,7,20,20
52.51,10,6,30,6.21,10,20,20
30.49,230,8,29.94,6.21,3,21,21
42.28,210,8,29.94,6.21,5,18,18
40.57,260,9,30.03,6.21,8,21.31666667,22
40.29,340,5,30,6.21,7,21,21
31.05,350,2,29.85,6.21,5,22.16666667,23
25.67,160,8,29.8,3.73,4,24.22777778,25
27.53,290,6,29.8,6.21,5,24.27222222,25
46.71,20,7,29.74,3.73,11,23,23
33.29,300,4,29.85,6.21,6,22.22222222,23
40.85,270,6,29.85,6.21,9,22.42222222,23
24.19,240,17,29.77,6.21,4,25.28888889,26
35.09,300,4,29.91,6.21,5,21,21
25.13,40,6,29.97,6.21,2,22.01111111,23
21.25,260,6,29.94,6.21,3,26.12222222,27
36.51,360,4,29.94,3.73,10,26,26
23.33,210,12,29.88,2.49,6,27.56111111,29
13.05,190,19,29.77,6.21,1,30.62777778,33
22.02,190,12,29.77,2.49,6,28.30555556,30
17.38,170,17,29.77,6.21,1,26.68333333,28
7.05,200,2,29.97,6.21,-8,29.13888889,32
18.09,270,11,29.91,2.49,4,29.01111111,31
41.14,250,7,29.97,3.73,10,24,24
38.18,320,8,29.97,6.21,8,22.35,23
43.42,340,8,30.03,6.21,9,21.38888889,22
38.46,320,7,30.03,6.21,9,24,24
26.22,310,5,30,6.21,6,26.27777778,27
36.79,310,6,29.94,2.49,11,27,27
23.93,130,3,29.97,6.21,3,24.17777778,25
33.57,30,4,29.97,6.21,7,23.33333333,24
24.19,30,13,29.94,6.21,4,25.28888889,26
11.74,230,7,29.77,1.86,-2,28.8,31
12.84,200,13,29.77,6.21,0,29.74444444,32
23.33,300,5,29.97,6.21,6,27.56111111,29
8.87,50,15,30.03,6.21,-5,29.30555556,32
4.93,200,5,29.8,6.21,-9,32.92777778,37
9.9,210,17,29.62,2.49,1,34.70555556,38
19.98,280,14,29.94,2.49,-2,20.77777778,22
19.3,40,12,30.06,6.21,0,24.06111111,25
28.36,40,10,29.97,6.21,8,27.02222222,28
23.85,30,10,29.85,6.21,8,29.26666667,31
15.27,130,17,29.53,6.21,4,31.62222222,34
26.98,260,18,29.94,3.73,3,22.06111111,23
38.18,310,7,30.09,3.73,8,22.35,23
35.94,10,11,30.06,6.21,8,23.39444444,24
30.07,10,11,29.88,6.21,8,26.42222222,27
23.33,340,9,29.91,6.21,6,27.56111111,29
38.46,10,9,29.94,6.21,9,24,24
31.9,10,19,29.94,6.21,8,26,26
30.07,350,15,29.83,6.21,8,26.42222222,27
23.33,340,8,29.77,3.73,6,27.56111111,29
23.59,220,8,29.85,6.21,7,28.37222222,30
27.81,320,9,29.91,6.21,6,25.38333333,26
31.62,300,5,29.97,6.21,7,24.38333333,25
34.13,300,6,29.91,6.21,9,26,26
23.07,30,6,29.85,6.21,5,26.82777778,28
19.4,60,7,29.85,6.21,5,29.05555556,31
16.15,20,3,29.85,3.73,4,30.72222222,33
22.53,50,12,29.94,6.21,8,30.13333333,32
17.32,10,8,29.88,6.21,5,30.77777778,33
13.25,30,7,29.91,6.21,2,31.53333333,34
10.67,10,6,29.94,6.21,-1,31.16111111,34
24.37,340,7,29.97,6.21,10,31.31111111,33
27.03,340,11,30,6.21,9,28.55555556,30
32.73,340,5,29.88,2.49,11,28.04444444,29
30.35,330,8,29.83,6.21,9,27.11111111,28
31.9,330,10,29.88,6.21,8,26,26
29.79,360,4,29.97,6.21,7,25.43333333,26
34.13,330,9,29.91,6.21,9,26,26
56.63,270,7,29.91,3.73,13,22,22
30.62,320,12,29.8,6.21,10,27.91111111,29
28.9,310,9,29.85,3.73,10,28.67777778,30
21.04,0,0,29.91,6.21,7,30.03888889,32
13.46,70,5,29.88,6.21,3,32.47777778,35
11.41,190,16,29.68,3.73,3,35.04444444,38
12.94,230,11,29.68,3.73,4,34.38333333,37
28.37,280,9,29.74,3.73,14,34.34444444,35
15.08,20,4,29.65,3.73,7,35.72777778,38
11.6,140,4,29.68,6.21,4,36.10555556,39
41.97,330,5,29.85,2.49,13,26.96111111,27
48.32,30,12,29.77,6.21,17,29.46111111,29
28.63,280,13,29.8,6.21,9,27.8,29
21.76,260,15,29.77,6.21,5,27.51111111,29
29.18,0,0,29.77,6.21,11,29.66111111,31
9.54,210,8,29.59,1.24,2,36.58333333,40
27.56,300,14,29.77,3.73,11,30.55555556,32
34.97,310,12,29.8,6.21,12,28.2,29
41.69,270,7,29.91,2.49,12,26,26
29.625,335,9.5,29.94,6.21,9.5,27.85555556,29
33.01,10,14,29.97,6.21,12,28.98888889,30
22.78,20,17,29.88,6.21,9,31.16111111,33
23.04,40,13,29.83,6.21,10,32.27777778,34
18.48,20,17,29.77,3.73,10,36.34444444,38
21.11,10,11,29.8,3.73,12,36.91111111,38
15.93,40,10,29.83,6.21,7,34.75,37
10.43,70,10,29.83,6.21,4,37.85555556,41
8.9,220,5,29.85,3.73,4,40.54444444,44
19.76,360,4,29.97,6.21,11,36.61111111,38
14.08,40,3,29.88,6.21,6,35.57777778,38
20.87,290,9,29.77,3.73,11,35.55555556,37
29.99,10,5,29.77,6.21,14,33.28333333,34
31.72,290,6,29.8,6.21,14,32.25555556,33
27.83,340,7,29.8,6.21,12,31.71111111,33
37.9,330,7,29.8,6.21,15,31,31
33.56,300,5,29.83,6.21,14,31.26666667,32
29.72,290,9,29.83,6.21,13,31.96111111,33
35.53,280,7,29.83,6.21,14,30.32222222,31
29.18,300,7,29.83,6.21,11,29.66111111,31
38.18,290,8,29.83,6.21,16,32,32
31.72,310,7,29.77,6.21,14,32.25555556,33
29.72,270,7,29.8,6.21,13,31.96111111,33
31.72,10,4,29.91,6.21,14,32.25555556,33
22.04,40,13,29.91,6.21,11,34.51111111,36
18.72,360,16,29.88,6.21,11,37.66666667,39
29.17,340,13,29.8,6.21,17,39.16666667,38
19.76,280,5,29.77,6.21,11,36.61111111,38
26.84,280,10,29.74,6.21,14,35.42777778,36
36.08,280,9,29.68,6.21,16,33,33
34.39,240,4,29.65,6.21,17,35.67777778,35
18.25,260,9,29.71,6.21,9,35.09444444,37
12.64,10,6,29.74,6.21,6,37.45555556,40
13.14,180,15,29.71,6.21,5,35.43888889,38
25.15,360,6,29.83,6.21,13,35.07777778,36
29.99,290,6,29.8,6.21,14,33.28333333,34
22.29,10,5,29.77,6.21,12,35.83888889,37
26.84,330,7,29.91,6.21,14,35.42777778,36
22.04,10,10,29.97,6.21,11,34.51111111,36
17.51,50,10,29.85,6.21,10,37.37777778,39
34.39,350,9,29.85,6.21,17,35.67777778,35
31.99,320,9,29.83,6.21,15,34,34
31.99,330,9,29.8,6.21,15,34,34
25.41,360,9,29.74,6.21,14,37,37
11.035,295,3,29.695,6.21,5.5,39.13333333,42
33.84,340,9,29.8,6.21,15,33,33
35.81,360,9,29.8,6.21,15,32,32
38.18,350,9,29.77,6.21,16,32,32
36.08,40,7,29.83,6.21,16,33,33
33.84,360,10,29.83,6.21,15,33,33
38.73,320,7,29.77,6.21,18,35.11111111,34
44.41,330,9,29.74,6.21,22,40.77777778,36
24.06,320,9,29.68,6.21,14,38,38
24.06,300,8,29.71,6.21,14,38,38
28.9,320,9,29.71,6.21,16,37,37
23.81,0,0,29.74,3.73,13,36.16111111,37
25.41,330,3,29.77,6.21,14,37,37
30.26,300,9,29.83,6.21,15,35,35
40.96,350,5,29.83,6.21,18,33.99444444,33
38.45,330,12,29.8,6.21,17,33,33
39,320,10,29.68,6.21,19,36.92222222,35
32.81,290,9,29.62,6.21,18,38.61111111,37
32.81,330,8,29.62,6.21,18,38.61111111,37
32.81,300,10,29.71,6.21,18,38.61111111,37
34.66,320,9,29.74,6.21,18,37.42777778,36
32.81,340,7,29.71,6.21,18,38.61111111,37
41.5,280,9,29.71,6.21,20,37.67777778,35
30.26,350,8,29.77,6.21,15,35,35
30.26,330,6,29.77,6.21,15,35,35
44.14,310,10,29.77,6.21,21,38.53888889,35
37.71,320,4,29.74,6.21,22,44.62222222,39
19.19,290,6,29.68,6.21,13,41,41
31.07,310,2,29.71,6.21,18,39.81111111,38
32.54,290,10,29.83,6.21,17,36.82222222,36
30.53,330,11,29.85,6.21,16,36,36
38.73,300,6,29.8,6.21,18,35.11111111,34
34.11,280,8,29.77,6.21,16,34,34
28.63,280,6,29.77,6.21,15,36,36
20.87,320,9,29.77,6.21,11,35.55555556,37
39.27,290,3,29.83,3.73,20,38.89444444,36
36.9,330,9,29.77,6.21,19,38.11111111,36
36.9,300,9,29.74,6.21,19,38.11111111,36
28.63,310,4,29.77,6.21,15,36,36
34.66,320,7,29.8,6.21,18,37.42777778,36
34.66,280,6,29.85,6.21,18,37.42777778,36
41.23,330,7,29.83,6.21,19,35.75,34
36.9,350,13,29.77,6.21,19,38.11111111,36
32.54,330,9,29.8,6.21,17,36.82222222,36
24.06,340,7,29.8,6.21,14,38,38
30.53,330,8,29.77,6.21,16,36,36
32.54,340,8,29.83,6.21,17,36.82222222,36
28.63,320,7,29.83,6.21,15,36,36
36.35,330,9,29.77,6.21,17,34,34
32.27,10,6,29.74,6.21,16,35,35
28.63,310,11,29.77,6.21,15,36,36
32.27,340,11,29.83,3.73,16,35,35
41.23,330,7,29.77,6.21,19,35.75,34
36.63,290,9,29.71,6.21,18,36.25555556,35
34.66,300,7,29.74,6.21,18,37.42777778,36
26.84,310,8,29.77,6.21,14,35.42777778,36
36.63,330,9,29.8,6.21,18,36.25555556,35
39,340,10,29.77,6.21,19,36.92222222,35
36.9,360,6,29.77,6.21,19,38.11111111,36
28.9,30,12,29.8,6.21,16,37,37
41.23,300,7,29.83,6.21,19,35.75,34
43.88,300,3,29.77,6.21,20,36.48333333,34
38.73,350,6,29.74,6.21,18,35.11111111,34
36.35,330,9,29.74,6.21,17,34,34
38.73,360,8,29.8,6.21,18,35.11111111,34
38.73,20,7,29.83,6.21,18,35.11111111,34
39,330,8,29.83,6.21,19,36.92222222,35
41.5,340,9,29.8,6.21,20,37.67777778,35
34.93,10,12,29.71,6.21,19,39.32222222,37
32.81,360,9,29.74,6.21,18,38.61111111,37
30.53,290,4,29.8,6.21,16,36,36
28.63,300,9,29.8,6.21,15,36,36
31.99,290,8,29.85,6.21,15,34,34
29.99,360,9,29.88,6.21,14,33.28333333,34
36.35,300,6,29.85,6.21,17,34,34
36.08,320,6,29.88,6.21,16,33,33
34.11,340,6,29.91,6.21,16,34,34
29.99,10,5,29.83,6.21,14,33.28333333,34
27.83,280,6,29.88,6.21,12,31.71111111,33
31.72,330,13,29.94,6.21,14,32.25555556,33
40.69,360,10,29.91,6.21,17,32.4,32
40.69,330,9,29.91,6.21,17,32.4,32
38.18,350,5,29.83,6.21,16,32,32
34.11,360,9,29.85,6.21,16,34,34
28.1,340,7,29.88,6.21,13,32.97222222,34
29.72,10,5,29.88,6.21,13,31.96111111,33
35.81,340,8,29.88,6.21,15,32,32
36.08,360,11,29.91,6.21,16,33,33
40.69,10,10,29.97,6.21,17,32.4,32
33.84,340,8,29.91,6.21,15,33,33
40.96,350,7,29.88,6.21,18,33.99444444,33
38.18,300,7,29.85,6.21,16,32,32
36.08,10,9,29.91,6.21,16,33,33
32.54,20,10,29.91,6.21,17,36.82222222,36
20.87,40,8,29.88,6.21,11,35.55555556,37
44.14,360,11,29.88,6.21,21,38.53888889,35
52.23,20,14,29.88,6.21,21,34.91666667,32
36.35,40,10,29.97,6.21,17,34,34
38.73,10,9,29.94,6.21,18,35.11111111,34
38.18,360,11,30,6.21,16,32,32
43.34,360,9,30,3.73,18,32.90555556,32
40.41,320,8,29.94,3.73,16,30.97222222,31
42.8,340,7,29.91,6.21,16,30.02777778,30
37.62,320,4,29.91,6.21,14,29.42777778,30
42.52,340,10,29.94,6.21,15,28.84444444,29
33.01,320,10,29.91,6.21,12,28.98888889,30
39.86,340,5,29.94,6.21,14,29,29
39.86,310,9,29.97,6.21,14,29,29
34.97,360,4,29.97,3.73,12,28.2,29
34.97,10,4,29.97,6.21,12,28.2,29
39.86,330,6,29.97,6.21,14,29,29
39.86,350,10,29.97,6.21,14,29,29
45.07,340,7,29.91,6.21,15,28.03333333,28
42.52,350,4,29.88,6.21,15,28.84444444,29
39.86,20,6,29.88,3.73,14,29,29
45.61,330,6,29.91,6.21,17,30.4,30
22.78,40,9,29.85,6.21,9,31.16111111,33
26.31,220,12,29.85,6.21,12,32.7,34
27.83,210,9,29.85,3.73,12,31.71111111,33
24.37,220,9,29.8,3.73,10,31.31111111,33
34.69,220,26,29.77,2.49,11,27.33333333,28
33.57,300,8,30.06,6.21,7,23.33333333,24
34.13,30,8,30.15,6.21,9,26,26
20.29,40,9,30.06,6.21,4,27.46666667,29
19.15,40,12,30,6.21,4,28.21666667,30
20.79,40,12,30,6.21,6,29.11111111,31
22.27,20,16,30.03,6.21,7,29.18333333,31
19.4,10,9,30,6.21,5,29.05555556,31
15.7,10,9,29.94,3.73,2,28.95555556,31
19.15,40,13,29.88,6.21,4,28.21666667,30
37.07,330,8,29.91,3.73,12,28,28
39.02,340,9,29.97,6.21,11,26,26
44.52,300,5,29.94,6.21,13,26,26
47.25,330,3,30,6.21,13,25,25
44.52,360,3,29.97,6.21,13,26,26
50.43,300,4,29.88,3.73,14,25,25
53.55,300,4,29.94,3.73,14,24,24
34.13,210,5,30.03,3.73,9,26,26
41.69,60,12,30.09,6.21,12,26,26
41.14,320,7,29.97,6.21,10,24,24
43.69,270,8,29.85,6.21,10,23,23
41.14,270,7,29.94,6.21,10,24,24
53.03,275,7.5,30.12,3.73,12,22,22
33.85,60,4,30.12,6.21,8,24.43888889,25
41.69,30,5,30,6.21,12,26,26
50.43,340,5,30.03,3.73,14,25,25
39.3,40,7,30.09,6.21,12,27,27
32.18,80,7,30.03,6.21,9,27,27
26.49,320,5,29.91,2.49,7,26.94444444,28
56.88,250,11,29.91,6.21,14,23,23
46.98,330,8,30,6.21,12,24,24
49.9,270,5,30.12,3.73,12,23,23
38.46,80,4,30.03,6.21,9,24,24
34.13,10,3,29.97,6.21,9,26,26
38.74,250,5,30,1.24,10,25,25
31.62,280,5,29.85,3.73,7,24.38333333,25
28.96,220,15,29.91,3.73,4,22.11111111,23
46.16,260,6,30.09,3.73,9,21,21
53.03,350,5,29.97,3.73,12,22,22
53.03,260,9,29.88,3.73,12,22,22
31.05,220,14,29.85,6.21,5,22.16666667,23
45.88,200,12,29.91,3.73,8,20,20
59.97,250,15,29.85,6.21,12,20,20
59.5,220,9,29.97,3.73,10,18,18
40,260,7,30.06,6.21,6,20,20
37.32,250,6,30.09,2.49,5,20,20
40.57,240,16,30.06,6.21,8,21.31666667,22
38.18,250,14,30.06,6.21,8,22.35,23
43.42,250,14,30.12,3.73,9,21.38888889,22
43.13,50,5,30.21,6.21,8,21,21
35.37,30,11,30.21,6.21,6,21.17777778,22
35.66,20,4,30.03,6.21,7,22.28888889,23
35.09,210,11,30,3.73,5,21,21
46.16,230,13,30.06,6.21,9,21,21
40.29,230,9,30.12,6.21,7,21,21
37.61,230,18,30.03,3.73,6,21,21
45.88,280,11,30.18,6.21,8,20,20
45.6,320,9,30.27,6.21,7,19,19
48.83,350,10,30.18,3.73,8,19,19
45.88,10,7,30.18,6.21,8,20,20
52.51,360,2,30.15,3.73,10,20,20
40.29,310,6,30.06,6.21,7,21,21
45.88,200,11,29.94,3.73,8,20,20
47.72,280,14,30.03,6.21,4,15,15
55.12,260,8,30.09,6.21,7,16,16
48.28,260,10,30.06,6.21,6,17,17
45.88,20,5,30.12,3.73,8,20,20
39.72,230,2,30.09,6.21,5,19,19
39.43,250,7,30.03,2.49,4,18,18
36.45,210,17,29.94,3.73,2,17,17
45.04,220,15,30.15,6.21,5,17,17
31.85,200,5,30.15,3.73,1,18,18
33.93,260,9,30.09,3.73,1,17,17
30.69,240,21,30,0.93,-3,14,14
44.47,190,13,30.06,6.21,3,15,15
38.85,240,23,30.03,6.21,2,16,16
38.26,220,7,30.18,6.21,0,14,14
25.32,70,8,30.15,6.21,-3,17,17
48.28,360,5,30.09,3.73,6,17,17
32.43,0,0,29.83,6.21,3,20,20
44.47,220,21,29.85,0.93,3,15,15
33.93,240,10,29.94,3.73,1,17,17
21.53,220,23,29.91,6.21,-6,16,16
41.42,240,24,29.94,1.24,2,15,15
47.72,220,5,30.21,3.73,4,15,15
42.28,10,7,30.15,6.21,5,18,18
39.72,40,12,30.09,6.21,5,19,19
42.28,20,8,30.06,6.21,5,18,18
20.49,320,2,29.94,6.21,0,22.98888889,24
55.63,320,6,30.03,4.97,9,18,18
32.43,50,3,29.85,6.21,3,20,20
22.86,250,15,29.88,6.21,-1,21,21
17.22,200,7,29.94,6.21,-4,20.70555556,22
16.67,210,13,29.8,3.73,-2,23.98888889,25
22.06,250,15,29.88,2.49,-4,18,18
34.51,240,12,30,6.21,3,19,19
22.59,190,6,30.03,6.21,-2,20,20
20.98,230,16,29.94,3.73,-3,20,20
22.59,220,11,30.12,3.73,-2,20,20
21.5,300,3,30.15,2.49,-1,20.81666667,22
37.32,20,8,30.12,6.21,5,20,20
31.05,40,15,30.03,6.21,5,22.16666667,23
20.04,230,4,29.94,3.73,3,26.74444444,28
34.69,80,12,29.83,6.21,11,27.33333333,28
59.26,310,7,29.97,6.21,9,17,17
30.2,210,12,29.88,6.21,2,20,20
42.57,230,13,30,3.73,6,19,19
45.6,290,8,30.09,3.73,7,19,19
45.32,310,8,30.15,3.73,6,18,18
42.57,260,5,30.18,6.21,6,19,19
34.8,40,6,30.06,6.21,4,20,20
42.85,260,9,29.91,2.49,7,20,20
27.55,250,22,29.91,6.21,-1,18,18
51.18,210,18,29.94,2.49,5,15,15
31.85,250,10,30.15,6.21,1,18,18
27.83,230,9,30.09,3.73,0,19,19
42,340,9,30.12,6.21,4,17,17
42.57,30,4,30.18,6.21,6,19,19
37.03,230,2,30.15,3.73,4,19,19
37.32,310,8,30.09,6.21,5,20,20
42.57,320,5,30.06,3.73,6,19,19
32.43,290,7,30.06,3.73,3,20,20
20.49,50,8,29.97,6.21,0,22.98888889,24
9.39,180,22,29.85,3.73,-5,28.57222222,31
28.39,230,19,29.91,6.21,2,21,21
30.49,250,15,29.85,6.21,3,21,21
51.45,250,17,29.97,3.73,6,16,16
34.22,290,12,30.06,6.21,2,18,18
21.24,260,14,29.97,6.21,-2,21,21
20.23,210,18,29.91,6.21,-1,21.88333333,23
43.13,220,3,30,6.21,8,21,21
59.5,310,5,30.06,2.49,10,18,18
49.1,30,6,30.21,3.73,9,20,20
45.88,10,8,30.21,6.21,8,20,20
37.89,30,9,30.18,3.73,7,21.24444444,22
23.39,60,14,30.21,6.21,1,21.96666667,23
